T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00015,0.00031,0.00497,0.016,0.00913,0.01632,-0.00862,0.00174,-0.00567,-0.00669,-0.007,0.00126,-0.08976,0.03148,0.00261,0.00441,0.01316,-0.0075,0.00043,0.08975,-0.04866,0.00327,-0.01709,0.01466,0.01361,-0.03253,0.00293,0.03639,0.30472,-0.00352,-0.00577,-0.02759,-0.01604,-0.00795,-0.0157,0.03011,-0.00173,-0.00019,-0.00346,-0.00208
0.02,0.00251,0.00051,0.00595,0.01508,0.00794,0.01804,-0.01321,0.00295,-0.00678,-0.00587,-0.00873,0.00149,-0.09654,0.03878,0.00369,0.00649,0.0176,-0.0122,0.00143,0.09445,-0.05573,0.00385,-0.01498,0.01879,0.01304,-0.03684,0.01176,0.0387,0.33689,-0.00472,-0.00685,-0.02929,-0.0174,-0.00169,-0.01647,0.0421,-0.00253,-0.00074,-0.00435,-0.00278
0.04,0.00586,0.00079,0.0072,0.0133,0.0058,0.01992,-0.01954,0.00465,-0.00807,-0.00448,-0.01094,0.00178,-0.10215,0.04855,0.00495,0.00879,0.02331,-0.01846,0.00305,0.09889,-0.06436,0.00444,-0.01167,0.02435,0.01216,-0.04204,0.02434,0.04069,0.37217,-0.00623,-0.0082,-0.03077,-0.01879,0.00765,-0.01694,0.05878,-0.0036,-0.00151,-0.00555,-0.00373
0.06,0.01006,0.00113,0.0087,0.01082,0.00264,0.02179,-0.02741,0.00678,-0.00934,-0.00261,-0.01338,0.00209,-0.10352,0.06088,0.00635,0.011,0.03009,-0.02592,0.00538,0.10339,-0.07416,0.00496,-0.00712,0.03142,0.01109,-0.04788,0.04017,0.04185,0.40671,-0.00802,-0.00971,-0.03177,-0.02003,0.01987,-0.01697,0.07974,-0.00491,-0.00248,-0.00706,-0.00491
0.08,0.0149,0.00151,0.01035,0.00777,-0.00157,0.02344,-0.03648,0.00923,-0.01035,-0.00031,-0.01578,0.0024,-0.09729,0.07556,0.00778,0.01269,0.03758,-0.03404,0.00848,0.10807,-0.08446,0.00531,-0.00136,0.03991,0.00996,-0.05396,0.05849,0.04159,0.4354,-0.00997,-0.01126,-0.03194,-0.02087,0.03458,-0.01636,0.10424,-0.00642,-0.0036,-0.00882,-0.0063
0.1,0.02011,0.00191,0.01206,0.0043,-0.00687,0.02459,-0.04631,0.0119,-0.01087,0.00232,-0.01784,0.00267,-0.0804,0.0922,0.00908,0.01338,0.04527,-0.0422,0.01241,0.11276,-0.09444,0.00533,0.00548,0.0496,0.00897,-0.05974,0.07842,0.03929,0.45252,-0.01194,-0.01269,-0.03091,-0.02105,0.05131,-0.01487,0.13129,-0.00805,-0.00481,-0.01077,-0.00782
0.12,0.02544,0.0023,0.01372,0.00046,-0.01327,0.02493,-0.0564,0.01465,-0.01065,0.00522,-0.01931,0.00287,-0.0507,0.11012,0.01002,0.01252,0.0525,-0.04972,0.01718,0.11702,-0.10316,0.00488,0.01314,0.06008,0.00833,-0.0647,0.09901,0.03443,0.45252,-0.01374,-0.01386,-0.02832,-0.02033,0.06951,-0.01227,0.15981,-0.0097,-0.00606,-0.01283,-0.00941
0.14,0.03063,0.00266,0.01521,-0.00371,-0.02074,0.02421,-0.06622,0.01739,-0.00953,0.00832,-0.01997,0.00296,-0.00742,0.12848,0.01028,0.00948,0.05851,-0.05595,0.02278,0.12017,-0.10975,0.00378,0.02112,0.07082,0.00832,-0.06831,0.11933,0.02663,0.43087,-0.01515,-0.01462,-0.0239,-0.01851,0.08857,-0.00836,0.18866,-0.01125,-0.0073,-0.01491,-0.01099
0.16,0.03543,0.00299,0.01642,-0.00818,-0.02923,0.02223,-0.07526,0.02,-0.00739,0.01159,-0.01973,0.00293,0.04833,0.14631,0.00948,0.00362,0.06248,-0.06029,0.02915,0.12138,-0.11347,0.00184,0.02869,0.08115,0.00931,-0.0702,0.13853,0.01583,0.38489,-0.01595,-0.01489,-0.01753,-0.01547,0.10787,-0.003,0.21671,-0.01253,-0.00846,-0.01693,-0.0125
0.18,0.03964,0.00327,0.01727,-0.01292,-0.03858,0.01889,-0.08306,0.02242,-0.00423,0.01496,-0.01859,0.00276,0.11326,0.16256,0.00714,-0.00576,0.0636,-0.06225,0.0362,0.11977,-0.11382,-0.00109,0.03482,0.09039,0.01174,-0.07017,0.15589,0.0023,0.3144,-0.01591,-0.01464,-0.00931,-0.01126,0.12676,0.0038,0.24292,-0.01339,-0.00951,-0.01881,-0.01384
0.2,0.04311,0.0035,0.01771,-0.01788,-0.04859,0.01426,-0.08926,0.02461,-0.00015,0.01837,-0.01668,0.00246,0.18181,0.17618,0.00273,-0.01935,0.06114,-0.06149,0.04377,0.11438,-0.11066,-0.00515,0.03823,0.09783,0.01609,-0.06826,0.1708,-0.01334,0.22214,-0.01483,-0.01387,0.00043,-0.00606,0.1446,0.01186,0.26625,-0.01368,-0.01042,-0.02048,-0.01496
0.22,0.0457,0.0037,0.01773,-0.02292,-0.05895,0.00854,-0.09365,0.02652,0.00463,0.02175,-0.01426,0.00206,0.24633,0.18614,-0.00432,-0.03779,0.05459,-0.05786,0.05164,0.10414,-0.10415,-0.01039,0.03744,0.10288,0.02284,-0.06472,0.18287,-0.03011,0.11355,-0.01257,-0.01269,0.01112,-0.00017,0.16077,0.02077,0.28563,-0.01329,-0.01115,-0.02187,-0.01577
