T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,1.09504
1.56,1.10526
1.58,1.11522
1.6,1.12441
1.62,1.13235
1.64,1.13851
1.66,1.14243
1.68,1.14377
1.7,1.14232
1.72,1.13784
1.74,1.12969
1.76,1.11854
1.78,1.10467
1.8,1.08852
1.82,1.07038
1.84,1.05049
1.86,1.02972
1.88,1.00876
1.9,0.98824
1.92,0.96879
1.94,0.95108
1.96,0.93572
1.98,0.92317
2,0.90824
2.02,0.87773
2.04,0.84074
2.06,0.79603
2.08,0.74289
2.1,0.67478
2.12,0.58921
2.14,0.49474
2.16,0.39737
2.18,0.30436
2.2,0.22171
2.22,0.15267
2.24,0.09811
2.26,0.0574
2.28,0.02891
2.3,0.01063
2.32,0.00042
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0.00261
2.44,0.005
2.46,0.00651
2.48,0.00692
2.5,0.00615
2.52,0.00433
2.54,0.00179
2.56,0
2.58,0
2.6,0
2.62,0.00247
2.64,0.01366
2.66,0.03418
2.68,0.06672
2.7,0.11381
2.72,0.17726
2.74,0.25756
2.76,0.35337
2.78,0.46065
2.8,0.5724
2.82,0.68006
2.84,0.77613
2.86,0.85567
2.88,0.91593
2.9,0.95023
2.92,0.96137
2.94,0.95472
2.96,0.92917
2.98,0.88388
3,0.81852
3.02,0.73378
3.04,0.6319
3.06,0.51752
3.08,0.39811
3.1,0.2825
3.12,0.17837
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,0
3.32,0
3.34,0
3.36,0
3.38,0
3.4,0
3.42,0
3.44,0
3.46,0
3.48,0
3.5,0
3.52,0
3.54,0
3.56,0
3.58,0
3.6,0
3.62,0
3.64,0
3.66,0
3.68,0
3.7,0
3.72,0
3.74,0
3.76,0
3.78,0
3.8,0
3.82,0
3.84,0
3.86,0
3.88,0
3.9,0
3.92,0
3.94,0
3.96,0
3.98,0
4,0
4.02,0
4.04,0
4.06,0
4.08,0
4.1,0
4.12,0
4.14,0
4.16,0
4.18,0
4.2,0
4.22,0
4.24,0
4.26,0
4.28,0
4.3,0
4.32,0
4.34,0
4.36,0
4.38,0
4.4,0
4.42,0
4.44,0
4.46,0
4.48,0
4.5,0
4.52,0
4.54,0
4.56,0
4.58,0
4.6,0
4.62,0
4.64,0
4.66,0
4.68,0
4.7,0
4.72,0
4.74,0
4.76,0
4.78,0
4.8,0
4.82,0
4.84,0
4.86,0
4.88,0
4.9,0
4.92,0
4.94,0
4.96,0
4.98,0
5,0
5.02,0
5.04,0
5.06,0
5.08,0
5.1,0
5.12,0
5.14,0
5.16,0
5.18,0
5.2,0
5.22,0
5.24,0
5.26,0
5.28,0
5.3,0
5.32,0
5.34,0
5.36,0
5.38,0
5.4,0
5.42,0
5.44,0
5.46,0
5.48,0
5.5,0
5.52,0
5.54,0
5.56,0
5.58,0
5.6,0
5.62,0
5.64,0
5.66,0
5.68,0
5.7,0
5.72,0
5.74,0
5.76,0
5.78,0
5.8,0
5.82,0
5.84,0
5.86,0
5.88,0
5.9,0
5.92,0
5.94,0
5.96,0
5.98,0
6,0
6.02,0
6.04,0
6.06,0
6.08,0
6.1,0
