T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,770.72023
1.56,785.60261
1.58,797.87479
1.6,807.638
1.62,815.08974
1.64,820.39274
1.66,823.77616
1.68,825.41987
1.7,825.86301
1.72,825.72655
1.74,825.23614
1.76,824.40009
1.78,823.09968
1.8,822.55085
1.82,824.74117
1.84,826.98395
1.86,825.88494
1.88,820.45667
1.9,810.11897
1.92,795.9929
1.94,779.50401
1.96,762.43243
1.98,746.28949
2,734.58184
2.02,729.1765
2.04,727.29522
2.06,726.86677
2.08,726.86253
2.1,726.94587
2.12,726.20795
2.14,721.69304
2.16,714.12222
2.18,705.59498
2.2,696.4217
2.22,686.68047
2.24,677.71678
2.26,669.93404
2.28,663.40773
2.3,658.00056
2.32,654.07706
2.34,651.93194
2.36,651.05406
2.38,651.18561
2.4,645.01859
2.42,628.82568
2.44,607.25499
2.46,579.75083
2.48,546.05048
2.5,506.83464
2.52,463.85227
2.54,419.79379
2.56,377.996
2.58,341.12661
2.6,310.36301
2.62,285.38461
2.64,265.50196
2.66,249.89358
2.68,237.52789
2.7,227.81658
2.72,220.31692
2.74,214.62225
2.76,210.8149
2.78,209.39864
2.8,211.33484
2.82,217.88347
2.84,229.45025
2.86,246.12767
2.88,270.06372
2.9,303.13629
2.92,342.70272
2.94,386.51341
2.96,432.00372
2.98,476.84763
3,519.64004
3.02,562.42062
3.04,598.86656
3.06,627.67962
3.08,649.23754
3.1,664.54766
3.12,669.27509
3.14,668.93427
3.16,669.24023
3.18,670.18066
3.2,671.73043
3.22,673.95113
3.24,676.51396
3.26,679.17827
3.28,681.81206
3.3,684.33299
3.32,686.67805
3.34,688.76996
3.36,690.56974
3.38,692.08614
3.4,693.04682
3.42,693.76343
3.44,694.41507
3.46,694.97682
3.48,695.42002
3.5,695.68833
3.52,695.70583
3.54,695.40369
3.56,694.70579
3.58,693.53021
3.6,691.80447
3.62,689.51471
3.64,686.7445
3.66,683.63535
3.68,680.30018
3.7,677.23485
3.72,675.31901
3.74,674.33611
3.76,673.76034
3.78,673.74039
3.8,673.89882
3.82,673.83802
3.84,673.95537
3.86,674.51467
3.88,675.32483
3.9,676.12157
3.92,676.76583
3.94,677.25543
3.96,677.50115
3.98,677.40097
4,677.00541
4.02,676.48293
4.04,675.99302
4.06,675.68873
4.08,675.81561
4.1,676.44373
4.12,677.58526
4.14,679.29826
4.16,681.57484
4.18,684.32763
4.2,687.29524
4.22,690.22121
4.24,693.07388
4.26,695.78624
4.28,698.19827
4.3,700.2368
4.32,701.90163
4.34,703.12495
4.36,703.83511
4.38,704.0125
4.4,703.69188
4.42,702.86999
4.44,701.56481
4.46,699.92256
4.48,698.10423
4.5,696.3503
4.52,694.87265
4.54,693.6832
4.56,692.79774
4.58,692.24288
4.6,692.0484
4.62,692.17705
4.64,692.47019
4.66,692.80873
4.68,693.14249
4.7,693.43323
4.72,693.67613
4.74,693.89819
4.76,694.12962
4.78,694.39817
4.8,694.73514
4.82,695.14197
4.84,695.57709
4.86,696.00191
4.88,696.34841
4.9,696.56251
4.92,696.58001
4.94,696.22375
4.96,695.36777
4.98,693.98994
5,692.12176
5.02,689.95265
5.04,687.70066
