T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00088,7e-05,-0.00047,-3.0629,-0.46754,0.02455,0.79476,-0.01378,-0.10542,-0.26845,0.05444,-0.02458,-0.41203,-0.06365,-0.223,0.47948,1.97183,0.24611,0.06175,-0.44335,0.04084,0.2712,0.5888,-2.85102,0.60936,-0.20752,0.48619,-0.04967,-0.14897,-0.35359,-0.11251,-0.06077,-0.06817,0.57028,0.09262,0.08377,-0.42138,-0.11326,0.03516,0.05618
0.02,-0.00031,7e-05,-0.00026,-3.06247,-0.46916,0.02454,0.79344,-0.01341,-0.10735,-0.26519,0.05435,-0.0246,-0.40915,-0.06069,-0.23999,0.47618,2.00285,0.2529,0.06991,-0.4427,0.04707,0.25039,0.58634,-2.75006,0.57784,-0.19004,0.48909,-0.04855,-0.14048,-0.35378,-0.11316,-0.06138,-0.06851,0.57308,0.09328,0.08892,-0.42163,-0.11334,0.03465,0.05593
0.04,0.00026,7e-05,-5e-05,-3.06203,-0.47077,0.02453,0.79212,-0.01305,-0.10927,-0.26193,0.05427,-0.02461,-0.40629,-0.05775,-0.25688,0.4729,2.03363,0.25963,0.07802,-0.44206,0.05328,0.22964,0.58389,-2.6494,0.54641,-0.17261,0.49198,-0.04744,-0.13203,-0.35398,-0.11381,-0.06199,-0.06886,0.57587,0.09393,0.09405,-0.42188,-0.11343,0.03414,0.05568
0.06,0.00083,7e-05,0.00017,-3.06159,-0.47238,0.02452,0.79081,-0.01268,-0.1112,-0.25868,0.05419,-0.02462,-0.40343,-0.05481,-0.27381,0.46961,2.06453,0.2664,0.08614,-0.44141,0.05949,0.2089,0.58144,-2.54875,0.51498,-0.15517,0.49486,-0.04633,-0.12357,-0.35417,-0.11445,-0.0626,-0.0692,0.57866,0.09458,0.09919,-0.42213,-0.11351,0.03363,0.05543
0.08,0.0014,7e-05,0.00038,-3.06116,-0.474,0.02451,0.78949,-0.01232,-0.11312,-0.25541,0.05411,-0.02463,-0.40055,-0.05184,-0.29084,0.4663,2.09575,0.27324,0.09434,-0.44076,0.06572,0.18808,0.57898,-2.44778,0.48345,-0.13769,0.49776,-0.0452,-0.11506,-0.35436,-0.1151,-0.06321,-0.06955,0.58145,0.09523,0.10434,-0.42238,-0.1136,0.03311,0.05518
0.1,0.00196,7e-05,0.00059,-3.06071,-0.4756,0.0245,0.78817,-0.01196,-0.11504,-0.25218,0.05402,-0.02465,-0.39773,-0.04896,-0.30744,0.46305,2.12561,0.27974,0.10226,-0.44012,0.07189,0.16748,0.57655,-2.34778,0.45223,-0.12037,0.50064,-0.04412,-0.10674,-0.35456,-0.11574,-0.06381,-0.06989,0.58423,0.09588,0.10942,-0.42263,-0.11368,0.03261,0.05493
0.12,0.00253,7e-05,0.0008,-3.06029,-0.47723,0.02448,0.78686,-0.01159,-0.11697,-0.24889,0.05394,-0.02466,-0.39479,-0.04591,-0.32488,0.4597,2.15813,0.28691,0.11072,-0.43946,0.07818,0.14648,0.57406,-2.24595,0.42044,-0.10274,0.50355,-0.04296,-0.09805,-0.35475,-0.1164,-0.06444,-0.07024,0.58704,0.09654,0.11464,-0.42288,-0.11377,0.03209,0.05468
0.14,0.0031,7e-05,0.00101,-3.05984,-0.47883,0.02447,0.78554,-0.01122,-0.11889,-0.24565,0.05386,-0.02467,-0.39196,-0.04301,-0.34157,0.45644,2.18827,0.29348,0.11869,-0.43882,0.08436,0.12584,0.57162,-2.1458,0.38916,-0.08539,0.50643,-0.04187,-0.0897,-0.35495,-0.11704,-0.06504,-0.07059,0.58982,0.09719,0.11973,-0.42313,-0.11385,0.03158,0.05443
0.16,0.00367,7e-05,0.00122,-3.05939,-0.4804,0.02447,0.78422,-0.01087,-0.12082,-0.24247,0.05377,-0.02468,-0.38926,-0.04033,-0.35724,0.4533,2.21518,0.29924,0.12601,-0.4382,0.0904,0.10565,0.56927,-2.04771,0.35851,-0.06841,0.50926,-0.04085,-0.08179,-0.35516,-0.11764,-0.06561,-0.07091,0.59256,0.09781,0.12469,-0.42339,-0.11393,0.03108,0.05419
0.18,0.00425,8e-05,0.00145,-3.05901,-0.48215,0.02443,0.78291,-0.01046,-0.12273,-0.23894,0.05369,-0.0247,-0.38582,-0.03647,-0.37848,0.44948,2.25973,0.30944,0.13693,-0.43747,0.09721,0.0829,0.56647,-1.9378,0.32425,-0.04936,0.51237,-0.0394,-0.07142,-0.35528,-0.11845,-0.06636,-0.07133,0.59553,0.09858,0.13046,-0.42361,-0.11403,0.03053,0.05392
