T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0.15872
3.24,0.16534
3.26,0.16875
3.28,0.1691
3.3,0.16722
3.32,0.16352
3.34,0.15653
3.36,0.14592
3.38,0.13271
3.4,0.11798
3.42,0.10368
3.44,0.0917
3.46,0.08281
3.48,0.07732
3.5,0.07521
3.52,0.07595
3.54,0.07848
3.56,0.08167
3.58,0.08487
3.6,0.08743
3.62,0.08933
3.64,0.09053
3.66,0.09112
3.68,0.09123
3.7,0.09098
3.72,0.09051
3.74,0.09008
3.76,0.08991
3.78,0.09004
3.8,0.09043
3.82,0.09103
3.84,0.09192
3.86,0.09316
3.88,0.09478
3.9,0.09674
3.92,0.09886
3.94,0.10101
3.96,0.10307
3.98,0.10494
4,0.10634
4.02,0.10707
4.04,0.10723
4.06,0.10684
4.08,0.10579
4.1,0.10433
4.12,0.10285
4.14,0.10121
4.16,0.09927
4.18,0.09713
4.2,0.09499
4.22,0.09296
4.24,0.09084
4.26,0.08849
4.28,0.08602
4.3,0.08352
4.32,0.08111
4.34,0.07881
4.36,0.07666
4.38,0.07473
4.4,0.07317
4.42,0.07215
4.44,0.07151
4.46,0.07111
4.48,0.07091
4.5,0.07089
4.52,0.07109
4.54,0.07147
4.56,0.07195
4.58,0.07251
4.6,0.07318
4.62,0.07389
4.64,0.07452
4.66,0.07499
4.68,0.07529
4.7,0.07539
4.72,0.07529
4.74,0.07503
4.76,0.07466
4.78,0.07425
4.8,0.07386
4.82,0.07356
4.84,0.0734
4.86,0.07342
4.88,0.07363
4.9,0.07401
4.92,0.07457
4.94,0.07525
4.96,0.07593
4.98,0.07653
5,0.07703
5.02,0.07743
5.04,0.07771
5.06,0.07784
5.08,0.07786
5.1,0.07781
5.12,0.07769
5.14,0.07746
5.16,0.07712
5.18,0.07668
5.2,0.0762
5.22,0.0757
5.24,0.07516
5.26,0.07459
5.28,0.07403
5.3,0.07355
5.32,0.07325
5.34,0.07314
5.36,0.07325
5.38,0.07362
5.4,0.07427
5.42,0.07519
5.44,0.07631
5.46,0.07756
5.48,0.07887
5.5,0.08014
5.52,0.08129
5.54,0.08225
5.56,0.08296
5.58,0.08337
5.6,0.08353
