T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,276.35894
1.92,274.25337
1.94,263.30679
1.96,243.98524
1.98,219.32674
2,194.08637
2.02,171.43292
2.04,149.19133
2.06,126.99543
2.08,106.87884
2.1,90.29964
2.12,78.13691
2.14,69.9678
2.16,65.58868
2.18,64.92835
2.2,67.41779
2.22,72.12601
2.24,78.68057
2.26,86.88276
2.28,96.12142
2.3,106.09892
2.32,116.31048
2.34,125.94019
2.36,134.50569
2.38,141.76108
2.4,147.57534
2.42,151.93359
2.44,154.85521
2.46,156.4627
2.48,156.97674
2.5,156.64833
2.52,155.72491
2.54,154.41708
2.56,152.91942
2.58,151.40348
2.6,149.9409
2.62,148.52192
2.64,147.23013
2.66,146.18603
2.68,145.45131
2.7,144.95179
2.72,144.5476
2.74,144.31336
2.76,144.35528
2.78,144.66678
2.8,144.85061
2.82,144.50853
2.84,144.00247
2.86,143.69055
2.88,143.61782
2.9,143.8076
2.92,144.72459
2.94,146.75308
2.96,149.6036
2.98,153.04333
3,156.42802
3.02,159.22461
3.04,161.66965
3.06,163.81824
3.08,165.53156
3.1,166.72897
3.12,167.31449
3.14,167.3564
3.16,166.90778
3.18,165.97675
3.2,164.65613
3.22,163.15596
3.24,161.28763
3.26,159.02039
3.28,156.48149
3.3,154.0141
3.32,151.95539
3.34,150.06137
3.36,148.28778
3.38,146.64731
3.4,145.12463
3.42,143.70089
3.44,142.34322
3.46,141.01686
3.48,139.6908
3.5,138.33306
3.52,136.91868
3.54,135.43103
3.56,133.85732
3.58,132.19042
3.6,130.41945
3.62,128.5352
3.64,126.5509
3.66,124.49144
3.68,122.37705
3.7,120.2525
3.72,118.1749
3.74,116.18375
3.76,114.32683
3.78,112.68369
3.8,111.31691
3.82,110.2641
3.84,109.59785
3.86,109.36656
3.88,109.57538
3.9,110.21717
3.92,111.2332
3.94,112.51572
3.96,113.96659
3.98,115.47706
4,116.9576
4.02,118.29244
4.04,119.38109
4.06,120.20189
4.08,120.73254
4.1,121.19685
4.12,121.97316
4.14,122.89997
4.16,123.82853
4.18,124.79036
4.2,125.88683
4.22,127.04984
4.24,128.07877
4.26,128.8808
4.28,129.45351
4.3,129.8083
4.32,129.96807
4.34,129.92105
4.36,129.66855
4.38,129.2317
4.4,128.66842
4.42,128.05665
4.44,127.42055
4.46,126.77008
4.48,126.12763
4.5,125.53617
4.52,125.02139
4.54,124.51762
4.56,123.95616
4.58,123.34016
4.6,122.65819
4.62,121.91249
4.64,121.15904
4.66,120.45883
4.68,119.85429
4.7,119.38769
4.72,119.09112
4.74,118.99878
4.76,119.12383
4.78,119.454
4.8,119.96444
4.82,120.61451
4.84,121.34783
4.86,122.09846
4.88,122.80492
4.9,123.40942
4.92,123.86319
4.94,124.12617
4.96,124.18057
4.98,124.02847
5,123.69044
5.02,123.20633
5.04,122.62734
5.06,122.01054
5.08,121.41045
5.1,120.87308
5.12,120.43623
5.14,120.11896
5.16,119.92399
