T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,750.11506
1.76,761.84898
1.78,772.06577
1.8,780.76093
1.82,787.88631
1.84,793.2748
1.86,797.39501
1.88,800.33998
1.9,802.10726
1.92,786.10839
1.94,759.24892
1.96,722.00361
1.98,673.66912
2,614.26877
2.02,545.03014
2.04,469.63548
2.06,394.13608
2.08,325.39201
2.1,269.56839
2.12,218.29131
2.14,180.73366
2.16,157.21997
2.18,146.85846
2.2,147.36243
2.22,156.00834
2.24,171.48519
2.26,192.04788
2.28,216.65604
2.3,245.79238
2.32,281.4155
2.34,324.53702
2.36,374.47451
2.38,428.29229
2.4,474.90544
2.42,511.15855
2.44,546.05895
2.46,578.14496
2.48,606.12267
2.5,629.16403
2.52,647.15284
2.54,661.08686
2.56,664.49504
2.58,663.99887
2.6,656.67267
2.62,647.13062
2.64,634.88006
2.66,619.97264
2.68,603.17025
2.7,586.48743
2.72,576.24523
2.74,574.13578
2.76,578.50524
2.78,589.80388
2.8,606.73481
2.82,626.81245
2.84,645.97236
2.86,663.63605
2.88,678.8473
2.9,691.36846
2.92,701.36531
2.94,709.20795
2.96,715.33699
2.98,717.25575
3,719.12262
3.02,721.35679
3.04,723.63033
3.06,725.63374
3.08,727.13852
3.1,728.19306
3.12,728.88463
3.14,728.91276
3.16,728.05608
3.18,726.36701
3.2,724.03256
3.22,721.23735
3.24,718.04371
3.26,714.19543
3.28,710.04453
3.3,705.73581
3.32,701.39951
3.34,697.09542
3.36,692.89918
3.38,688.90116
3.4,685.25319
3.42,682.11738
3.44,679.51203
3.46,677.54156
3.48,676.14224
3.5,675.36761
3.52,675.23551
3.54,675.61944
3.56,676.40915
3.58,677.53139
3.6,678.89125
3.62,680.39107
3.64,681.94276
3.66,683.46482
3.68,684.88588
3.7,686.14338
3.72,687.1975
3.74,688.0308
3.76,688.63805
3.78,689.02258
3.8,689.1954
3.82,689.17603
3.84,689.03388
3.86,688.84783
3.88,688.67826
3.9,688.59149
3.92,688.63721
3.94,688.81701
3.96,689.12469
3.98,689.56565
4,690.12157
4.02,690.76063
4.04,691.47032
4.06,692.22867
4.08,692.98678
4.1,693.68685
4.12,694.25304
4.14,694.5903
4.16,694.60346
4.18,694.20541
4.2,693.32407
4.22,691.93996
4.24,690.14354
4.26,688.03946
4.28,685.64903
4.3,683.3673
4.32,681.68029
4.34,679.98247
4.36,677.874
4.38,675.59136
4.4,673.31033
4.42,671.21134
4.44,669.55556
4.46,668.57625
4.48,668.31083
4.5,668.64241
4.52,669.39967
4.54,670.60461
4.56,672.20314
4.58,674.06923
4.6,675.95249
4.62,677.67972
4.64,679.07437
4.66,680.00761
4.68,680.81541
4.7,682.05977
4.72,682.09104
4.74,681.94808
4.76,683.34217
4.78,688.11515
4.8,697.29986
4.82,704.78047
4.84,709.43923
4.86,711.5955
4.88,711.55637
4.9,709.30505
4.92,705.51152
4.94,702.64928
4.96,701.57599
4.98,700.84719
5,700.48786
5.02,699.96275
5.04,696.30987
5.06,691.9568
5.08,689.45574
5.1,690.02544
5.12,690.30719
