T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00014,0.0003,-0.00162,-0.03575,0,-0.00145,0.01327,-0.01363,0.05516,-0.0489,-0.08324,-0.00996,0.14907,0.10861,0.05138,-0.01629,0.50773,0.06667,0.13754,-0.03577,0.1486,-0.20349,-0.12617,-0.4425,-0.03149,-0.12021,0.00745,0.00078,0.01972,-0.00084,0.03199,0.17354,-0.01277,-0.01293,0.00188,0.04374,0.01298,0.00568,-0.05897,0.00077
0.02,0.00022,0.00033,-0.0011,-0.03596,0,-0.00125,0.0138,-0.01257,0.05932,-0.04749,-0.09224,-0.01131,0.14844,0.12216,0.04705,-0.01672,0.52766,0.07022,0.14028,-0.0385,0.1672,-0.21352,-0.12893,-0.45294,-0.04564,-0.1182,0.008,-0.00015,0.01661,-0.00178,0.03131,0.16457,-0.00986,-0.01287,0.00126,0.04513,0.01283,0.00555,-0.06212,0.00088
0.04,0.00029,0.00037,-0.00035,-0.0355,0,-0.00093,0.01432,-0.01081,0.06384,-0.04451,-0.10266,-0.01289,0.14531,0.13831,0.04091,-0.01717,0.54474,0.0738,0.1413,-0.04095,0.18955,-0.22385,-0.13027,-0.45909,-0.06402,-0.11326,0.00849,-0.00146,0.01186,-0.00289,0.02974,0.14892,-0.00562,-0.01256,0.00036,0.04625,0.01237,0.0053,-0.06528,0.00097
0.06,0.00028,0.00041,0.00064,-0.03418,0,-0.00051,0.01482,-0.00835,0.06823,-0.03985,-0.1136,-0.01459,0.13921,0.15575,0.03306,-0.01756,0.55548,0.07688,0.13977,-0.04281,0.214,-0.233,-0.12953,-0.45858,-0.08566,-0.10506,0.00875,-0.00313,0.00536,-0.00404,0.02721,0.12643,-4e-05,-0.01201,-0.00081,0.04687,0.01158,0.00496,-0.06801,0.001
0.08,0.00015,0.00045,0.00182,-0.03183,0,1e-05,0.01527,-0.00521,0.0719,-0.03347,-0.1239,-0.01622,0.12991,0.17276,0.02392,-0.01782,0.55625,0.07889,0.13494,-0.04364,0.23832,-0.23942,-0.1261,-0.44926,-0.10902,-0.09348,0.00859,-0.00508,-0.00284,-0.00503,0.02371,0.0975,0.00672,-0.01122,-0.00219,0.04674,0.01041,0.00454,-0.06984,0.00095
0.1,-0.00016,0.00048,0.00315,-0.02839,0,0.00061,0.01568,-0.00152,0.07429,-0.02553,-0.13229,-0.01759,0.11776,0.18749,0.01434,-0.01795,0.54427,0.07934,0.12639,-0.04287,0.26012,-0.242,-0.11965,-0.43004,-0.13213,-0.07889,0.00784,-0.00722,-0.01251,-0.00562,0.01931,0.06331,0.01438,-0.01025,-0.00372,0.04574,0.0089,0.0041,-0.07035,0.00079
0.12,-0.00069,0.00051,0.00454,-0.02392,0,0.00126,0.01605,0.00257,0.07493,-0.01634,-0.13758,-0.0185,0.10381,0.19817,0.00566,-0.01802,0.51828,0.07798,0.11419,-0.03986,0.27708,-0.24034,-0.11022,-0.40134,-0.1528,-0.06218,0.00635,-0.00943,-0.02323,-0.00557,0.01425,0.02587,0.02249,-0.00917,-0.00532,0.04387,0.00712,0.00372,-0.0693,0.00046
0.14,-0.00148,0.00053,0.00593,-0.01864,0,0.00191,0.01641,0.00679,0.07349,-0.00641,-0.13877,-0.01876,0.08971,0.2033,-0.0005,-0.01827,0.47873,0.07479,0.09888,-0.03398,0.28721,-0.23485,-0.09833,-0.36507,-0.16881,-0.04459,0.00404,-0.01157,-0.03437,-0.00467,0.00883,-0.01222,0.03046,-0.0081,-0.00687,0.04126,0.00519,0.00345,-0.06664,-0.0001
0.16,-0.00252,0.00054,0.0072,-0.01288,0,0.00253,0.01678,0.01087,0.06983,0.00365,-0.13515,-0.01824,0.07752,0.20178,-0.00235,-0.01904,0.42757,0.06999,0.08143,-0.02474,0.28898,-0.22659,-0.08482,-0.32424,-0.17818,-0.02755,0.00091,-0.01349,-0.04517,-0.0028,0.00346,-0.04817,0.03764,-0.00719,-0.00828,0.03816,0.00327,0.00339,-0.06248,-0.00095
0.18,-0.00382,0.00053,0.00828,-0.00703,0,0.00309,0.0172,0.01451,0.06397,0.01321,-0.12636,-0.01687,0.06935,0.19302,0.0017,-0.02085,0.36788,0.06397,0.06306,-0.01186,0.28147,-0.21711,-0.07078,-0.28237,-0.17945,-0.01232,-0.00297,-0.01505,-0.05479,3e-05,-0.00147,-0.07939,0.04336,-0.00654,-0.00944,0.03486,0.00147,0.00357,-0.05707,-0.00215
0.2,-0.00536,0.0005,0.00908,-0.00148,0,0.00357,0.01768,0.01742,0.05607,0.02172,-0.11245,-0.01466,0.067,0.17699,0.01286,-0.02436,0.30337,0.05721,0.04506,0.0046,0.2644,-0.20813,-0.05737,-0.24294,-0.17195,0.00019,-0.00741,-0.01615,-0.06237,0.00365,-0.00557,-0.10394,0.04704,-0.00627,-0.01029,0.03165,-0.00011,0.00403,-0.05077,-0.00374
0.22,-0.0071,0.00043,0.00952,0.00341,0,0.00395,0.01817,0.01936,0.04644,0.02879,-0.09386,-0.01168,0.07169,0.15425,0.03169,-0.03028,0.238,0.05021,0.02861,0.02416,0.23811,-0.20121,-0.04568,-0.20886,-0.15582,0.00959,-0.01213,-0.01669,-0.06714,0.0077,-0.00857,-0.12079,0.04824,-0.00642,-0.01077,0.02875,-0.00141,0.00477,-0.04396,-0.00574
0.24,-0.00899,0.00034,0.00956,0.00736,0,0.00425,0.01861,0.02014,0.03548,0.03423,-0.0714,-0.00811,0.08377,0.12583,0.05795,-0.03939,0.17559,0.0434,0.01467,0.04589,0.20352,-0.19752,-0.03657,-0.18228,-0.13209,0.01602,-0.01677,-0.01662,-0.06848,0.0117,-0.01028,-0.1298,0.0467,-0.00699,-0.01087,0.02632,-0.00247,0.00575,-0.03699,-0.00812
0.26,-0.01096,0.0002,0.00918,0.01017,0,0.00447,0.01884,0.01966,0.02362,0.03814,-0.04612,-0.00416,0.10262,0.09317,0.09063,-0.05236,0.1196,0.03705,0.00386,0.06839,0.16195,-0.19754,-0.03057,-0.16448,-0.10253,0.01997,-0.02096,-0.01592,-0.06601,0.01504,-0.01068,-0.13168,0.0424,-0.00789,-0.0106,0.02436,-0.00337,0.00695,-0.03019,-0.01077
0.28,-0.01294,2e-05,0.00838,0.01178,0,0.00464,0.01868,0.01792,0.01134,0.04088,-0.01924,-7e-05,0.12657,0.05798,0.12789,-0.06969,0.0729,0.03122,-0.00355,0.08983,0.11499,-0.20091,-0.02778,-0.15594,-0.06941,0.02217,-0.02429,-0.01463,-0.05961,0.01711,-0.00982,-0.12765,0.03556,-0.009,-0.01,0.0228,-0.00426,0.00837,-0.02379,-0.01352
