T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.01712,0.00189,0.0247,0.06652,-0.00515,0.04544,0.00531,0.03627,-0.06429,0.01972,-0.02312,0.00778,0.9084,0.17188,0.0749,0.04377,-0.22894,0.01924,0.03613,0.92237,-0.14314,2.47386,0.15165,0.02173,0.36654,0.36905,-0.00159,-0.00065,0.29478,0.00313,-0.02263,-0.03073,-0.01565,-0.01828,0.01706,0.35308,0.00222,0.02239,-0.01815,-0.01341
0.02,-0.01724,0.00273,0.02971,0.09523,0.00327,0.0664,-0.01047,0.03862,-0.06486,0.01772,-0.05521,0.00955,1.30762,0.14522,0.13327,0.0595,-0.2773,0.07596,0.03658,1.05508,-0.12463,2.90243,0.10177,0.06502,0.4505,0.41355,-0.01322,-0.02863,0.23696,0.00229,-0.0204,-0.02603,-0.0133,-0.026,0.00697,0.39426,0.00247,0.02432,-0.02171,-0.01504
0.04,-0.01676,0.00384,0.03611,0.13432,0.01633,0.0951,-0.03373,0.04066,-0.06306,0.01224,-0.10072,0.01154,1.80039,0.0967,0.20604,0.07654,-0.33095,0.152,0.033,1.16739,-0.08495,3.34977,0.02337,0.12677,0.54381,0.45706,-0.03042,-0.06892,0.14492,0.00046,-0.01654,-0.01841,-0.00947,-0.03713,-0.00832,0.44129,0.00251,0.02626,-0.02618,-0.01694
0.06,-0.01579,0.00516,0.04372,0.18309,0.03431,0.13069,-0.06395,0.04213,-0.05908,0.00205,-0.15853,0.01356,2.35492,0.02139,0.27913,0.09125,-0.38572,0.24765,0.02422,1.23744,-0.01831,3.76362,-0.08786,0.20834,0.63922,0.4932,-0.05377,-0.1212,0.01634,-0.00237,-0.01085,-0.00768,-0.00406,-0.05198,-0.02888,0.49023,0.00224,0.02808,-0.03139,-0.01897
0.08,-0.01442,0.00661,0.05216,0.23989,0.0573,0.17165,-0.1002,0.04263,-0.05296,-0.01421,-0.22657,0.01534,2.92322,-0.08529,0.33617,0.09921,-0.43524,0.36122,0.00877,1.23532,0.08125,4.07064,-0.235,0.30972,0.72567,0.51342,-0.08351,-0.1843,-0.14952,-0.0062,-0.00318,0.00621,0.00297,-0.07066,-0.05454,0.53559,0.00157,0.02958,-0.03703,-0.02094
0.1,-0.01264,0.0081,0.06092,0.30226,0.08518,0.21598,-0.14126,0.04169,-0.04449,-0.03783,-0.30206,0.01656,3.44273,-0.22689,0.36123,0.09571,-0.47084,0.4882,-0.01513,1.12249,0.21933,4.17814,-0.41895,0.42922,0.78802,0.50733,-0.11945,-0.25627,-0.35121,-0.01113,0.00653,0.02312,0.01155,-0.09301,-0.08482,0.57098,0.00035,0.03047,-0.04269,-0.02262
0.12,-0.01032,0.00949,0.06938,0.36705,0.11764,0.26139,-0.18578,0.0388,-0.03308,-0.06998,-0.38174,0.01681,3.83802,-0.40497,0.34129,0.07619,-0.48164,0.62053,-0.04957,0.85215,0.40042,3.97756,-0.63734,0.56299,0.8071,0.46345,-0.16084,-0.33441,-0.58438,-0.01739,0.01812,0.04269,0.02151,-0.11861,-0.11898,0.58996,-0.00162,0.03036,-0.04789,-0.02377
0.14,-0.00724,0.01068,0.0769,0.43058,0.15418,0.30542,-0.23238,0.0335,-0.01775,-0.11156,-0.46202,0.01563,4.02335,-0.6181,0.26861,0.0367,-0.45484,0.74587,-0.09683,0.37073,0.62692,3.35029,-0.88334,0.70464,0.75999,0.37003,-0.20632,-0.41534,-0.84112,-0.02537,0.03123,0.06426,0.03252,-0.14675,-0.15594,0.58701,-0.00454,0.02889,-0.05215,-0.02416
0.16,-0.00303,0.01152,0.08281,0.48885,0.19402,0.34568,-0.2797,0.02546,0.00281,-0.16299,-0.53914,0.01255,3.90676,-0.8607,0.14314,-0.02555,-0.37626,0.847,-0.15912,-0.3792,0.89797,2.1763,-1.14437,0.84489,0.62068,0.21627,-0.25386,-0.49509,-1.10938,-0.03564,0.04521,0.08685,0.04409,-0.17645,-0.19426,0.5584,-0.00869,0.02569,-0.05501,-0.02361
0.18,0.00273,0.01188,0.08658,0.53778,0.23616,0.37996,-0.3265,0.01458,0.03023,-0.22407,-0.60936,0.0071,3.39619,-1.1219,-0.02511,-0.11157,-0.23123,0.90163,-0.23821,-1.45421,1.20798,0.3458,-1.40112,0.97139,0.36131,-0.00638,-0.30077,-0.56923,-1.37302,-0.04896,0.05917,0.10912,0.05554,-0.20648,-0.23219,0.50306,-0.01435,0.02049,-0.05614,-0.02206
0.2,0.01051,0.01162,0.08778,0.57347,0.27932,0.40641,-0.37172,0.00108,0.06635,-0.29371,-0.66911,-0.00114,2.40792,-1.38454,-0.21382,-0.21987,-0.00576,0.88263,-0.33487,-2.90334,1.5451,-2.2261,-1.62684,1.0687,-0.04604,-0.30283,-0.3438,-0.63317,-1.61247,-0.06623,0.07196,0.12951,0.06607,-0.23539,-0.26762,0.42306,-0.02181,0.01319,-0.05536,-0.01955
0.22,0.0208,0.01063,0.08617,0.59242,0.32192,0.42359,-0.41449,-0.0145,0.11316,-0.36963,-0.71513,-0.01247,0.87721,-1.62449,-0.3867,-0.34578,0.3119,0.75898,-0.44814,-4.75932,1.88955,-5.58228,-1.78717,1.1185,-0.62681,-0.67287,-0.37924,-0.68243,-1.80625,-0.08841,0.08235,0.14633,0.07481,-0.26152,-0.29825,0.32347,-0.03133,0.00387,-0.05268,-0.01626
0.24,0.03403,0.00876,0.08169,0.59177,0.36208,0.43052,-0.4542,-0.03131,0.17265,-0.44816,-0.74452,-0.02702,-1.22913,-1.81042,-0.49254,-0.48072,0.72937,0.4975,-0.57453,-7.02818,2.2121,-9.7052,-1.84093,1.10022,-1.40093,-1.11001,-0.40313,-0.71307,-1.93346,-0.11634,0.08918,0.15805,0.08098,-0.28301,-0.32164,0.21179,-0.04307,-0.00716,-0.04836,-0.01247
0.26,0.05051,0.00588,0.07444,0.56951,0.39758,0.42661,-0.49041,-0.04821,0.24669,-0.52391,-0.75484,-0.04468,-3.89932,-1.90419,-0.46545,-0.61169,1.24808,0.06553,-0.70714,-9.67809,2.47306,-14.49879,-1.74174,0.992,-2.37906,-1.6004,-0.41159,-0.72203,-1.97665,-0.15063,0.09158,0.16355,0.08397,-0.29785,-0.33543,0.09677,-0.05708,-0.01933,-0.04286,-0.00858
