T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.01175,0.0003,0.00246,0.098,-0.03689,0.00551,-0.01916,0.00305,-0.0439,0.06803,-0.00948,-0.00103,0.2002,0.09271,0.19449,0.05959,-0.08774,0.00019,-0.03615,0.49344,-0.20971,0.08418,0.06336,0.1659,-0.19957,0.01531,0.03993,-0.02313,-0.12984,-0.002,-0.00237,0.00586,0.00419,0.06373,0.03596,0.16752,-0.00503,-0.00943,-0.03982,-0.01934
0.02,0.01173,0.00037,0.00302,0.09987,-0.04096,0.00398,-0.01434,0.00504,-0.05742,0.04292,-0.01062,-0.00048,0.10353,0.14655,0.15997,0.04348,-0.1131,-0.01017,-0.04178,0.34639,-0.2367,0.13769,0.04571,0.1249,-0.19778,0.01191,0.04331,-0.02328,-0.13061,-0.00208,-0.00333,0.00676,0.00485,0.0681,0.03627,0.16684,-0.00519,-0.01043,-0.04304,-0.02057
0.04,0.01065,0.00042,0.00381,0.09851,-0.04518,0.00145,-0.00629,0.00778,-0.07559,0.00237,-0.01179,0.00035,-0.05298,0.22088,0.09416,0.01582,-0.14121,-0.02364,-0.04742,0.10135,-0.26667,0.21261,0.01657,0.05747,-0.186,0.00655,0.04576,-0.02192,-0.12329,-0.00214,-0.00438,0.00749,0.0055,0.07073,0.03667,0.16507,-0.00518,-0.0116,-0.04663,-0.02184
0.06,0.00794,0.00039,0.00479,0.09267,-0.04929,-0.00211,0.00548,0.0112,-0.09802,-0.05407,-0.01294,0.00147,-0.27175,0.31297,-0.00705,-0.02394,-0.17098,-0.04044,-0.05239,-0.24762,-0.29639,0.30872,-0.02514,-0.03781,-0.16253,-0.00102,0.04655,-0.01834,-0.10418,-0.00212,-0.00537,0.00776,0.00598,0.07049,0.03736,0.16287,-0.0049,-0.01286,-0.05033,-0.02303
0.08,0.00301,0.00027,0.00591,0.08091,-0.05285,-0.0067,0.02134,0.01521,-0.12385,-0.12629,-0.01401,0.0029,-0.55317,0.41841,-0.14754,-0.07607,-0.20014,-0.06044,-0.0557,-0.70363,-0.32155,0.42416,-0.0801,-0.16144,-0.12533,-0.01096,0.04479,-0.01179,-0.06918,-0.00198,-0.00605,0.00721,0.00613,0.06595,0.03859,0.16108,-0.0042,-0.0141,-0.05377,-0.02395
0.1,-0.00473,1e-05,0.00714,0.06179,-0.05522,-0.01228,0.04152,0.01962,-0.15189,-0.21384,-0.01483,0.00461,-0.89629,0.53181,-0.33116,-0.14082,-0.22479,-0.08283,-0.05611,-1.2676,-0.33729,0.55556,-0.14855,-0.31307,-0.07213,-0.02328,0.03937,-0.00151,-0.01426,-0.00165,-0.00619,0.00549,0.00574,0.05549,0.04066,0.16102,-0.00297,-0.01519,-0.05652,-0.02444
0.12,-0.01576,-0.00044,0.00844,0.03402,-0.05556,-0.01884,0.06597,0.0242,-0.18068,-0.3159,-0.01513,0.00658,-1.29915,0.64722,-0.56155,-0.21843,-0.23901,-0.1059,-0.05211,-1.9382,-0.33859,0.69786,-0.23021,-0.49139,-0.00053,-0.03772,0.02909,0.01319,0.0641,-0.00113,-0.00552,0.00222,0.00462,0.03737,0.04408,0.16474,-0.00112,-0.01601,-0.05822,-0.02435
0.14,-0.03046,-0.00112,0.00979,-0.00322,-0.05292,-0.02632,0.09435,0.02868,-0.20865,-0.4313,-0.0146,0.00871,-1.75881,0.75853,-0.84173,-0.30908,-0.23452,-0.12677,-0.04202,-2.71126,-0.32072,0.84428,-0.32403,-0.69395,0.09175,-0.05377,0.01267,0.0328,0.16838,-0.00043,-0.00379,-0.00291,0.00259,0.0099,0.04949,0.17533,0.00141,-0.01646,-0.05863,-0.02362
0.16,-0.04901,-0.00208,0.01122,-0.05002,-0.04624,-0.03465,0.12592,0.03274,-0.23415,-0.55841,-0.01284,0.01088,-2.27132,0.85977,-1.17343,-0.41273,-0.2005,-0.14117,-0.02403,-3.57891,-0.27962,0.98617,-0.4281,-0.91691,0.20661,-0.07053,-0.01111,0.05756,0.29944,0.00038,-0.00078,-0.01017,-0.00046,-0.02838,0.05779,0.19697,0.00458,-0.01648,-0.05773,-0.0223
0.18,-0.07137,-0.00337,0.01279,-0.10552,-0.03451,-0.04373,0.15946,0.03603,-0.25566,-0.69503,-0.00944,0.0129,-2.8315,0.94535,-1.55615,-0.52889,-0.12357,-0.14329,0.00365,-4.52854,-0.21212,1.11282,-0.53947,-1.15499,0.34529,-0.08677,-0.04334,0.08734,0.45599,0.00116,0.00368,-0.01969,-0.00459,-0.07853,0.07004,0.23474,0.00828,-0.01607,-0.05574,-0.02058
0.2,-0.09723,-0.00501,0.01459,-0.16776,-0.01682,-0.05339,0.19332,0.03823,-0.27187,-0.83829,-0.00405,0.01452,-3.43265,1.01006,-1.98609,-0.65624,0.01187,-0.12577,0.04264,-5.54177,-0.1159,1.21131,-0.65408,-1.4015,0.50824,-0.10088,-0.08482,0.12156,0.6341,0.00175,0.00967,-0.03145,-0.00979,-0.14104,0.08732,0.29395,0.01234,-0.01528,-0.05316,-0.01878
0.22,-0.12599,-0.00704,0.01673,-0.23366,0.00756,-0.06341,0.22538,0.03903,-0.28168,-0.9845,0.00359,0.0154,-4.06597,1.04897,-2.45471,-0.79224,0.22296,-0.07985,0.09419,-6.59334,0.0108,1.26633,-0.76677,-1.64858,0.69516,-0.11104,-0.13599,0.1591,0.82683,0.00191,0.01719,-0.04519,-0.01591,-0.21562,0.11044,0.37892,0.01649,-0.01418,-0.0506,-0.01729
0.24,-0.1568,-0.00944,0.0193,-0.29915,0.03903,-0.0735,0.25315,0.0382,-0.2843,-1.12904,0.01354,0.01517,-4.7199,1.05699,-2.94741,-0.93266,0.52715,0.00415,0.15898,-7.65026,0.16986,1.26006,-0.87144,-1.88775,0.90515,-0.11532,-0.19678,0.19833,1.02414,0.00139,0.02606,-0.06042,-0.02271,-0.3011,0.13961,0.49122,0.02041,-0.01281,-0.04869,-0.01646
0.26,-0.1885,-0.01217,0.02235,-0.35949,0.07767,-0.08324,0.27392,0.03559,-0.27917,-1.26636,0.02557,0.01335,-5.37938,1.02839,-3.44236,-1.07118,0.94036,0.13616,0.23684,-8.6714,0.36417,1.17241,-0.96128,-2.11068,1.13709,-0.11194,-0.26656,0.23704,1.21302,-6e-05,0.03596,-0.07637,-0.02982,-0.39537,0.17401,0.62783,0.02377,-0.01118,-0.04779,-0.01653
0.28,-0.21975,-0.01515,0.02586,-0.40966,0.12317,-0.09214,0.2849,0.03117,-0.26599,-1.38992,0.03909,0.00948,-6.02523,0.95635,-3.91006,-1.19924,1.47457,0.32525,0.32646,-9.60781,0.59838,0.98182,-1.02928,-2.31016,1.38996,-0.09954,-0.34405,0.2726,1.37808,-0.00265,0.04638,-0.09199,-0.03676,-0.49536,0.21145,0.77956,0.02622,-0.00915,-0.04782,-0.01745
0.3,-0.24899,-0.01823,0.02972,-0.44473,0.17478,-0.09964,0.28346,0.02507,-0.24477,-1.49244,0.0531,0.00304,-6.63364,0.83279,-4.31384,-1.30626,2.13469,0.57823,0.42517,-10.40386,0.87935,0.66683,-1.06877,-2.48121,1.6632,-0.07741,-0.42734,0.30209,1.50242,-0.00652,0.05667,-0.106,-0.04298,-0.59712,0.24826,0.93042,0.0275,-0.0065,-0.04813,-0.01886
0.32,-0.27454,-0.02124,0.03369,-0.4602,0.23135,-0.10508,0.26729,0.0176,-0.21595,-1.56607,0.06614,-0.00644,-7.17579,0.64849,-4.61176,-1.38036,2.91484,0.89794,0.52858,-10.99905,1.21594,0.20872,-1.07413,-2.62194,1.95668,-0.04579,-0.51385,0.32249,1.56903,-0.01174,0.06603,-0.117,-0.04789,-0.69592,0.27947,1.05847,0.02737,-0.00286,-0.04751,-0.02011
0.34,-0.29461,-0.02394,0.03744,-0.45227,0.29137,-0.10784,0.23461,0.00918,-0.18057,-1.60273,0.07634,-0.01932,-7.6176,0.39371,-4.75972,-1.40954,3.7944,1.28126,0.63045,-11.33048,1.61805,-0.4051,-1.04149,-2.73416,2.27042,-0.00601,-0.60046,0.33103,1.56246,-0.01821,0.07363,-0.12364,-0.05092,-0.78651,0.29936,1.13818,0.0257,0.00213,-0.04439,-0.02033
0.36,-0.30739,-0.02608,0.04059,-0.41802,0.35306,-0.1073,0.1843,0.0004,-0.14039,-1.59453,0.0815,-0.03583,-7.9198,0.05906,-4.71576,-1.38332,4.7342,1.71717,0.72256,-11.3362,2.09492,-1.17699,-0.96951,-2.82339,2.6038,0.03942,-0.68362,0.32551,1.47079,-0.02575,0.07869,-0.12478,-0.05164,-0.86336,0.30232,1.14417,0.02243,0.00881,-0.03711,-0.01858
0.38,-0.31112,-0.02737,0.04269,-0.35555,0.41448,-0.10296,0.11606,-0.00807,-0.09804,-1.53433,0.07927,-0.056,-8.03881,-0.36321,-4.44488,-1.29466,5.67371,2.18506,0.79477,-10.95936,2.65287,-2.09505,-0.86003,-2.89838,2.95448,0.08679,-0.75954,0.30465,1.28772,-0.03399,0.0806,-0.11974,-0.04978,-0.92112,0.28376,1.05554,0.01757,0.01733,-0.02435,-0.01409
