T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0.06394
2.02,0.06495
2.04,0.0658
2.06,0.0665
2.08,0.06707
2.1,0.06754
2.12,0.06798
2.14,0.0685
2.16,0.06914
2.18,0.06993
2.2,0.07089
2.22,0.072
2.24,0.07324
2.26,0.07458
2.28,0.07599
2.3,0.07742
2.32,0.07881
2.34,0.08015
2.36,0.0815
2.38,0.08291
2.4,0.0844
2.42,0.08599
2.44,0.08772
2.46,0.08971
2.48,0.09198
2.5,0.09455
2.52,0.09738
2.54,0.10052
2.56,0.10398
2.58,0.10772
2.6,0.11169
2.62,0.11583
2.64,0.11994
2.66,0.12391
2.68,0.12761
2.7,0.13096
2.72,0.13383
2.74,0.13597
2.76,0.13729
2.78,0.13777
2.8,0.13738
2.82,0.13611
2.84,0.13409
2.86,0.13152
2.88,0.12861
2.9,0.12564
2.92,0.12291
2.94,0.12052
2.96,0.11859
2.98,0.11719
3,0.1164
3.02,0.11607
3.04,0.116
3.06,0.11623
3.08,0.11669
3.1,0.11757
3.12,0.11887
3.14,0.11991
3.16,0.12027
3.18,0.1199
3.2,0.11861
3.22,0.11648
3.24,0.11394
3.26,0.11132
3.28,0.10887
3.3,0.10689
3.32,0.10569
3.34,0.10532
3.36,0.10564
3.38,0.10662
3.4,0.10795
3.42,0.10944
3.44,0.11135
3.46,0.11381
3.48,0.11671
3.5,0.11992
3.52,0.12334
3.54,0.12683
3.56,0.13018
3.58,0.1332
3.6,0.13566
3.62,0.13741
3.64,0.13846
3.66,0.1388
3.68,0.13846
3.7,0.13749
3.72,0.136
3.74,0.13409
3.76,0.13182
3.78,0.12926
3.8,0.12656
3.82,0.1239
3.84,0.12127
3.86,0.11869
3.88,0.11631
3.9,0.11424
3.92,0.11262
3.94,0.11153
3.96,0.11103
3.98,0.11115
4,0.11184
4.02,0.11294
4.04,0.11425
4.06,0.11558
4.08,0.11671
4.1,0.11737
4.12,0.11731
4.14,0.11655
4.16,0.11524
4.18,0.11353
4.2,0.11169
4.22,0.11004
4.24,0.10874
4.26,0.10782
4.28,0.10733
4.3,0.10693
4.32,0.10622
4.34,0.10546
4.36,0.10491
4.38,0.10466
4.4,0.10454
4.42,0.10445
4.44,0.10507
4.46,0.10673
4.48,0.10934
4.5,0.11268
4.52,0.11645
4.54,0.1203
4.56,0.12396
4.58,0.12721
4.6,0.12976
4.62,0.13149
4.64,0.13247
4.66,0.13273
4.68,0.13229
4.7,0.13126
4.72,0.12989
4.74,0.12831
4.76,0.12652
4.78,0.12458
4.8,0.12273
4.82,0.12098
4.84,0.11885
4.86,0.11618
4.88,0.11307
4.9,0.10951
4.92,0.1056
4.94,0.10218
4.96,0.09996
4.98,0.09918
5,0.09999
5.02,0.1019
5.04,0.10456
5.06,0.10782
5.08,0.1114
5.1,0.11501
5.12,0.1183
5.14,0.12097
5.16,0.1228
5.18,0.12369
5.2,0.12369
