T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0.97797
1.14,1.03616
1.16,1.09667
1.18,1.15764
1.2,1.21656
1.22,1.27734
1.24,1.33332
1.26,1.35956
1.28,1.36073
1.3,1.3386
1.32,1.28906
1.34,1.21546
1.36,1.11963
1.38,1.00529
1.4,0.88006
1.42,0.7526
1.44,0.62903
1.46,0.51509
1.48,0.41475
1.5,0.32997
1.52,0.26171
1.54,0.21151
1.56,0.18059
1.58,0.16951
1.6,0.17802
1.62,0.20545
1.64,0.25225
1.66,0.3174
1.68,0.39678
1.7,0.48453
1.72,0.5739
1.74,0.65383
1.76,0.72392
1.78,0.7827
1.8,0.82908
1.82,0.86339
1.84,0.87035
1.86,0.87227
1.88,0.8772
1.9,0.88564
1.92,0.89814
1.94,0.91489
1.96,0.93549
1.98,0.9596
2,0.986
2.02,1.01182
2.04,1.01075
2.06,1.00003
2.08,0.97747
2.1,0.93992
2.12,0.88556
2.14,0.81716
2.16,0.74039
2.18,0.66142
2.2,0.58595
2.22,0.51775
2.24,0.459
2.26,0.41067
2.28,0.37266
2.3,0.34433
2.32,0.32467
2.34,0.31224
2.36,0.30553
2.38,0.30315
2.4,0.30385
2.42,0.30672
2.44,0.31117
2.46,0.31705
2.48,0.3245
2.5,0.33454
2.52,0.3485
2.54,0.36726
2.56,0.3917
2.58,0.42212
2.6,0.46242
2.62,0.51526
2.64,0.56834
2.66,0.61962
2.68,0.67286
2.7,0.73043
2.72,0.79032
2.74,0.84279
2.76,0.88412
2.78,0.91382
2.8,0.93258
2.82,0.94206
2.84,0.94402
2.86,0.94101
2.88,0.93634
2.9,0.93362
2.92,0.93484
2.94,0.9396
2.96,0.94672
2.98,0.95507
3,0.96399
3.02,0.9727
3.04,0.98027
3.06,0.98616
3.08,0.99077
3.1,0.99388
3.12,0.99458
3.14,0.99374
3.16,0.9929
3.18,0.99213
3.2,0.99134
3.22,0.99045
3.24,0.98968
3.26,0.98911
3.28,0.98862
3.3,0.98805
3.32,0.97771
3.34,0.95039
3.36,0.91279
3.38,0.86377
3.4,0.80284
3.42,0.73084
3.44,0.65079
3.46,0.56788
3.48,0.48813
3.5,0.41655
3.52,0.35611
3.54,0.30777
3.56,0.27102
3.58,0.24461
3.6,0.22662
3.62,0.21499
3.64,0.20827
3.66,0.20524
3.68,0.20468
3.7,0.20569
3.72,0.20765
3.74,0.21007
3.76,0.21258
3.78,0.21488
3.8,0.21669
3.82,0.21779
3.84,0.21811
3.86,0.21765
3.88,0.21643
3.9,0.21449
3.92,0.21195
3.94,0.20912
3.96,0.20643
3.98,0.20431
4,0.20334
4.02,0.20426
4.04,0.20802
4.06,0.21582
4.08,0.22901
4.1,0.24917
4.12,0.27794
4.14,0.31681
4.16,0.36692
4.18,0.42858
4.2,0.50086
4.22,0.58094
4.24,0.66381
4.26,0.74347
4.28,0.81497
4.3,0.87548
4.32,0.92411
4.34,0.96122
4.36,0.988
4.38,0.99789
4.4,0.99787
4.42,0.99801
4.44,0.99827
4.46,0.9986
4.48,0.99898
4.5,0.99937
4.52,0.99976
4.54,1.00017
4.56,1.00064
4.58,1.00123
4.6,1.00199
4.62,1.00244
4.64,1.00255
4.66,1.00213
4.68,1.00179
4.7,1.00171
4.72,1.00182
4.74,1.00206
4.76,1.0021
4.78,1.00173
4.8,1.00121
4.82,1.00048
4.84,0.99953
4.86,0.99832
4.88,0.99688
4.9,0.9807
