T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,0
3.32,0
3.34,0
3.36,0
3.38,0
3.4,0
3.42,0
3.44,0
3.46,0
3.48,0
3.5,0
3.52,0
3.54,0
3.56,0
3.58,0
3.6,0
3.62,0
3.64,0
3.66,0
3.68,0
3.7,0
3.72,0
3.74,0
3.76,0
3.78,0
3.8,0
3.82,0
3.84,0
3.86,1.01754
3.88,1.02632
3.9,1.03637
3.92,1.04794
3.94,1.06122
3.96,1.07635
3.98,1.09335
4,1.11214
4.02,1.13244
4.04,1.15378
4.06,1.17546
4.08,1.19651
4.1,1.21592
4.12,1.23253
4.14,1.24488
4.16,1.25172
4.18,1.25213
4.2,1.24555
4.22,1.23191
4.24,1.2115
4.26,1.18505
4.28,1.15366
4.3,1.11871
4.32,1.08176
4.34,1.04464
4.36,1.0091
4.38,0.97673
4.4,0.94893
4.42,0.92672
4.44,0.91081
4.46,0.9016
4.48,0.89912
4.5,0.90304
4.52,0.9127
4.54,0.92716
4.56,0.94525
4.58,0.96565
4.6,0.98697
4.62,1.00786
4.64,1.02699
4.66,1.04322
4.68,1.05566
4.7,1.06372
4.72,1.06717
4.74,1.06601
4.76,1.06058
4.78,1.05149
4.8,1.03961
4.82,1.02594
4.84,1.01151
4.86,0.99737
4.88,0.98448
4.9,0.97366
4.92,0.96554
4.94,0.96046
4.96,0.95853
4.98,0.95965
5,0.9635
5.02,0.96961
5.04,0.97731
5.06,0.98591
5.08,0.99472
5.1,1.00317
5.12,1.0108
5.14,1.0172
5.16,1.02205
5.18,1.02521
5.2,1.02672
5.22,1.02671
5.24,1.02534
5.26,1.0228
5.28,1.01939
5.3,1.01537
5.32,1.01099
5.34,1.00647
5.36,1.00201
5.38,0.99782
5.4,0.99407
5.42,0.99096
5.44,0.98865
5.46,0.98724
5.48,0.98671
5.5,0.98693
5.52,0.98765
5.54,0.98858
5.56,0.98943
5.58,0.98985
5.6,0.98953
5.62,0.98848
5.64,0.98657
5.66,0.98391
5.68,0.98075
5.7,0.97748
5.72,0.97469
5.74,0.97278
5.76,0.97201
5.78,0.97265
5.8,0.97478
5.82,0.97835
