T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,0
3.32,0
3.34,0
3.36,0
3.38,0
3.4,0
3.42,0
3.44,0
3.46,0
3.48,0
3.5,0
3.52,0
3.54,0
3.56,0
3.58,0
3.6,0
3.62,0
3.64,0
3.66,0
3.68,0
3.7,0
3.72,0
3.74,0
3.76,0
3.78,0
3.8,0
3.82,0
3.84,0
3.86,0
3.88,0
3.9,0
3.92,0
3.94,0
3.96,0
3.98,0
4,0
4.02,0
4.04,0
4.06,0
4.08,0
4.1,0
4.12,0
4.14,0
4.16,0
4.18,0
4.2,0
4.22,0
4.24,0
4.26,0
4.28,0
4.3,0
4.32,0
4.34,0
4.36,0
4.38,0
4.4,0
4.42,0
4.44,0
4.46,0
4.48,740.08898
4.5,741.20612
4.52,742.07273
4.54,742.63699
4.56,742.84147
4.58,742.64808
4.6,742.04254
4.62,741.02584
4.64,739.59114
4.66,737.75658
4.68,735.57946
4.7,733.14944
4.72,730.57523
4.74,727.96825
4.76,725.45113
4.78,723.1538
4.8,721.20331
4.82,719.69583
4.84,718.69742
4.86,718.24662
4.88,718.33111
4.9,718.92057
4.92,719.87789
4.94,721.06328
4.96,722.28885
4.98,723.42964
5,724.48004
5.02,725.41722
5.04,725.9927
5.06,725.98466
5.08,725.26158
5.1,723.75246
5.12,721.36182
5.14,718.09832
5.16,714.01223
5.18,709.2816
5.2,704.17448
5.22,699.02029
5.24,694.00658
5.26,689.36259
5.28,685.29028
5.3,681.93368
5.32,679.38753
5.34,677.68418
5.36,676.80362
5.38,676.69098
5.4,677.25029
5.42,678.34857
5.44,679.82872
5.46,681.53043
5.48,683.29956
5.5,684.98953
5.52,686.47879
5.54,687.68724
5.56,688.56549
5.58,689.09098
5.6,689.27529
5.62,689.16005
5.64,688.8056
5.66,688.28462
5.68,687.67839
5.7,687.06875
5.72,686.52632
5.74,686.10869
5.76,685.86186
5.78,685.81187
5.8,685.96305
5.82,686.3006
5.84,686.78741
5.86,687.36758
5.88,687.9767
5.9,688.54333
5.92,688.99256
5.94,689.25873
5.96,689.29074
5.98,689.0536
6,688.50118
6.02,687.59125
