T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0,0.57926,0,3.32734,0,-0.05848,0.12361,0.06837,-0.02231,-0.22226,0.01378,-0.02793,-0.02257,-0.21739,-1.15508,0.101,1.29936,-0.05992,0.01778,-0.04804,0.15499,1.39973,0.101,-1.41996,-0.07693,0.05,-0.07336,0.15089,0.19627,-0.09236,0.03776,-0.07614,-0.24331,-0.06483,0.01782,-0.14657,-0.11107,0.13406,0.08542,0.11715
0.02,-0.00021,0.57929,-0.00043,3.32934,0,-0.0577,0.12194,0.06919,-0.02102,-0.22311,0.01132,-0.02735,-0.03354,-0.21246,-1.22857,0.101,1.30652,-0.06314,0.01675,-0.06318,0.15414,1.42407,0.101,-1.42025,-0.07933,0.04886,-0.07395,0.15096,0.19441,-0.09182,0.03784,-0.07584,-0.24342,-0.06408,0.01763,-0.14849,-0.11253,0.1339,0.08573,0.11804
0.04,-0.00042,0.57932,-0.00087,3.33135,0,-0.05692,0.12028,0.07,-0.01973,-0.22396,0.00888,-0.02678,-0.0444,-0.20758,-1.30149,0.101,1.31363,-0.06635,0.01573,-0.07814,0.15332,1.44823,0.101,-1.42052,-0.08171,0.04772,-0.07453,0.15103,0.19239,-0.09128,0.03793,-0.07553,-0.24341,-0.06333,0.01744,-0.15041,-0.11399,0.13373,0.08604,0.11892
0.06,-0.00063,0.57935,-0.0013,3.3334,0,-0.05614,0.11865,0.07082,-0.01847,-0.22484,0.00645,-0.02621,-0.05503,-0.20279,-1.37279,0.101,1.32069,-0.06958,0.01478,-0.09264,0.15255,1.47185,0.101,-1.42076,-0.08404,0.04657,-0.0751,0.15107,0.18971,-0.09073,0.03807,-0.07517,-0.24275,-0.06256,0.01724,-0.15237,-0.11545,0.13357,0.08632,0.11979
0.08,-0.00087,0.57938,-0.00173,3.33523,0,-0.05537,0.11686,0.07164,-0.01711,-0.22555,0.0039,-0.02561,-0.06702,-0.19745,-1.45261,0.101,1.32808,-0.07274,0.01351,-0.10969,0.15148,1.4983,0.101,-1.42121,-0.08664,0.04545,-0.07572,0.15126,0.19048,-0.09024,0.03796,-0.07507,-0.24536,-0.06189,0.01705,-0.15412,-0.11688,0.13342,0.08672,0.12072
0.1,-0.00103,0.57941,-0.00217,3.33754,0,-0.05458,0.1154,0.07244,-0.01595,-0.22663,0.00162,-0.02509,-0.07604,-0.19332,-1.51436,0.101,1.33472,-0.07603,0.01291,-0.12123,0.15106,1.51874,0.101,-1.42121,-0.08864,0.04427,-0.07625,0.15114,0.18401,-0.08962,0.03836,-0.07442,-0.24113,-0.061,0.01686,-0.15633,-0.11838,0.13323,0.08687,0.12152
0.12,-0.00099,0.57942,-0.00263,3.34116,0,-0.05371,0.11487,0.0732,-0.01528,-0.22879,-4e-05,-0.02475,-0.07744,-0.19223,-1.52584,0.101,1.33977,-0.08001,0.01423,-0.11822,0.15243,1.52258,0.101,-1.41996,-0.0892,0.04294,-0.07657,0.15013,0.15608,-0.08871,0.04024,-0.07212,-0.21656,-0.05953,0.01666,-0.1597,-0.12006,0.13296,0.08621,0.12188
0.14,-0.00088,0.57942,-0.0031,3.34529,0,-0.05282,0.11467,0.07395,-0.01483,-0.23132,-0.00141,-0.02451,-0.07572,-0.19244,-1.51909,0.101,1.344,-0.08409,0.01621,-0.1095,0.15447,1.5203,0.101,-1.41825,-0.08913,0.04153,-0.07681,0.14882,0.12105,-0.08766,0.0426,-0.06928,-0.18531,-0.05782,0.01646,-0.16354,-0.12181,0.13266,0.08531,0.12212
0.16,-0.00079,0.57943,-0.00357,3.34919,0,-0.05194,0.11433,0.07469,-0.01431,-0.23365,-0.00283,-0.02423,-0.07507,-0.19227,-1.52103,0.101,1.34831,-0.08791,0.01783,-0.10297,0.15621,1.52096,0.101,-1.41678,-0.08922,0.04014,-0.07709,0.14769,0.09017,-0.08666,0.04467,-0.06676,-0.15804,-0.05619,0.01626,-0.16722,-0.12355,0.13236,0.08459,0.12245
0.18,-0.00075,0.57944,-0.00403,3.35306,0,-0.05105,0.11396,0.07546,-0.01363,-0.23612,-0.00461,-0.02389,-0.07597,-0.19121,-1.52156,0.101,1.35382,-0.09261,0.01969,-0.09823,0.15792,1.52125,0.101,-1.41524,-0.08982,0.03885,-0.07738,0.14636,0.05544,-0.08574,0.04708,-0.06392,-0.12684,-0.05468,0.01606,-0.17069,-0.1252,0.13208,0.08358,0.12262
0.2,-0.00059,0.57944,-0.00451,3.35714,0,-0.05019,0.11373,0.07618,-0.01334,-0.23837,-0.00557,-0.02372,-0.07283,-0.19232,-1.52034,0.101,1.35666,-0.09552,0.02121,-0.08832,0.15988,1.52046,0.101,-1.41365,-0.08922,0.0373,-0.07762,0.14539,0.027,-0.08461,0.04887,-0.06162,-0.10219,-0.05285,0.01585,-0.17471,-0.12706,0.13176,0.0831,0.12309
0.22,-0.00018,0.5794,-0.00507,3.36157,0,-0.04942,0.11386,0.07672,-0.01398,-0.24007,-0.00428,-0.0239,-0.05991,-0.19899,-1.52153,0.101,1.35215,-0.0934,0.02153,-0.06622,0.16203,1.52148,0.101,-1.41294,-0.08535,0.03522,-0.07781,0.14547,0.01806,-0.08294,0.04889,-0.06096,-0.09757,-0.05038,0.01564,-0.17998,-0.12924,0.13131,0.08422,0.12441
