T,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,M5x,M5y,M5z,M6x,M6y,M6z,M7x,M7y,M7z,M8x,M8y,M8z,M9x,M9y,M9z,M10x,M10y,M10z,M11x,M11y,M11z,M12x,M12y,M12z,M13x,M13y,M13z,M14x,M14y,M14z,M15x,M15y,M15z,M16x,M16y,M16z,M17x,M17y,M17z,M18x,M18y,M18z,M19x,M19y,M19z,M20x,M20y,M20z
0,5e-05,-6e-05,0.00024,0.03138,0.26809,-0.00806,0.06984,0.40034,-0.00126,0.02249,0.224,-0.12538,0.04028,0.07868,-0.14331,-0.03324,-0.06225,-0.16553,-0.08559,-0.15344,-0.18471,0.00713,0.23308,0.11014,-0.04018,0.09594,0.13682,-0.18194,0.0209,0.13109,-0.27823,-0.02538,0.13415,0.00282,-0.05248,-0.046,0.00128,-0.29626,-0.04933,0.0804,-0.52802,-0.04875,-0.00722,-0.62843,-0.07122,0.00796,-0.05285,0.04545,-0.0154,-0.29474,0.06504,0.06511,-0.52601,0.06263,-0.01801,-0.62613,0.09913
0.02,0.0003,-5e-05,7e-05,0.03193,0.26807,-0.00788,0.06968,0.40055,-0.00151,0.0234,0.22409,-0.12527,0.04175,0.07874,-0.14238,-0.03101,-0.06237,-0.16589,-0.08308,-0.15427,-0.1822,0.00723,0.23298,0.11021,-0.03424,0.0939,0.13652,-0.173,0.01329,0.13324,-0.26711,-0.03733,0.13223,0.00321,-0.05244,-0.0462,0.00153,-0.2962,-0.05014,0.08054,-0.528,-0.04882,-0.00681,-0.62831,-0.07278,0.00798,-0.05289,0.04527,-0.01546,-0.29478,0.06472,0.06505,-0.52606,0.06252,-0.01819,-0.62619,0.09874
0.04,0.00055,-4e-05,-0.0001,0.03247,0.26806,-0.0077,0.06951,0.40076,-0.00176,0.0243,0.22419,-0.12515,0.0432,0.07882,-0.14144,-0.02875,-0.06249,-0.16625,-0.07998,-0.15531,-0.17974,0.00733,0.23289,0.11028,-0.02823,0.09211,0.13625,-0.1637,0.00605,0.13544,-0.25476,-0.0497,0.13063,0.0036,-0.05239,-0.04641,0.00179,-0.29614,-0.05096,0.08068,-0.52798,-0.04889,-0.00639,-0.62817,-0.07433,0.008,-0.05293,0.04509,-0.01552,-0.29482,0.0644,0.06498,-0.5261,0.0624,-0.01837,-0.62623,0.09834
0.06,0.0008,-4e-05,-0.00026,0.03301,0.26804,-0.00751,0.06935,0.40095,-0.00201,0.02521,0.22429,-0.12503,0.04466,0.07889,-0.1405,-0.02644,-0.06261,-0.16657,-0.07627,-0.15655,-0.17735,0.00743,0.23279,0.11034,-0.02216,0.09058,0.13602,-0.15407,-0.00083,0.1377,-0.2411,-0.06233,0.12952,0.004,-0.05234,-0.0466,0.00207,-0.29608,-0.05176,0.0808,-0.52796,-0.04896,-0.00595,-0.62803,-0.07588,0.00803,-0.05297,0.0449,-0.01557,-0.29487,0.06409,0.06492,-0.52615,0.06229,-0.01855,-0.62629,0.09794
0.08,0.00105,-2e-05,-0.00043,0.03355,0.26802,-0.00732,0.06918,0.40115,-0.00227,0.02611,0.22439,-0.12491,0.0461,0.07898,-0.13954,-0.0241,-0.06273,-0.16689,-0.07197,-0.15794,-0.17511,0.00753,0.23269,0.11041,-0.01602,0.08932,0.13581,-0.14409,-0.00733,0.14003,-0.22603,-0.07506,0.12906,0.00439,-0.05229,-0.04681,0.00234,-0.29601,-0.05258,0.08091,-0.52794,-0.04903,-0.00551,-0.62789,-0.07743,0.00805,-0.053,0.04472,-0.01563,-0.2949,0.06376,0.06486,-0.52619,0.06216,-0.01873,-0.62633,0.09754
0.1,0.0013,-2e-05,-0.00059,0.03409,0.268,-0.00713,0.06901,0.40133,-0.00252,0.027,0.22448,-0.12479,0.04754,0.07907,-0.13859,-0.02173,-0.06286,-0.16718,-0.06711,-0.15944,-0.17313,0.00762,0.23259,0.11048,-0.00984,0.08831,0.13566,-0.1338,-0.01342,0.14242,-0.20963,-0.0876,0.12941,0.00478,-0.05225,-0.04701,0.00262,-0.29595,-0.05339,0.08101,-0.52793,-0.0491,-0.00507,-0.62775,-0.07896,0.00807,-0.05304,0.04453,-0.01568,-0.29495,0.06344,0.06479,-0.52624,0.06204,-0.0189,-0.62639,0.09713
0.12,0.00155,-1e-05,-0.00076,0.03462,0.26799,-0.00694,0.06884,0.40151,-0.00278,0.0279,0.22458,-0.12466,0.04896,0.07917,-0.13761,-0.01932,-0.06298,-0.16745,-0.06162,-0.16105,-0.17132,0.00771,0.23249,0.11055,-0.00363,0.08756,0.13549,-0.1232,-0.01909,0.14489,-0.19174,-0.09985,0.13066,0.00517,-0.05219,-0.04721,0.0029,-0.29588,-0.05421,0.0811,-0.52791,-0.04918,-0.00461,-0.6276,-0.08052,0.00809,-0.05308,0.04434,-0.01573,-0.29499,0.06311,0.06473,-0.52629,0.06192,-0.01908,-0.62643,0.09672
0.14,0.00179,0,-0.00093,0.03515,0.26797,-0.00674,0.06867,0.40168,-0.00303,0.02879,0.22468,-0.12452,0.05038,0.07927,-0.13664,-0.01688,-0.06311,-0.16769,-0.05567,-0.16267,-0.16991,0.0078,0.23239,0.11062,0.00261,0.08708,0.13541,-0.11232,-0.02431,0.14741,-0.17264,-0.11134,0.13294,0.00556,-0.05215,-0.04741,0.00319,-0.29582,-0.05502,0.08118,-0.5279,-0.04926,-0.00415,-0.62745,-0.08205,0.00811,-0.05312,0.04415,-0.01579,-0.29503,0.06279,0.06467,-0.52633,0.06179,-0.01925,-0.62649,0.09632
0.16,0.00205,1e-05,-0.0011,0.03568,0.26795,-0.00656,0.06849,0.40185,-0.00331,0.02968,0.22477,-0.1244,0.05181,0.07938,-0.13571,-0.01439,-0.06324,-0.16792,-0.04938,-0.16422,-0.16893,0.0079,0.2323,0.11068,0.00886,0.08689,0.13544,-0.10116,-0.02905,0.14997,-0.1525,-0.12178,0.13624,0.00596,-0.0521,-0.04761,0.00349,-0.29575,-0.05582,0.08124,-0.52788,-0.04934,-0.00369,-0.62729,-0.08355,0.00814,-0.05315,0.04396,-0.01583,-0.29507,0.06246,0.06461,-0.52638,0.06166,-0.01942,-0.62653,0.0959
0.18,0.00227,2e-05,-0.00127,0.03618,0.26793,-0.00632,0.06831,0.40201,-0.00353,0.03057,0.22488,-0.12423,0.05318,0.07949,-0.13457,-0.0119,-0.06334,-0.16811,-0.04175,-0.16596,-0.16807,0.00795,0.23218,0.11077,0.0151,0.08688,0.1351,-0.08973,-0.03337,0.15269,-0.13015,-0.13164,0.14118,0.00634,-0.05205,-0.04781,0.00379,-0.29567,-0.0567,0.08129,-0.52787,-0.04943,-0.00318,-0.62713,-0.08519,0.00813,-0.0532,0.04376,-0.0159,-0.29512,0.06211,0.06455,-0.52642,0.06152,-0.01959,-0.62659,0.09547
0.2,0.00257,4e-05,-0.00142,0.03674,0.26792,-0.00617,0.06815,0.40218,-0.00386,0.03147,0.22497,-0.12413,0.05464,0.07962,-0.13382,-0.0093,-0.06349,-0.16832,-0.03566,-0.16707,-0.16809,0.0081,0.23211,0.11081,0.02136,0.08732,0.13562,-0.07817,-0.03706,0.15527,-0.10943,-0.13884,0.146,0.00677,-0.05199,-0.048,0.0041,-0.2956,-0.05742,0.08134,-0.52786,-0.04951,-0.00275,-0.62698,-0.08652,0.00822,-0.05322,0.04358,-0.01591,-0.29514,0.0618,0.0645,-0.52646,0.0614,-0.01975,-0.62663,0.09508
0.22,0.00305,8e-05,-0.00155,0.03745,0.26794,-0.00623,0.06807,0.40239,-0.00443,0.03241,0.22498,-0.1242,0.05642,0.0798,-0.13423,-0.00649,-0.06381,-0.16858,-0.03526,-0.16674,-0.16907,0.00851,0.23216,0.11068,0.02766,0.0886,0.1386,-0.06662,-0.03994,0.15734,-0.09568,-0.14226,0.14698,0.00733,-0.05192,-0.04814,0.00442,-0.29552,-0.05772,0.08141,-0.52786,-0.04957,-0.00262,-0.62687,-0.08697,0.00853,-0.0532,0.04344,-0.01577,-0.29511,0.06158,0.06448,-0.52649,0.06129,-0.0199,-0.62661,0.09481
0.24,0.0036,0.00015,-0.00167,0.03822,0.26798,-0.00638,0.06801,0.40262,-0.00511,0.03336,0.22499,-0.12434,0.05828,0.08,-0.13502,-0.0036,-0.06416,-0.16892,-0.03634,-0.16588,-0.17117,0.00904,0.23226,0.11049,0.03386,0.0904,0.14236,-0.0549,-0.04226,0.15924,-0.08415,-0.1443,0.14685,0.00795,-0.05184,-0.04827,0.00476,-0.29543,-0.05787,0.0815,-0.52785,-0.04964,-0.00259,-0.62679,-0.08711,0.00895,-0.05316,0.04331,-0.01556,-0.29505,0.06139,0.06447,-0.52651,0.0612,-0.02003,-0.62656,0.09459
0.26,0.00412,0.00021,-0.00179,0.03896,0.26801,-0.00649,0.06793,0.40283,-0.00575,0.03429,0.22499,-0.12445,0.06006,0.08018,-0.13559,-0.00074,-0.06449,-0.16927,-0.03598,-0.1653,-0.17354,0.00952,0.23234,0.11033,0.03992,0.09239,0.14564,-0.04299,-0.04415,0.16126,-0.07106,-0.14638,0.1477,0.00854,-0.05176,-0.04841,0.00508,-0.29534,-0.05809,0.08157,-0.52784,-0.0497,-0.00252,-0.62669,-0.0874,0.00932,-0.05314,0.04317,-0.01539,-0.29501,0.06118,0.06445,-0.52653,0.0611,-0.02018,-0.62652,0.09435
0.28,0.00463,0.00027,-0.0019,0.0397,0.26804,-0.00657,0.06786,0.40303,-0.00635,0.03529,0.225,-0.12453,0.06202,0.08043,-0.13633,0.00218,-0.06478,-0.1694,-0.03552,-0.16455,-0.17627,0.00995,0.23241,0.11019,0.04594,0.09485,0.1494,-0.03037,-0.04564,0.16352,-0.05751,-0.14797,0.14888,0.00913,-0.05168,-0.04854,0.00541,-0.29526,-0.0583,0.08166,-0.52783,-0.04976,-0.00244,-0.6266,-0.08768,0.00967,-0.0531,0.04304,-0.01522,-0.29497,0.06097,0.06442,-0.52655,0.06099,-0.02032,-0.62649,0.09409
0.3,0.00518,0.00033,-0.00203,0.04045,0.26807,-0.00675,0.06781,0.40323,-0.00708,0.03616,0.225,-0.1247,0.06362,0.08058,-0.13679,0.00504,-0.06511,-0.17002,-0.03391,-0.16415,-0.17986,0.01053,0.23251,0.10999,0.05161,0.09731,0.15229,-0.01855,-0.04645,0.16542,-0.0444,-0.14902,0.15017,0.00974,-0.0516,-0.04869,0.00574,-0.29517,-0.05851,0.08173,-0.52782,-0.04985,-0.00239,-0.6265,-0.08792,0.01009,-0.05307,0.0429,-0.01501,-0.29491,0.06077,0.06442,-0.52657,0.06089,-0.02045,-0.62644,0.09386
0.32,0.00576,0.00039,-0.00219,0.04124,0.2681,-0.00717,0.06777,0.40342,-0.00819,0.03672,0.22494,-0.12509,0.06428,0.08048,-0.13639,0.0079,-0.06559,-0.1717,-0.03028,-0.16464,-0.1841,0.01147,0.23265,0.10963,0.05676,0.09903,0.15265,-0.00943,-0.04656,0.16616,-0.0327,-0.14973,0.15074,0.01034,-0.05153,-0.04885,0.00603,-0.29509,-0.05873,0.08178,-0.52782,-0.05,-0.0024,-0.62642,-0.08817,0.01065,-0.05302,0.04273,-0.0147,-0.29484,0.06058,0.06447,-0.52659,0.06082,-0.02055,-0.62637,0.09369
0.34,0.00638,0.00045,-0.00236,0.04204,0.26813,-0.00771,0.06774,0.4036,-0.00943,0.03716,0.22485,-0.12557,0.06456,0.08027,-0.13571,0.01085,-0.06612,-0.17371,-0.02582,-0.16543,-0.1884,0.01257,0.23282,0.10921,0.06166,0.1005,0.15208,-0.00144,-0.04638,0.16641,-0.0219,-0.15012,0.15088,0.01096,-0.05146,-0.04904,0.00632,-0.29501,-0.05896,0.08181,-0.52782,-0.05018,-0.00245,-0.62634,-0.0884,0.01126,-0.05297,0.04255,-0.01434,-0.29476,0.06039,0.06453,-0.52661,0.06075,-0.02063,-0.62629,0.09356
0.36,0.007,0.00051,-0.00253,0.04284,0.26816,-0.00821,0.06771,0.40378,-0.01061,0.03767,0.22478,-0.12601,0.06494,0.08011,-0.13515,0.01388,-0.06662,-0.17544,-0.02135,-0.16609,-0.1924,0.01361,0.23298,0.10882,0.06656,0.10222,0.15187,0.00693,-0.04604,0.1668,-0.01093,-0.15024,0.15113,0.01158,-0.05139,-0.04921,0.00662,-0.29494,-0.05917,0.08185,-0.52783,-0.05035,-0.00248,-0.62626,-0.08862,0.01186,-0.05291,0.04237,-0.01399,-0.29468,0.06021,0.06459,-0.52663,0.0607,-0.02071,-0.62622,0.09342
0.38,0.00757,0.00056,-0.00268,0.04361,0.26818,-0.00866,0.06764,0.40394,-0.01176,0.03814,0.22471,-0.12642,0.06561,0.08002,-0.13458,0.01737,-0.06723,-0.17642,-0.01627,-0.16685,-0.19558,0.01461,0.23312,0.10846,0.07167,0.10418,0.15177,0.01586,-0.0455,0.16726,0.00107,-0.15016,0.15139,0.01217,-0.05132,-0.04938,0.0069,-0.29486,-0.05941,0.08188,-0.52783,-0.05052,-0.0025,-0.62618,-0.08891,0.01242,-0.05287,0.0422,-0.01368,-0.29462,0.06001,0.06463,-0.52666,0.06062,-0.02082,-0.62615,0.09325
0.4,0.00824,0.00063,-0.00287,0.04444,0.26822,-0.00923,0.06765,0.4041,-0.01299,0.03864,0.22462,-0.12693,0.06564,0.07978,-0.13399,0.02033,-0.06765,-0.17842,-0.01141,-0.16752,-0.19939,0.01572,0.2333,0.108,0.07616,0.10585,0.15111,0.0233,-0.04482,0.16735,0.01068,-0.14974,0.1514,0.01283,-0.05125,-0.04958,0.00722,-0.29478,-0.0596,0.08193,-0.52784,-0.05069,-0.00255,-0.6261,-0.08906,0.01308,-0.05281,0.04201,-0.01329,-0.29452,0.05984,0.06472,-0.52667,0.06057,-0.02088,-0.62605,0.09314
0.42,0.00918,0.00072,-0.00312,0.04542,0.26829,-0.01007,0.06787,0.40428,-0.01435,0.03922,0.22448,-0.12767,0.0637,0.07913,-0.13316,0.02196,-0.06756,-0.18317,-0.00715,-0.16807,-0.20487,0.01709,0.23359,0.10731,0.07927,0.10656,0.14919,0.02717,-0.04424,0.16669,0.01425,-0.14916,0.15098,0.01371,-0.05119,-0.0498,0.00764,-0.29471,-0.05963,0.08204,-0.52787,-0.05081,-0.0027,-0.62604,-0.08883,0.014,-0.0527,0.04179,-0.0127,-0.29437,0.05972,0.06493,-0.52664,0.06058,-0.02082,-0.62588,0.09319
0.44,0.01022,0.00082,-0.00339,0.04644,0.26837,-0.01104,0.06818,0.40447,-0.01578,0.03981,0.22433,-0.12852,0.06116,0.07843,-0.13235,0.0239,-0.06746,-0.18792,-0.00189,-0.16894,-0.20934,0.01854,0.23392,0.10653,0.08177,0.10687,0.14674,0.02959,-0.04372,0.16576,0.01547,-0.14855,0.15048,0.01467,-0.05112,-0.05004,0.0081,-0.29464,-0.05962,0.08218,-0.52791,-0.05093,-0.00289,-0.62599,-0.08846,0.01502,-0.05257,0.04154,-0.01205,-0.29419,0.05962,0.06517,-0.5266,0.06061,-0.02073,-0.62568,0.09329
0.46,0.01121,0.00092,-0.00366,0.04744,0.26845,-0.01195,0.06844,0.40464,-0.01716,0.04039,0.22417,-0.12932,0.05906,0.07788,-0.13166,0.02665,-0.06765,-0.19109,0.00429,-0.1701,-0.21173,0.01994,0.23423,0.10577,0.08442,0.10735,0.14452,0.03258,-0.04316,0.16498,0.01767,-0.14794,0.15013,0.01559,-0.05105,-0.05028,0.00854,-0.29457,-0.05963,0.0823,-0.52794,-0.05104,-0.00305,-0.62593,-0.08817,0.016,-0.05245,0.04131,-0.01142,-0.29402,0.05952,0.0654,-0.52656,0.06063,-0.02066,-0.62549,0.09337
0.48,0.01221,0.00102,-0.0039,0.04847,0.26853,-0.01283,0.0687,0.40482,-0.01857,0.04097,0.22404,-0.13009,0.05622,0.07733,-0.13025,0.03022,-0.06818,-0.19279,0.01243,-0.17193,-0.21133,0.02142,0.23453,0.10507,0.08745,0.10798,0.14221,0.03624,-0.04254,0.16419,0.02067,-0.14729,0.14982,0.01652,-0.05098,-0.0505,0.00898,-0.29449,-0.05961,0.08243,-0.52796,-0.05117,-0.00324,-0.62586,-0.08782,0.01698,-0.05233,0.04109,-0.01078,-0.29385,0.05943,0.06564,-0.52652,0.06065,-0.02057,-0.6253,0.09346
0.5,0.01322,0.00112,-0.00421,0.04944,0.26861,-0.01382,0.06899,0.40498,-0.01993,0.04157,0.22387,-0.13096,0.05475,0.07696,-0.13028,0.03323,-0.06861,-0.19437,0.01848,-0.17313,-0.21111,0.02275,0.23486,0.10423,0.08951,0.10827,0.13993,0.03827,-0.04201,0.16342,0.02164,-0.14669,0.14965,0.01746,-0.05092,-0.05077,0.00945,-0.29443,-0.05965,0.08255,-0.52801,-0.05127,-0.00338,-0.62581,-0.08754,0.01798,-0.0522,0.04082,-0.01014,-0.29367,0.05931,0.06586,-0.52647,0.06069,-0.02051,-0.62509,0.09355
0.52,0.01428,0.0012,-0.00464,0.05021,0.2687,-0.01506,0.06936,0.40512,-0.02118,0.04223,0.22361,-0.13206,0.05761,0.07694,-0.13459,0.03373,-0.06794,-0.1994,0.01678,-0.17178,-0.21818,0.02371,0.23526,0.10312,0.08915,0.10771,0.13785,0.03622,-0.04176,0.16268,0.0176,-0.1462,0.14969,0.01845,-0.05092,-0.05113,0.00997,-0.29441,-0.05986,0.08268,-0.52811,-0.05124,-0.00339,-0.62579,-0.08752,0.01903,-0.05206,0.04047,-0.00952,-0.29347,0.05909,0.06604,-0.52641,0.06078,-0.02055,-0.62486,0.0936
0.54,0.01537,0.00128,-0.00514,0.05091,0.26879,-0.01641,0.06977,0.40527,-0.02239,0.04292,0.22333,-0.13327,0.06177,0.07721,-0.14034,0.03356,-0.06699,-0.20491,0.01286,-0.16962,-0.22639,0.02453,0.23568,0.10189,0.08782,0.10685,0.13584,0.03255,-0.04155,0.16196,0.01155,-0.14564,0.1498,0.01945,-0.05093,-0.05153,0.01053,-0.29441,-0.06013,0.08281,-0.52823,-0.05117,-0.00334,-0.62578,-0.08757,0.0201,-0.0519,0.04006,-0.00889,-0.29324,0.05883,0.0662,-0.52634,0.06089,-0.02061,-0.6246,0.09365
0.56,0.01645,0.00135,-0.00562,0.05163,0.26888,-0.01772,0.07017,0.4054,-0.02361,0.0436,0.22306,-0.13444,0.06501,0.07752,-0.14526,0.03398,-0.06632,-0.20934,0.01069,-0.16803,-0.23249,0.02541,0.23609,0.1007,0.08686,0.10616,0.13384,0.02958,-0.04125,0.16125,0.00642,-0.14497,0.14992,0.02046,-0.05094,-0.05192,0.01107,-0.29441,-0.06037,0.08295,-0.52834,-0.05111,-0.00332,-0.62577,-0.08757,0.02117,-0.05176,0.03967,-0.00826,-0.29303,0.0586,0.06638,-0.52627,0.06099,-0.02066,-0.62435,0.09372
0.58,0.01753,0.00143,-0.00605,0.05238,0.26896,-0.01899,0.07056,0.40553,-0.02485,0.04428,0.22278,-0.13556,0.06923,0.07822,-0.15094,0.03519,-0.06586,-0.21292,0.00897,-0.16655,-0.23734,0.02632,0.23649,0.09955,0.08603,0.10551,0.1317,0.02692,-0.04092,0.16043,0.00168,-0.14424,0.14994,0.02145,-0.05094,-0.05227,0.01162,-0.2944,-0.06062,0.08308,-0.52844,-0.05106,-0.00329,-0.62575,-0.08762,0.02224,-0.05161,0.03932,-0.00763,-0.29282,0.05836,0.06655,-0.5262,0.06111,-0.02071,-0.62411,0.09374
0.6,0.0186,0.00151,-0.0066,0.05305,0.26905,-0.02038,0.07095,0.40566,-0.02606,0.04495,0.2225,-0.1368,0.07161,0.07863,-0.15542,0.03566,-0.06529,-0.21669,0.00756,-0.16523,-0.24208,0.02711,0.23691,0.09828,0.08462,0.10481,0.12987,0.02331,-0.04047,0.15981,-0.00417,-0.1433,0.15019,0.02245,-0.05095,-0.05272,0.01217,-0.29439,-0.06087,0.08323,-0.52855,-0.05098,-0.00326,-0.62574,-0.08757,0.0233,-0.05145,0.03887,-0.00699,-0.29259,0.05812,0.06672,-0.52612,0.06121,-0.02075,-0.62384,0.09385
0.62,0.01964,0.0016,-0.00744,0.05349,0.26917,-0.02205,0.07135,0.40581,-0.02728,0.04554,0.22224,-0.13833,0.0684,0.07759,-0.15594,0.03274,-0.06381,-0.22298,0.00517,-0.16351,-0.24988,0.02757,0.23735,0.0967,0.08192,0.10402,0.12873,0.01738,-0.03964,0.1597,-0.01262,-0.14185,0.15097,0.02346,-0.05096,-0.05345,0.01273,-0.2944,-0.06115,0.08337,-0.52867,-0.0509,-0.00332,-0.62577,-0.08725,0.0243,-0.05126,0.03815,-0.00635,-0.29232,0.05784,0.06684,-0.52601,0.0612,-0.02076,-0.6235,0.09417
0.64,0.02067,0.00169,-0.00839,0.05384,0.2693,-0.02384,0.07174,0.40595,-0.02849,0.0461,0.22197,-0.13998,0.06339,0.07629,-0.15528,0.03022,-0.06223,-0.22927,0.00481,-0.16216,-0.25737,0.02792,0.23779,0.09499,0.07865,0.10326,0.12789,0.01051,-0.03853,0.15975,-0.02218,-0.13998,0.15193,0.02445,-0.05098,-0.05427,0.01329,-0.29442,-0.06145,0.08352,-0.52879,-0.05081,-0.00339,-0.62581,-0.08684,0.02527,-0.05106,0.03732,-0.00573,-0.29204,0.05755,0.06694,-0.52588,0.06116,-0.02075,-0.62314,0.09455
0.66,0.02169,0.00178,-0.00929,0.05423,0.26942,-0.02559,0.07212,0.40609,-0.0297,0.04666,0.2217,-0.14157,0.05943,0.0754,-0.1554,0.02923,-0.061,-0.23441,0.00602,-0.16128,-0.26317,0.02831,0.23823,0.09333,0.07558,0.10262,0.12698,0.00409,-0.0373,0.15969,-0.03127,-0.13792,0.15276,0.02544,-0.051,-0.05505,0.01385,-0.29443,-0.06173,0.08368,-0.52891,-0.05071,-0.00344,-0.62584,-0.08647,0.02624,-0.05087,0.03654,-0.0051,-0.29176,0.05726,0.06706,-0.52576,0.06113,-0.02074,-0.62279,0.09491
0.68,0.02276,0.00187,-0.01017,0.05464,0.26954,-0.02731,0.07253,0.40622,-0.03091,0.04727,0.22142,-0.14315,0.05427,0.07453,-0.15465,0.0296,-0.06019,-0.23833,0.01022,-0.16141,-0.26664,0.02872,0.23867,0.09169,0.0725,0.10201,0.12579,-0.00233,-0.0359,0.15958,-0.04004,-0.13571,0.15348,0.02647,-0.05101,-0.05581,0.01441,-0.29444,-0.06201,0.08381,-0.52902,-0.05061,-0.00353,-0.62586,-0.0861,0.02728,-0.05068,0.03579,-0.00441,-0.29148,0.05699,0.06718,-0.52565,0.06113,-0.02074,-0.62243,0.0953
