T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.01174,0.00036,-0.00829,-0.24715,0.04112,-0.06379,0.00547,0.00128,0.02683,-0.32455,0.22129,-0.00203,-0.23966,0.28816,-0.92825,-0.01814,5.17594,1.45852,0.81208,-2.16317,-0.20917,1.38529,-0.10977,-6.11247,2.4578,-0.82539,-0.01888,-0.07964,-0.62411,-0.01863,0.03049,0.07712,0.03978,-0.04258,0.03879,0.03909,-0.00027,-0.00153,0.00417,0.00328
0.02,0.01207,0.00038,-0.00845,-0.25306,0.04217,-0.06531,0.00559,0.00142,0.02688,-0.33287,0.22651,-0.00199,-0.24896,0.28828,-0.91976,-0.01774,5.18639,1.46137,0.81349,-2.22162,-0.19815,1.37995,-0.11199,-6.15697,2.48167,-0.8295,-0.01919,-0.08081,-0.63455,-0.019,0.03102,0.07862,0.04052,-0.04355,0.03972,0.04045,-0.00024,-0.0016,0.00425,0.00335
0.04,0.01238,0.00042,-0.00852,-0.25594,0.04276,-0.06607,0.00569,0.00181,0.0266,-0.33839,0.22934,-0.00191,-0.25683,0.28232,-0.89199,-0.01804,5.07541,1.42934,0.79591,-2.26039,-0.17653,1.33797,-0.11203,-6.07254,2.45737,-0.81509,-0.01904,-0.08059,-0.63492,-0.01914,0.03105,0.079,0.04067,-0.04385,0.04019,0.04144,-0.00016,-0.00169,0.00427,0.00338
0.06,0.01271,0.00048,-0.00849,-0.25604,0.04298,-0.06613,0.00581,0.00255,0.02613,-0.34195,0.23014,-0.00177,-0.26371,0.27032,-0.84669,-0.0197,4.83584,1.36006,0.7583,-2.28396,-0.14292,1.25659,-0.10961,-5.85306,2.38341,-0.78106,-0.01835,-0.07895,-0.62524,-0.01908,0.0306,0.07831,0.04025,-0.04345,0.04025,0.04207,-2e-05,-0.0018,0.00424,0.00337
0.08,0.01313,0.00056,-0.0084,-0.25348,0.04284,-0.06556,0.00599,0.00377,0.02562,-0.34431,0.22925,-0.0016,-0.26984,0.2524,-0.78646,-0.02346,4.46068,1.25119,0.69966,-2.29605,-0.09615,1.13325,-0.10438,-5.49179,2.25794,-0.72625,-0.01702,-0.07585,-0.60536,-0.01885,0.02964,0.07656,0.03925,-0.0423,0.03992,0.04233,0.00019,-0.00196,0.00416,0.00333
0.1,0.0137,0.00068,-0.00824,-0.24829,0.04239,-0.06437,0.00626,0.0056,0.02525,-0.3461,0.22689,-0.00139,-0.27518,0.2289,-0.71522,-0.0302,3.94556,1.10109,0.6194,-2.29937,-0.03568,0.96645,-0.09592,-4.98363,2.07959,-0.64981,-0.01495,-0.07125,-0.57504,-0.01847,0.02817,0.07373,0.03768,-0.04032,0.03924,0.04215,0.00049,-0.00217,0.00404,0.00325
0.12,0.01446,0.00083,-0.00802,-0.24041,0.04162,-0.06256,0.00667,0.00818,0.02523,-0.34784,0.22325,-0.00117,-0.27939,0.20056,-0.63881,-0.04082,3.29256,0.90994,0.518,-2.29549,0.03798,0.75699,-0.0838,-4.32879,1.84868,-0.55172,-0.01203,-0.06511,-0.5342,-0.01796,0.02618,0.06984,0.03552,-0.03741,0.0382,0.04144,0.00089,-0.00245,0.00386,0.00315
0.14,0.01547,0.00102,-0.00777,-0.22978,0.04053,-0.06012,0.00724,0.01159,0.02582,-0.34987,0.21848,-0.00095,-0.28171,0.16873,-0.56562,-0.05623,2.5153,0.68123,0.39772,-2.28478,0.12263,0.50963,-0.06767,-3.53787,1.56903,-0.43359,-0.0082,-0.0575,-0.48315,-0.01735,0.02367,0.06489,0.0328,-0.0335,0.03679,0.04005,0.0014,-0.0028,0.00365,0.00301
0.16,0.01673,0.00125,-0.00749,-0.21638,0.03911,-0.05708,0.00802,0.01588,0.02731,-0.35235,0.2127,-0.00076,-0.281,0.13567,-0.50736,-0.07719,1.64549,0.42368,0.26368,-2.26647,0.21367,0.23517,-0.04739,-2.63837,1.25024,-0.29963,-0.00342,-0.0486,-0.42304,-0.01668,0.02069,0.05899,0.02958,-0.02856,0.03503,0.03782,0.00202,-0.00322,0.0034,0.00286
0.18,0.01822,0.00152,-0.00721,-0.20034,0.03736,-0.05346,0.009,0.02101,0.03001,-0.35526,0.20609,-0.00065,-0.27566,0.10485,-0.47978,-0.1042,0.74083,0.15356,0.12506,-2.23873,0.30325,-0.04703,-0.02319,-1.68282,0.91058,-0.15783,0.00223,-0.03881,-0.35639,-0.01598,0.01737,0.05234,0.02596,-0.02262,0.03293,0.03455,0.00272,-0.0037,0.00314,0.00268
