T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00777,-0.00392,0.00232,0.02188,0,0.00593,-0.00785,-0.01504,-0.09864,0.20834,0.08343,0.0779,-0.12182,-0.17789,0.0548,-0.05259,0.39879,0.13178,0.06577,0.04896,-0.01892,-1.12293,-0.3484,1.8755,0.0817,-0.0606,0.04895,-0.00184,0.13572,-0.08831,0.03206,0.03014,-0.12999,0.01631,-0.00658,-0.01996,-0.01054,-0.02873,0.12876,0.01818
0.02,0.00787,-0.0043,0.00161,0.02142,0,0.00404,-0.00788,-0.01848,-0.10027,0.21787,0.09348,0.09511,-0.17069,-0.20024,0.05627,-0.08475,0.38883,0.13632,0.07097,0.038,-0.03203,-1.33509,-0.22472,1.9619,-0.01119,-0.05894,0.04524,0.0013,0.13325,-0.08105,0.03236,0.03226,-0.12541,0.02021,-0.0039,-0.02363,-0.01841,-0.02203,0.12411,0.02097
0.04,0.00777,-0.00473,0.00055,0.02116,0,0.00137,-0.0074,-0.0234,-0.09989,0.22621,0.10505,0.11768,-0.23494,-0.22609,0.054,-0.12533,0.36831,0.13951,0.07644,0.01389,-0.05902,-1.6007,0.00655,2.03356,-0.15471,-0.05464,0.03917,0.00565,0.1268,-0.06967,0.03224,0.0346,-0.11696,0.02501,-8e-05,-0.02875,-0.02847,-0.01255,0.11501,0.02414
0.06,0.00743,-0.00518,-0.00091,0.02136,0,-0.002,-0.00615,-0.03003,-0.0967,0.23176,0.11725,0.14535,-0.31335,-0.25367,0.04628,-0.17277,0.335,0.14014,0.0817,-0.02717,-0.10364,-1.91107,0.36886,2.07802,-0.35505,-0.04752,0.03072,0.01114,0.11575,-0.05423,0.03161,0.0369,-0.10448,0.03043,0.00484,-0.03531,-0.04015,-0.00056,0.10111,0.02739
0.08,0.00678,-0.0056,-0.00275,0.02239,0,-0.00591,-0.00385,-0.03848,-0.0899,0.23276,0.12879,0.17732,-0.40312,-0.28046,0.03116,-0.2241,0.28744,0.13677,0.08608,-0.0894,-0.16985,-2.24973,0.8847,2.08048,-0.61603,-0.03742,0.02006,0.01756,0.09978,-0.03522,0.03043,0.03886,-0.08818,0.03599,0.0107,-0.04317,-0.05248,0.01335,0.08239,0.0303
0.1,0.00579,-0.00595,-0.00495,0.02475,0,-0.01011,-0.00026,-0.04878,-0.07886,0.22776,0.13821,0.21226,-0.49976,-0.30338,0.0065,-0.2749,0.22604,0.1281,0.08891,-0.1771,-0.26178,-2.59357,1.57445,2.02652,-0.93824,-0.02417,0.00762,0.02456,0.07898,-0.01368,0.02872,0.04021,-0.06886,0.04109,0.01723,-0.05216,-0.06421,0.0282,0.0593,0.03237
0.12,0.0044,-0.00616,-0.00742,0.02908,0,-0.01428,0.00482,-0.06084,-0.06328,0.21579,0.14397,0.24837,-0.59694,-0.31907,-0.02979,-0.3193,0.15385,0.11343,0.08949,-0.29407,-0.38359,-2.91449,2.45468,1.90418,-1.31818,-0.00766,-0.00587,0.0317,0.05398,0.00882,0.02662,0.04077,-0.04792,0.04505,0.02402,-0.06211,-0.07384,0.04274,0.03287,0.03305
0.14,0.0026,-0.00621,-0.01007,0.03616,0,-0.01802,0.01155,-0.07444,-0.04319,0.19636,0.14471,0.28347,-0.6862,-0.32414,-0.07955,-0.35035,0.07706,0.09315,0.08712,-0.44259,-0.53924,-3.18191,3.53628,1.70535,-1.74739,0.01204,-0.01952,0.03848,0.02581,0.03031,0.02437,0.04045,-0.02721,0.04727,0.0306,-0.07292,-0.07995,0.05555,0.00459,0.03183
0.16,0.00039,-0.00607,-0.01275,0.04682,0,-0.021,0.02009,-0.08924,-0.01896,0.16923,0.13936,0.31513,-0.7568,-0.3154,-0.14403,-0.36043,0.00501,0.06929,0.08104,-0.62215,-0.73204,-3.36585,4.82229,1.42637,-2.21187,0.03464,-0.03234,0.04439,-0.00432,0.04873,0.02229,0.03927,-0.00871,0.04729,0.03651,-0.08462,-0.08134,0.06531,-0.02376,0.02834
0.18,-0.00221,-0.00572,-0.01529,0.06188,0,-0.02291,0.03064,-0.10482,0.00876,0.13421,0.12736,0.34078,-0.79555,-0.29011,-0.22353,-0.34192,-0.04997,0.04579,0.07043,-0.82805,-0.96408,-3.44062,6.30559,1.06821,-2.69202,0.0595,-0.04342,0.04899,-0.03531,0.06219,0.02073,0.03733,0.00575,0.04496,0.0413,-0.09747,-0.07738,0.07099,-0.05035,0.0224
0.2,-0.00514,-0.00518,-0.01753,0.08209,0,-0.02357,0.04342,-0.12068,0.03905,0.09086,0.10875,0.35794,-0.78703,-0.24627,-0.31696,-0.28796,-0.07324,0.02873,0.05438,-1.05006,-1.2356,-3.38874,7.9667,0.63626,-3.16323,0.0857,-0.05206,0.05196,-0.06637,0.06925,0.02004,0.03477,0.01485,0.04049,0.04465,-0.11196,-0.06814,0.07212,-0.07356,0.0141
0.22,-0.0083,-0.00452,-0.01929,0.10798,0,-0.02294,0.05875,-0.1363,0.07071,0.0383,0.08428,0.36446,-0.71408,-0.18283,-0.42129,-0.19327,-0.04884,0.02602,0.03197,-1.27139,-1.54407,-3.20441,9.77162,0.1398,-3.59736,0.11214,-0.05781,0.05312,-0.09714,0.06911,0.02057,0.03175,0.01792,0.03448,0.04637,-0.12879,-0.05445,0.06883,-0.09213,0.00381
0.24,-0.01155,-0.00382,-0.02041,0.13985,0,-0.02111,0.07697,-0.15121,0.10222,-0.02485,0.0554,0.35869,-0.55863,-0.09985,-0.53112,-0.05487,0.03918,0.04671,0.00233,-1.46811,-1.88343,-2.89638,11.6702,-0.40877,-3.96503,0.13771,-0.06054,0.05245,-0.12766,0.06168,0.0227,0.02837,0.01497,0.02788,0.0464,-0.1488,-0.0378,0.06193,-0.10525,-0.00784
