T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00094,-0.00033,-0.00127,2.68997,-0.54326,-0.04122,0.79639,0.0447,-0.08802,-0.19256,-0.09275,-0.00197,-0.40104,-0.14292,-0.20613,0.75923,2.63785,0.36344,0.18086,-0.64367,0.12189,0.2833,0.64634,-2.47809,0.44267,-0.11421,0.56555,-0.06251,-0.13316,-0.36379,-0.17721,-0.09618,-0.06617,0.59612,0.13587,0.03253,-0.47035,-0.18045,0.09994,0.06835
0.02,-0.00061,-0.00028,-0.00133,2.69113,-0.54655,-0.04113,0.79851,0.04405,-0.08686,-0.19205,-0.0932,-0.00198,-0.4041,-0.15385,-0.18257,0.75954,2.5345,0.33926,0.16308,-0.64014,0.12693,0.26634,0.64321,-2.40089,0.42384,-0.10249,0.56985,-0.06227,-0.13324,-0.36474,-0.1773,-0.09624,-0.06621,0.60073,0.13676,0.03481,-0.47088,-0.18005,0.09968,0.0682
0.04,-0.00028,-0.00023,-0.00139,2.6923,-0.54983,-0.04105,0.80062,0.0434,-0.08571,-0.19155,-0.09365,-0.00199,-0.40716,-0.16475,-0.15909,0.75985,2.43148,0.31515,0.14536,-0.6366,0.13196,0.24941,0.6401,-2.32393,0.40507,-0.09082,0.57414,-0.06202,-0.13332,-0.36569,-0.17739,-0.09629,-0.06626,0.60533,0.13765,0.03709,-0.47141,-0.17966,0.09943,0.06806
0.06,5e-05,-0.00018,-0.00144,2.69346,-0.55311,-0.04096,0.80274,0.04274,-0.08455,-0.19104,-0.09409,-0.00199,-0.41021,-0.17565,-0.1356,0.76016,2.32845,0.29104,0.12763,-0.63308,0.13699,0.2325,0.63698,-2.24698,0.3863,-0.07914,0.57844,-0.06178,-0.1334,-0.36664,-0.17749,-0.09635,-0.0663,0.60993,0.13854,0.03936,-0.47193,-0.17927,0.09918,0.06791
0.08,0.00038,-0.00013,-0.0015,2.69462,-0.5564,-0.04088,0.80486,0.04209,-0.08339,-0.19054,-0.09454,-0.002,-0.41326,-0.18658,-0.11204,0.76048,2.22511,0.26686,0.10985,-0.62957,0.14203,0.21555,0.63384,-2.16979,0.36748,-0.06743,0.58274,-0.06153,-0.13348,-0.36758,-0.17758,-0.09641,-0.06634,0.61454,0.13943,0.04163,-0.47246,-0.17888,0.09893,0.06776
0.1,0.00071,-9e-05,-0.00156,2.69581,-0.55966,-0.0408,0.80695,0.04144,-0.08226,-0.19003,-0.09499,-0.00201,-0.41632,-0.19742,-0.08874,0.76077,2.12276,0.24292,0.09225,-0.62598,0.14704,0.19868,0.63077,-2.09332,0.34883,-0.05583,0.58701,-0.06129,-0.13358,-0.36853,-0.17767,-0.09647,-0.06639,0.61912,0.14032,0.04395,-0.47299,-0.17848,0.09867,0.06761
0.12,0.00104,-4e-05,-0.00162,2.69693,-0.56298,-0.04072,0.8091,0.04079,-0.08106,-0.18953,-0.09544,-0.00202,-0.41937,-0.20844,-0.06493,0.76112,2.01853,0.21852,0.07431,-0.62256,0.15211,0.18167,0.62757,-2.01549,0.32985,-0.04402,0.59135,-0.06104,-0.13364,-0.36948,-0.17776,-0.09653,-0.06643,0.62376,0.1412,0.04617,-0.47352,-0.1781,0.09842,0.06746
0.14,0.00137,1e-05,-0.00168,2.69811,-0.56625,-0.04063,0.8112,0.04013,-0.07993,-0.18902,-0.09588,-0.00203,-0.42243,-0.21929,-0.04159,0.76141,1.91602,0.19454,0.05668,-0.61898,0.15713,0.16479,0.62449,-1.93891,0.31117,-0.0324,0.59562,-0.0608,-0.13373,-0.37042,-0.17785,-0.09659,-0.06647,0.62834,0.14209,0.04847,-0.47404,-0.17771,0.09817,0.06731
0.16,0.00169,6e-05,-0.00173,2.69938,-0.56945,-0.04054,0.81324,0.03947,-0.07886,-0.18851,-0.09631,-0.00204,-0.42548,-0.22994,-0.01884,0.76163,1.81563,0.17105,0.03941,-0.61521,0.16209,0.14806,0.62156,-1.86385,0.29284,-0.02101,0.5998,-0.06057,-0.13386,-0.37135,-0.17795,-0.09665,-0.06652,0.63287,0.14301,0.0509,-0.47456,-0.17729,0.0979,0.06715
0.18,0.00203,0.00012,-0.00182,2.70017,-0.57302,-0.04048,0.81564,0.03884,-0.07739,-0.18804,-0.09685,-0.00205,-0.42852,-0.24174,0.00727,0.76225,1.70308,0.14471,0.02004,-0.61256,0.16737,0.13043,0.61778,-1.78002,0.27248,-0.00831,0.6045,-0.06027,-0.13379,-0.37237,-0.17804,-0.09671,-0.06656,0.63774,0.1438,0.05268,-0.47512,-0.177,0.09769,0.06704
0.2,0.00235,0.00016,-0.00183,2.70196,-0.57581,-0.04036,0.81726,0.03814,-0.07677,-0.18747,-0.09713,-0.00206,-0.43161,-0.25112,0.0263,0.76205,1.61619,0.12439,0.00509,-0.60751,0.17198,0.11471,0.61579,-1.71469,0.25641,0.00163,0.60812,-0.06013,-0.13413,-0.37319,-0.17813,-0.09677,-0.0666,0.64188,0.14485,0.05578,-0.47559,-0.17643,0.09736,0.06683
0.22,0.00263,0.00019,-0.00165,2.70652,-0.57646,-0.04003,0.81676,0.03726,-0.07836,-0.18665,-0.09684,-0.00206,-0.43481,-0.25372,0.02571,0.75946,1.60035,0.12072,0.0024,-0.59602,0.17472,0.10428,0.61858,-1.70066,0.25225,0.00392,0.60873,-0.06047,-0.13574,-0.37352,-0.17819,-0.0968,-0.06663,0.64397,0.14673,0.06291,-0.47581,-0.17507,0.09669,0.06637
0.24,0.00291,0.00022,-0.0014,2.71205,-0.57634,-0.03964,0.81547,0.03629,-0.08082,-0.18572,-0.09625,-0.00207,-0.43808,-0.25391,0.01805,0.75608,1.61018,0.12308,0.00413,-0.58209,0.17679,0.09577,0.62316,-1.70511,0.2524,0.00345,0.60829,-0.06098,-0.13774,-0.37365,-0.17825,-0.09683,-0.06665,0.64533,0.14885,0.07128,-0.47594,-0.17344,0.09591,0.06582
0.26,0.00318,0.00025,-0.00117,2.71711,-0.57661,-0.03929,0.81455,0.03536,-0.08293,-0.18482,-0.09572,-0.00208,-0.44134,-0.25529,0.01374,0.75318,1.60786,0.1226,0.00375,-0.56917,0.17919,0.08634,0.62698,-1.70075,0.25051,0.00429,0.60837,-0.0614,-0.13946,-0.37387,-0.17833,-0.09687,-0.06668,0.64707,0.15079,0.07882,-0.47612,-0.17196,0.0952,0.06532
0.28,0.00346,0.00027,-0.00099,2.72231,-0.57673,-0.03889,0.81359,0.03446,-0.08482,-0.184,-0.09557,-0.00208,-0.44449,-0.25627,0.00881,0.74977,1.60762,0.12254,0.00378,-0.55666,0.18149,0.07708,0.6306,-1.69813,0.24894,0.00488,0.60825,-0.06187,-0.14159,-0.3741,-0.17832,-0.09687,-0.06669,0.64862,0.15306,0.0875,-0.47626,-0.17034,0.09441,0.06476
0.3,0.00373,0.0003,-0.0007,2.72744,-0.57695,-0.03858,0.81251,0.03346,-0.08739,-0.18301,-0.0945,-0.00209,-0.44788,-0.25751,0.00352,0.74724,1.60916,0.12304,0.00402,-0.54272,0.18384,0.06794,0.63506,-1.69628,0.24774,0.00534,0.6083,-0.06227,-0.14298,-0.37426,-0.1785,-0.09694,-0.06674,0.65038,0.15468,0.09409,-0.47646,-0.16896,0.09375,0.0643
0.32,0.00397,0.00034,-0.00012,2.73231,-0.57776,-0.03846,0.81151,0.03223,-0.09159,-0.18148,-0.09138,-0.00211,-0.45211,-0.26008,-0.00122,0.7474,1.60905,0.12354,0.00367,-0.52536,0.18649,0.05848,0.64138,-1.69185,0.24651,0.00618,0.60922,-0.06247,-0.14221,-0.37422,-0.17922,-0.09718,-0.06695,0.65308,0.15449,0.09484,-0.47681,-0.16832,0.09346,0.06409
0.34,0.00421,0.00037,0.00057,2.73704,-0.57866,-0.03844,0.81038,0.03089,-0.09647,-0.17981,-0.08725,-0.00214,-0.45652,-0.26299,-0.00606,0.74846,1.60989,0.1244,0.00339,-0.50668,0.18921,0.04912,0.64849,-1.68758,0.24549,0.00697,0.61035,-0.06258,-0.14071,-0.37413,-0.18013,-0.09749,-0.0672,0.65598,0.15364,0.09342,-0.47722,-0.16794,0.09332,0.06398
0.36,0.00446,0.0004,0.00121,2.74172,-0.57942,-0.03842,0.80916,0.02957,-0.10107,-0.17828,-0.08331,-0.00217,-0.46074,-0.26573,-0.01075,0.74911,1.61045,0.12514,0.00311,-0.48864,0.1919,0.03984,0.65526,-1.68334,0.24437,0.00773,0.61131,-0.06269,-0.13957,-0.37407,-0.18095,-0.09776,-0.06742,0.65865,0.15308,0.09281,-0.4776,-0.16745,0.09312,0.06383
0.38,0.00466,0.00044,0.00186,2.74693,-0.58059,-0.03822,0.80853,0.02836,-0.10556,-0.17642,-0.0805,-0.00216,-0.46548,-0.26847,-0.01611,0.74978,1.61126,0.1259,0.00286,-0.4703,0.19456,0.03007,0.66201,-1.67927,0.24343,0.00861,0.61251,-0.06295,-0.13829,-0.37393,-0.18177,-0.09804,-0.06766,0.66186,0.15255,0.09293,-0.47799,-0.16689,0.09286,0.06364
0.4,0.00496,0.00046,0.0025,2.75095,-0.58094,-0.03841,0.80665,0.0269,-0.11044,-0.17522,-0.07508,-0.00225,-0.46911,-0.27131,-0.02002,0.75059,1.61144,0.12662,0.0025,-0.45236,0.19733,0.02133,0.66898,-1.6747,0.24212,0.00928,0.61333,-0.0629,-0.13717,-0.374,-0.18263,-0.09831,-0.06789,0.66403,0.15182,0.09106,-0.47837,-0.16655,0.09277,0.06357
0.42,0.00547,0.00042,0.00315,2.75208,-0.57886,-0.03962,0.80126,0.02478,-0.11621,-0.17579,-0.06292,-0.00264,-0.47006,-0.27457,-0.01981,0.75192,1.60945,0.12711,0.0018,-0.43544,0.20022,0.01527,0.67628,-1.66814,0.23966,0.00937,0.61259,-0.06195,-0.136,-0.37416,-0.18362,-0.09855,-0.06808,0.66322,0.15051,0.08394,-0.47871,-0.16668,0.09313,0.06379
0.44,0.00608,0.00036,0.00377,2.75193,-0.57597,-0.04123,0.79462,0.02241,-0.12236,-0.17705,-0.04815,-0.00314,-0.46981,-0.27788,-0.01813,0.7533,1.60669,0.12753,0.00096,-0.41909,0.20326,0.01026,0.68379,-1.66107,0.23683,0.00925,0.61156,-0.0607,-0.13511,-0.37461,-0.18461,-0.09877,-0.06824,0.66138,0.14905,0.07497,-0.47902,-0.16702,0.09366,0.06413
0.46,0.00667,0.00031,0.00438,2.75211,-0.57354,-0.0427,0.78859,0.02014,-0.12835,-0.17806,-0.03443,-0.00359,-0.4698,-0.28101,-0.01714,0.75442,1.60427,0.12797,0.00018,-0.40278,0.20636,0.00482,0.69127,-1.65449,0.23423,0.00923,0.61098,-0.05963,-0.13454,-0.37524,-0.18554,-0.09897,-0.0684,0.66007,0.14777,0.06704,-0.47932,-0.16728,0.09411,0.06441
0.48,0.00716,0.00025,0.00512,2.75334,-0.57073,-0.04403,0.78236,0.01791,-0.1343,-0.1788,-0.0212,-0.00405,-0.47102,-0.28481,-0.01604,0.75654,1.60195,0.12847,-0.00055,-0.38512,0.20894,-0.00086,0.69852,-1.64685,0.23139,0.0092,0.60907,-0.0584,-0.13212,-0.37456,-0.18675,-0.0993,-0.06865,0.65851,0.14602,0.05816,-0.47974,-0.1675,0.09458,0.06471
0.5,0.00788,0.00021,0.00556,2.75208,-0.56852,-0.04572,0.77626,0.01555,-0.14043,-0.18028,-0.00639,-0.0045,-0.46944,-0.28723,-0.01484,0.75661,1.59922,0.12882,-0.00142,-0.37048,0.21262,-0.00575,0.70627,-1.6413,0.22894,0.00915,0.60986,-0.05741,-0.13354,-0.37668,-0.18737,-0.09936,-0.06871,0.65722,0.14521,0.05088,-0.4799,-0.16784,0.09503,0.06501
0.52,0.00921,0.00029,0.00526,2.74447,-0.56818,-0.0484,0.77072,0.01288,-0.14697,-0.18354,0.01255,-0.00493,-0.46018,-0.28598,-0.01344,0.75075,1.59545,0.12882,-0.00266,-0.36344,0.21926,-0.00907,0.71544,-1.64158,0.22766,0.00914,0.6182,-0.05743,-0.14639,-0.38635,-0.1862,-0.09863,-0.06821,0.65705,0.14697,0.04818,-0.47937,-0.16845,0.09541,0.06531
0.54,0.01077,0.0004,0.00465,2.73439,-0.56846,-0.05141,0.76536,0.01011,-0.15369,-0.18753,0.03292,-0.00534,-0.44819,-0.28333,-0.01203,0.74287,1.59136,0.12868,-0.00402,-0.35955,0.22697,-0.01156,0.72508,-1.64401,0.22677,0.00911,0.62925,-0.05767,-0.16296,-0.3988,-0.18444,-0.09763,-0.06754,0.65716,0.14971,0.0472,-0.47859,-0.16917,0.09576,0.06562
0.56,0.01221,0.00048,0.00415,2.72532,-0.56843,-0.05421,0.75996,0.00741,-0.16034,-0.19123,0.05238,-0.00575,-0.43761,-0.28124,-0.01078,0.73608,1.58742,0.12857,-0.00531,-0.3546,0.2342,-0.01421,0.73446,-1.64549,0.22569,0.00907,0.63906,-0.05764,-0.17722,-0.41005,-0.18302,-0.0968,-0.06698,0.65703,0.15205,0.04565,-0.47791,-0.16984,0.09612,0.06592
0.58,0.0137,0.0006,0.0038,2.71664,-0.5685,-0.05728,0.7543,0.00458,-0.16697,-0.19479,0.07304,-0.00621,-0.42625,-0.27948,-0.00878,0.72854,1.58324,0.12858,-0.00671,-0.34803,0.24146,-0.01779,0.74408,-1.64681,0.22464,0.00912,0.64894,-0.05829,-0.19404,-0.42115,-0.18131,-0.09579,-0.0663,0.65733,0.15419,0.0432,-0.47725,-0.1705,0.09649,0.06624
0.6,0.01515,0.00066,0.00304,2.7066,-0.56852,-0.05987,0.7493,0.002,-0.17367,-0.1988,0.09148,-0.00657,-0.41592,-0.27669,-0.00842,0.72208,1.57971,0.12835,-0.00786,-0.34565,0.24887,-0.01917,0.75327,-1.64901,0.22363,0.00897,0.65926,-0.05758,-0.2065,-0.43311,-0.18005,-0.09508,-0.06582,0.65682,0.15698,0.04301,-0.47651,-0.17121,0.09683,0.06652
