T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,0
3.32,0
3.34,0
3.36,0.22955
3.38,0.26248
3.4,0.29082
3.42,0.31246
3.44,0.32535
3.46,0.32833
3.48,0.32137
3.5,0.30528
3.52,0.28145
3.54,0.25158
3.56,0.21781
3.58,0.18253
3.6,0.14798
3.62,0.11622
3.64,0.08909
3.66,0.0679
3.68,0.05332
3.7,0.0455
3.72,0.04403
3.74,0.04815
3.76,0.05684
3.78,0.0689
3.8,0.08296
3.82,0.09766
3.84,0.11196
3.86,0.12512
3.88,0.13651
3.9,0.14574
3.92,0.15266
3.94,0.15741
3.96,0.1603
3.98,0.16165
4,0.16188
4.02,0.16136
4.04,0.16044
4.06,0.15946
4.08,0.15864
4.1,0.15813
4.12,0.15798
4.14,0.15819
4.16,0.15871
4.18,0.15945
4.2,0.16027
4.22,0.16102
4.24,0.16165
4.26,0.16218
4.28,0.16257
4.3,0.16279
4.32,0.16283
4.34,0.16276
4.36,0.16266
4.38,0.16256
4.4,0.16246
4.42,0.16235
4.44,0.16222
4.46,0.16207
4.48,0.16187
4.5,0.16155
4.52,0.16104
4.54,0.16034
4.56,0.15942
4.58,0.15827
4.6,0.15686
4.62,0.15514
4.64,0.1532
4.66,0.15112
4.68,0.14894
4.7,0.14668
4.72,0.14445
4.74,0.14225
4.76,0.14007
4.78,0.13789
4.8,0.13574
4.82,0.13366
4.84,0.13164
4.86,0.12965
4.88,0.12774
4.9,0.12646
4.92,0.1254
4.94,0.12441
4.96,0.12339
4.98,0.12233
5,0.12121
5.02,0.12
5.04,0.11866
5.06,0.11727
5.08,0.11588
5.1,0.11452
5.12,0.11325
5.14,0.11227
5.16,0.11125
5.18,0.1101
5.2,0.1089
5.22,0.10769
5.24,0.10629
5.26,0.10465
5.28,0.10283
5.3,0.10089
5.32,0.09897
5.34,0.09726
5.36,0.09593
5.38,0.09507
5.4,0.09475
5.42,0.09502
5.44,0.09578
5.46,0.09696
5.48,0.09843
5.5,0.10006
5.52,0.10172
5.54,0.10327
5.56,0.10461
5.58,0.10564
5.6,0.10633
5.62,0.10664
5.64,0.10657
5.66,0.10613
