T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.01635,-0.0007,0.00911,0.01722,0.03881,0.01714,-0.02114,0.03098,0.02506,-0.04341,-0.00049,-0.00154,2.55071,0.13568,1.45838,0.12835,-0.05695,0.16257,-0.0083,0.45292,-0.16124,-0.01395,-0.05167,-1.03135,-0.17828,-0.00537,-0.05909,0.00576,0.19282,0.01041,-0.0361,-0.04068,-0.02017,-0.08944,0.04372,0.36602,-0.00514,0.02067,-0.02405,-0.01812
0.02,-0.01833,-0.00051,0.01044,0.02438,0.04358,0.01797,-0.02948,0.03661,0.02812,-0.04868,-0.00056,-0.00186,2.85523,0.13509,1.47358,0.14497,-0.07095,0.21269,0.00689,0.45834,-0.18262,0.07232,-0.09907,-1.27701,-0.26954,-0.04059,-0.06903,0.00327,0.18643,0.01309,-0.03878,-0.04445,-0.02173,-0.09809,0.04139,0.36927,-0.00474,0.02095,-0.02402,-0.01859
0.04,-0.02067,-0.00024,0.01202,0.03398,0.04922,0.01871,-0.04035,0.0435,0.03177,-0.05667,0.00036,-0.00226,3.15003,0.12345,1.43484,0.15687,-0.08568,0.26978,0.02976,0.43138,-0.20059,0.1945,-0.16698,-1.58543,-0.39332,-0.09535,-0.08151,-0.00074,0.17028,0.01653,-0.04131,-0.04839,-0.02323,-0.10778,0.03684,0.36335,-0.00403,0.02077,-0.02333,-0.01872
0.06,-0.02338,0.00012,0.0138,0.04562,0.0555,0.01927,-0.05273,0.05135,0.03551,-0.06809,0.00249,-0.00275,3.39305,0.09616,1.3226,0.1607,-0.09948,0.33025,0.06091,0.37392,-0.21031,0.35563,-0.2548,-1.93633,-0.54228,-0.16998,-0.0965,-0.00624,0.1434,0.02096,-0.04336,-0.05211,-0.02448,-0.11803,0.02921,0.34333,-0.00296,0.01991,-0.0216,-0.01827
0.08,-0.02639,0.00057,0.01565,0.05869,0.06198,0.01951,-0.06533,0.05964,0.03878,-0.08356,0.00612,-0.00333,3.52672,0.0481,1.11468,0.15196,-0.10996,0.38822,0.10054,0.28579,-0.20565,0.556,-0.36057,-2.30051,-0.70613,-0.26402,-0.11361,-0.01319,0.10479,0.02653,-0.04448,-0.05503,-0.02521,-0.12805,0.01777,0.30403,-0.00147,0.01814,-0.01843,-0.01693
0.1,-0.02954,0.00109,0.01739,0.07238,0.06811,0.01931,-0.07679,0.06768,0.04099,-0.10356,0.01164,-0.00396,3.48033,-0.02598,0.78914,0.12488,-0.11402,0.43514,0.14834,0.16157,-0.17951,0.79204,-0.48125,-2.64318,-0.87322,-0.37666,-0.13204,-0.0215,0.05344,0.03317,-0.04413,-0.05649,-0.02512,-0.13678,0.00205,0.24135,0.00045,0.01526,-0.01356,-0.01448
0.12,-0.03258,0.00167,0.01885,0.08581,0.07327,0.01853,-0.08583,0.07465,0.0417,-0.12851,0.01963,-0.00461,3.17409,-0.13091,0.3279,0.0725,-0.10785,0.45965,0.20343,-0.01185,-0.12421,1.05492,-0.61284,-2.92719,-1.03202,-0.50694,-0.15065,-0.03108,-0.0114,0.04057,-0.04179,-0.0558,-0.02389,-0.14303,-0.0179,0.15344,0.00278,0.01118,-0.00691,-0.0108
0.14,-0.03521,0.00226,0.01983,0.09804,0.07682,0.01717,-0.09143,0.07965,0.04071,-0.15882,0.03093,-0.00522,2.52517,-0.27037,-0.27883,-0.0132,-0.0871,0.44758,0.26422,-0.25683,-0.03212,1.32927,-0.75043,-3.11648,-1.17244,-0.65394,-0.168,-0.04186,-0.08988,0.04812,-0.03697,-0.05237,-0.02127,-0.14563,-0.04139,0.04191,0.00541,0.00595,0.00133,-0.00592
0.16,-0.03709,0.00282,0.02016,0.10818,0.0782,0.01534,-0.09288,0.08177,0.03816,-0.19495,0.04669,-0.00573,1.45554,-0.446,-1.02805,-0.14075,-0.04702,0.3824,0.32833,-0.60588,0.10355,1.59194,-0.88824,-3.17975,-1.28722,-0.81679,-0.18242,-0.05377,-0.18116,0.05494,-0.02933,-0.0458,-0.01709,-0.14363,-0.06696,-0.0873,0.00818,-0.0002,0.0106,-0.0001
0.18,-0.0379,0.00328,0.01973,0.1154,0.07702,0.01332,-0.08992,0.08019,0.03464,-0.23749,0.06847,-0.00607,-0.09849,-0.65638,-1.89986,-0.31851,0.01716,0.24595,0.39251,-1.10131,0.28775,1.81107,-1.01959,-3.09389,-1.37318,-0.99458,-0.19219,-0.06677,-0.28304,0.05984,-0.0188,-0.03597,-0.01134,-0.13647,-0.09242,-0.2236,0.01083,-0.00678,0.01999,0.00615
