T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00377,-0.00018,0.00192,-0.10568,-0.43717,-0.02089,0.43809,0.02428,0.07925,0.01991,-0.00178,-0.00058,0.17965,-0.01607,-0.00034,0.00198,0.00661,0.01312,0.07689,-0.20645,0.00845,-0.00011,0.0285,0.03851,-0.0141,0.02512,0.50687,-0.15743,-0.75114,-0.08138,0.00257,0.07989,0.04113,0.48937,0.01761,0.06766,-0.05333,2e-05,-0.00111,-0.00175
0.02,-0.00441,-0.00019,0.00258,-0.11355,-0.48549,-0.02328,0.48795,0.02671,0.08753,0.02619,-0.0003,-0.00061,0.18548,-0.01354,-5e-05,0.00241,0.01261,0.01576,0.08183,-0.23778,-0.00021,-0.00019,0.03242,0.0389,-0.01649,0.02906,0.56035,-0.18095,-0.86414,-0.08967,0.00256,0.0922,0.04713,0.54336,0.02538,0.10106,-0.05958,0.00045,-0.00395,-0.00337
0.04,-0.00521,-0.0002,0.00348,-0.12144,-0.54061,-0.02601,0.54523,0.02943,0.09686,0.03465,0.00196,-0.00064,0.18963,-0.00927,0.00041,0.0029,0.02163,0.01838,0.08583,-0.2737,-0.01316,-0.00029,0.03722,0.03853,-0.02001,0.03366,0.6208,-0.20857,-0.99628,-0.09893,0.00248,0.10667,0.05412,0.60491,0.03552,0.14524,-0.06682,0.00106,-0.00785,-0.00555
0.06,-0.00618,-0.00021,0.0046,-0.12808,-0.59621,-0.02875,0.60361,0.03218,0.10614,0.04502,0.00511,-0.00066,0.1937,-0.00298,0.00107,0.00339,0.03437,0.02062,0.08851,-0.3117,-0.03012,-0.00041,0.04253,0.03721,-0.02473,0.03854,0.68074,-0.23848,-1.13876,-0.10798,0.00233,0.12241,0.06162,0.66672,0.04791,0.2001,-0.07424,0.00187,-0.01287,-0.0083
0.08,-0.0073,-0.0002,0.00592,-0.13191,-0.64419,-0.03109,0.65496,0.03462,0.11398,0.05681,0.00919,-0.00068,0.199,0.00551,0.00194,0.00385,0.05137,0.02202,0.08924,-0.34795,-0.05056,-0.00055,0.04782,0.03474,-0.03069,0.04319,0.73077,-0.26796,-1.27828,-0.11534,0.00208,0.13802,0.06892,0.71952,0.06214,0.26426,-0.08081,0.00289,-0.01898,-0.01158
0.1,-0.00852,-0.00019,0.00738,-0.1313,-0.67607,-0.0326,0.69068,0.03635,0.11891,0.0694,0.01421,-0.0007,0.20612,0.01629,0.00306,0.00418,0.07288,0.02196,0.08708,-0.37761,-0.07386,-0.0007,0.05253,0.03095,-0.03789,0.04696,0.76116,-0.29357,-1.39808,-0.11947,0.00173,0.15173,0.07513,0.75367,0.07747,0.3349,-0.08543,0.0041,-0.02598,-0.01526
0.12,-0.00977,-0.00017,0.00891,-0.12486,-0.68435,-0.03289,0.70312,0.03702,0.11963,0.08212,0.02008,-0.0007,0.21485,0.02929,0.0044,0.00429,0.09876,0.01965,0.08083,-0.39507,-0.0993,-0.00086,0.05615,0.02579,-0.04634,0.04919,0.76358,-0.31151,-1.47949,-0.11904,0.00128,0.16153,0.07925,0.76078,0.09279,0.40756,-0.08716,0.00545,-0.03354,-0.01912
0.14,-0.01095,-0.00014,0.01044,-0.11175,-0.66394,-0.03171,0.68696,0.03634,0.11529,0.09428,0.02667,-0.00069,0.22417,0.04424,0.00594,0.00406,0.12835,0.01418,0.06912,-0.39446,-0.12614,-0.001,0.05834,0.01943,-0.05612,0.0492,0.73266,-0.318,-1.50384,-0.11322,0.00075,0.16538,0.08032,0.73524,0.1067,0.47626,-0.08536,0.00687,-0.04112,-0.02289
0.16,-0.01198,-0.0001,0.01189,-0.09193,-0.61339,-0.02899,0.64047,0.03419,0.10564,0.10524,0.03374,-0.00065,0.23251,0.06066,0.0076,0.00334,0.16036,0.00449,0.05056,-0.37017,-0.15361,-0.00112,0.05902,0.0123,-0.0674,0.04645,0.6675,-0.30973,-1.45465,-0.10185,0.00017,0.16146,0.07748,0.67573,0.11749,0.53363,-0.07987,0.00822,-0.04803,-0.02618
0.18,-0.01275,-6e-05,0.01317,-0.06636,-0.53579,-0.02487,0.56641,0.03062,0.09124,0.11449,0.04098,-0.00058,0.23792,0.07788,0.00927,0.002,0.19279,-0.01061,0.02393,-0.31741,-0.18092,-0.00119,0.0585,0.00515,-0.08044,0.04052,0.57263,-0.28437,-1.32006,-0.08565,-0.0004,0.14839,0.07015,0.58613,0.1233,0.57141,-0.0711,0.00936,-0.05343,-0.02857
