T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00201,6e-05,-0.03881,-0.08288,0,0.03566,-0.04299,-0.05338,0.02018,0.00048,-0.00911,0.19988,-1.26835,-0.05248,-1.20892,0.11086,-0.18506,0.81148,-0.03575,0.84568,0.02752,-0.71907,-0.01216,0.17296,0.00761,-0.00574,-0.01546,0.03858,0.19162,0.0286,0.01601,0.0026,-0.06689,0.0144,0.00145,-0.09325,-0.06014,-0.00866,0.16652,0.19322
0.02,-0.00245,1e-05,-0.0403,-0.08168,0,0.03896,-0.0422,-0.05658,0.01678,0.00767,-0.00702,0.20738,-1.346,-0.06181,-1.2743,0.11792,-0.17067,0.83937,-0.03455,0.86748,0.02625,-0.74247,-0.00419,0.18046,0.00778,-0.00735,-0.01302,0.0374,0.19467,0.02118,0.01892,0.0021,-0.06936,0.01607,0.00036,-0.09669,-0.06451,-0.00899,0.17438,0.19721
0.04,-0.00305,-6e-05,-0.04146,-0.07784,0,0.04267,-0.03984,-0.05977,0.01201,0.01747,-0.00353,0.21338,-1.42823,-0.07339,-1.34107,0.12532,-0.14757,0.86213,-0.03211,0.88347,0.0233,-0.76319,0.00708,0.1866,0.00801,-0.00923,-0.00954,0.03501,0.19486,0.01057,0.02264,0.00118,-0.07181,0.01816,-0.00121,-0.10012,-0.06934,-0.00911,0.18171,0.19882
0.06,-0.00377,-0.00017,-0.04212,-0.07077,0,0.04653,-0.03566,-0.06251,0.00593,0.02914,0.00141,0.21666,-1.50596,-0.08652,-1.40131,0.13224,-0.11585,0.87482,-0.02828,0.89192,0.01818,-0.77954,0.02112,0.18963,0.00845,-0.0112,-0.00509,0.03137,0.191,-0.00306,0.02707,-0.00022,-0.07394,0.02065,-0.00312,-0.10343,-0.0744,-0.00889,0.18746,0.19715
0.08,-0.0046,-0.00032,-0.04206,-0.05991,0,0.05016,-0.02942,-0.06427,-0.00121,0.04167,0.00784,0.21588,-1.5688,-0.10021,-1.44617,0.13769,-0.07642,0.87246,-0.02299,0.89151,0.01041,-0.79006,0.03711,0.18766,0.00927,-0.01296,8e-05,0.02653,0.182,-0.0192,0.03203,-0.00214,-0.0755,0.02352,-0.00523,-0.1066,-0.07933,-0.00817,0.19047,0.1914
0.1,-0.00549,-0.00051,-0.04108,-0.04494,0,0.05313,-0.02097,-0.06459,-0.00889,0.05394,0.01578,0.20993,-1.60763,-0.11328,-1.46828,0.14077,-0.03119,0.85169,-0.01631,0.88236,-0.00039,-0.79448,0.05404,0.17909,0.01065,-0.01418,0.00559,0.02067,0.16721,-0.03694,0.03724,-0.00462,-0.0764,0.0267,-0.00736,-0.10976,-0.08378,-0.00681,0.18977,0.18113
0.12,-0.00641,-0.00075,-0.03905,-0.02592,0,0.05505,-0.0103,-0.0631,-0.01635,0.06484,0.02518,0.1982,-1.61627,-0.12444,-1.46318,0.14078,0.01689,0.81169,-0.00848,0.86641,-0.01441,-0.79409,0.07079,0.16292,0.0127,-0.01452,0.01094,0.01408,0.14671,-0.05505,0.04239,-0.00772,-0.07681,0.03008,-0.00939,-0.1132,-0.0874,-0.00465,0.18471,0.16648
0.14,-0.0073,-0.00103,-0.03588,-0.00339,0,0.05555,0.00243,-0.05957,-0.0227,0.07342,0.03594,0.18068,-1.59199,-0.13246,-1.42962,0.13734,0.06412,0.75425,8e-05,0.84694,-0.03155,-0.79122,0.08616,0.13893,0.01547,-0.01364,0.01554,0.00719,0.12131,-0.07202,0.04709,-0.01146,-0.07702,0.03349,-0.0112,-0.11716,-0.08981,-0.00162,0.17505,0.14804
0.16,-0.00814,-0.00134,-0.03159,0.02157,0,0.05435,0.01689,-0.05399,-0.02702,0.07897,0.04775,0.15802,-1.53518,-0.13619,-1.36914,0.13037,0.10661,0.68336,0.00887,0.82749,-0.0514,-0.78835,0.09898,0.10773,0.01882,-0.01134,0.01881,0.00049,0.09252,-0.08628,0.05096,-0.01582,-0.07741,0.03662,-0.01272,-0.12164,-0.0906,0.00229,0.16091,0.12676
0.18,-0.00886,-0.00167,-0.02627,0.04742,0,0.05129,0.0326,-0.04646,-0.02852,0.08117,0.06013,0.13143,-1.44857,-0.13476,-1.28513,0.12004,0.14079,0.60428,0.01735,0.81055,-0.07314,-0.78689,0.1082,0.07075,0.02245,-0.00753,0.0203,-0.00553,0.06236,-0.0964,0.05359,-0.02069,-0.07824,0.03903,-0.01391,-0.12609,-0.08924,0.00693,0.14268,0.10368
0.2,-0.00945,-0.002,-0.02009,0.07216,0,0.0463,0.04891,-0.03727,-0.02669,0.08015,0.07234,0.10252,-1.33631,-0.12759,-1.1818,0.10673,0.164,0.52269,0.02499,0.79637,-0.09559,-0.7862,0.11298,0.03014,0.02583,-0.00234,0.01975,-0.01045,0.0331,-0.10126,0.05459,-0.02588,-0.0796,0.04016,-0.01475,-0.12938,-0.08514,0.01205,0.12092,0.0797
0.22,-0.00985,-0.0023,-0.01328,0.09361,0,0.03948,0.06507,-0.02682,-0.02139,0.07651,0.08351,0.07309,-1.20317,-0.11452,-1.06336,0.09096,0.17489,0.44384,0.03136,0.78224,-0.11725,-0.78306,0.11283,-0.01138,0.02833,0.00392,0.01715,-0.01397,0.00702,-0.10022,0.05366,-0.03114,-0.08132,0.03938,-0.01525,-0.12985,-0.07765,0.01724,0.09634,0.05554
0.24,-0.01005,-0.00256,-0.0061,0.10963,0,0.03105,0.08029,-0.01558,-0.01282,0.07128,0.09267,0.04486,-1.0539,-0.09575,-0.93345,0.07329,0.17352,0.37191,0.0361,0.76241,-0.13644,-0.77168,0.10768,-0.05077,0.02927,0.01072,0.01272,-0.01593,-0.01385,-0.09318,0.05057,-0.03615,-0.08301,0.03608,-0.01546,-0.12559,-0.06622,0.02205,0.06973,0.03165
0.26,-0.01002,-0.00274,0.00114,0.11847,0,0.02135,0.09371,-0.0041,-0.00146,0.0658,0.09895,0.01915,-0.89294,-0.07194,-0.7949,0.05427,0.16127,0.30974,0.03896,0.72868,-0.15147,-0.74441,0.09796,-0.08487,0.02806,0.01742,0.00691,-0.01634,-0.02796,-0.08057,0.04526,-0.04059,-0.08418,0.02984,-0.01543,-0.11491,-0.05056,0.02603,0.04197,0.0084
0.28,-0.00974,-0.00283,0.00818,0.11907,0,0.01081,0.10456,0.00702,0.01197,0.0616,0.10172,-0.00329,-0.72432,-0.04409,-0.64986,0.03435,0.14061,0.25865,0.03977,0.6715,-0.16082,-0.69288,0.08466,-0.11073,0.0244,0.02332,0.00029,-0.01536,-0.03446,-0.06333,0.03781,-0.0442,-0.08436,0.02056,-0.01525,-0.09688,-0.0308,0.0288,0.01411,-0.01384
0.3,-0.0092,-0.00281,0.01475,0.11129,0,-5e-05,0.11215,0.01725,0.02663,0.06016,0.1007,-0.02248,-0.55184,-0.01351,-0.50011,0.01393,0.1147,0.21854,0.03842,0.58147,-0.16336,-0.60937,0.06921,-0.12587,0.01833,0.02772,-0.00649,-0.01326,-0.03329,-0.04276,0.02849,-0.04678,-0.0832,0.00856,-0.01504,-0.07164,-0.00759,0.03013,-0.01272,-0.03453
0.32,-0.00838,-0.00269,0.02066,0.09603,0,-0.01068,0.11595,0.02605,0.04162,0.06279,0.09606,-0.03909,-0.37928,0.01819,-0.34746,-0.00673,0.08695,0.1881,0.03491,0.45093,-0.15844,-0.4882,0.05341,-0.12854,0.01026,0.03004,-0.01284,-0.01044,-0.02526,-0.02041,0.01777,-0.04824,-0.08057,-0.00541,-0.01493,-0.0406,0.01786,0.02997,-0.03728,-0.05297
0.34,-0.0073,-0.00247,0.02573,0.07506,0,-0.0205,0.11562,0.03298,0.05605,0.07041,0.08832,-0.05425,-0.21064,0.0493,-0.19422,-0.02734,0.06059,0.16509,0.02932,0.27558,-0.14599,-0.32701,0.03911,-0.11794,0.00094,0.02985,-0.01822,-0.00733,-0.01194,0.00207,0.00621,-0.04857,-0.0765,-0.02021,-0.01504,-0.0063,0.04392,0.02842,-0.05837,-0.0683
0.36,-0.00596,-0.00216,0.02987,0.05081,0,-0.02901,0.11103,0.03772,0.069,0.08342,0.07829,-0.06918,-0.05029,0.07803,-0.04349,-0.04761,0.03818,0.14672,0.02186,0.05579,-0.12647,-0.12766,0.02796,-0.09432,-0.00874,0.02699,-0.02225,-0.00442,0.00451,0.02315,-0.00551,-0.0478,-0.07113,-0.0345,-0.01552,0.02806,0.06871,0.02569,-0.07494,-0.0797
0.38,-0.00437,-0.00178,0.03307,0.026,0,-0.03577,0.10228,0.04005,0.07956,0.10156,0.06683,-0.08481,0.09705,0.1027,0.10067,-0.06714,0.02137,0.12999,0.01288,-0.20249,-0.10085,0.10322,0.02102,-0.05908,-0.01792,0.02153,-0.02472,-0.00216,0.02155,0.04159,-0.01676,-0.04594,-0.06462,-0.04689,-0.01645,0.0591,0.0904,0.02206,-0.08632,-0.08659
0.4,-0.00257,-0.00135,0.03534,0.00323,0,-0.04048,0.0897,0.03995,0.08687,0.12387,0.05478,-0.10144,0.22635,0.12185,0.23323,-0.08534,0.01064,0.11205,0.00291,-0.48747,-0.07048,0.35429,0.01863,-0.01471,-0.02591,0.01386,-0.02559,-0.00097,0.03655,0.05651,-0.02697,-0.043,-0.05705,-0.05618,-0.01793,0.08387,0.10744,0.01776,-0.09227,-0.08875
0.42,-0.00059,-0.00087,0.03677,-0.0153,0,-0.04299,0.07387,0.03754,0.09015,0.14877,0.04278,-0.11858,0.3326,0.13435,0.34853,-0.10144,0.00543,0.09053,-0.00742,-0.78225,-0.037,0.61027,0.0203,0.03539,-0.03229,0.00461,-0.02501,-0.00114,0.04714,0.06745,-0.03567,-0.03893,-0.04844,-0.06152,-0.01996,0.10025,0.11874,0.01303,-0.09304,-0.08644
0.44,0.0015,-0.00036,0.03749,-0.02806,0,-0.0433,0.05556,0.0331,0.08881,0.17417,0.03123,-0.135,0.41126,0.13951,0.44075,-0.1145,0.00436,0.06379,-0.01742,-1.06645,-0.00217,0.85338,0.02491,0.0872,-0.03695,-0.00541,-0.02321,-0.00287,0.05145,0.07436,-0.04259,-0.03369,-0.0387,-0.06245,-0.02252,0.1072,0.12377,0.00801,-0.08936,-0.08036
0.46,0.00363,0.00018,0.03763,-0.03434,0,-0.04158,0.03569,0.02701,0.08253,0.19774,0.02027,-0.14896,0.45881,0.13717,0.50471,-0.12349,0.00569,0.03107,-0.02642,-1.31865,0.03227,1.06549,0.03094,0.13656,-0.03997,-0.01529,-0.02048,-0.00618,0.04846,0.07748,-0.04756,-0.02728,-0.02782,-0.05899,-0.02552,0.10482,0.12259,0.00281,-0.08222,-0.07153
0.48,0.00572,0.00072,0.03733,-0.03428,0,-0.03814,0.01528,0.01974,0.07141,0.21714,0.00979,-0.15854,0.47341,0.12769,0.53668,-0.12737,0.0078,-0.00738,-0.03389,-1.51916,0.06474,1.23033,0.03688,0.17962,-0.04161,-0.02416,-0.01711,-0.01095,0.03816,0.07723,-0.05059,-0.01979,-0.01587,-0.05159,-0.02883,0.09423,0.11574,-0.00244,-0.07278,-0.06107
