T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00367,-0.00133,0.00642,3.13417,-0.58997,-0.02973,0.69985,0.02411,-0.05716,-0.32886,0.01896,-0.00871,-0.66778,-1.69683,-0.40732,0.19404,1.59262,-0.05917,0.11651,0.1668,1.83118,-0.62529,0.26445,-1.51177,-0.12221,-0.02518,0.78582,-0.02228,0.04256,-0.41611,-0.14398,-0.08665,-0.05887,0.79213,0.07964,0.07505,-0.47748,-0.12817,0.05761,0.04141
0.02,0.00395,-0.00119,0.00808,3.12796,-0.59005,-0.03314,0.70038,0.02467,-0.0573,-0.32903,0.01932,-0.00872,-0.68908,-1.69817,-0.43054,0.19548,1.57921,-0.06126,0.11537,0.17255,1.83249,-0.63629,0.26235,-1.51078,-0.12107,-0.02698,0.7898,-0.02507,0.03027,-0.4245,-0.14267,-0.08518,-0.05792,0.79196,0.07915,0.07389,-0.47645,-0.12837,0.05821,0.04179
0.04,0.00423,-0.00105,0.00972,3.12176,-0.59012,-0.03654,0.70091,0.02522,-0.05744,-0.32921,0.01967,-0.00873,-0.7103,-1.6995,-0.45368,0.19691,1.56584,-0.06335,0.11424,0.17826,1.83379,-0.64724,0.26026,-1.50978,-0.11992,-0.02878,0.79376,-0.02787,0.01802,-0.43287,-0.14136,-0.08371,-0.05697,0.79178,0.07865,0.07273,-0.47543,-0.12857,0.0588,0.04218
0.06,0.00451,-0.00091,0.01137,3.11557,-0.5902,-0.03994,0.70145,0.02578,-0.05759,-0.32938,0.02003,-0.00873,-0.73153,-1.70084,-0.47682,0.19834,1.55246,-0.06543,0.1131,0.18399,1.8351,-0.6582,0.25816,-1.50879,-0.11878,-0.03059,0.79772,-0.03066,0.00577,-0.44124,-0.14005,-0.08224,-0.05603,0.79161,0.07815,0.07157,-0.47442,-0.12878,0.0594,0.04256
0.08,0.00479,-0.00077,0.01302,3.10935,-0.59028,-0.04335,0.70198,0.02634,-0.05772,-0.32956,0.02038,-0.00874,-0.75283,-1.70217,-0.50004,0.19977,1.53905,-0.06753,0.11197,0.18976,1.83642,-0.66922,0.25606,-1.5078,-0.11763,-0.03239,0.8017,-0.03345,-0.00651,-0.44963,-0.13874,-0.08077,-0.05508,0.79144,0.07765,0.0704,-0.47339,-0.12898,0.06,0.04294
0.1,0.00507,-0.00063,0.01466,3.1032,-0.59034,-0.04673,0.70252,0.02689,-0.05788,-0.32973,0.02074,-0.00874,-0.77391,-1.70351,-0.52302,0.20119,1.52577,-0.06959,0.11083,0.19538,1.83769,-0.68003,0.25399,-1.5068,-0.1165,-0.03418,0.8056,-0.03623,-0.01871,-0.45798,-0.13743,-0.07931,-0.05414,0.79126,0.07716,0.06926,-0.47238,-0.12918,0.06059,0.04332
0.12,0.00536,-0.00049,0.01632,3.09693,-0.59044,-0.05016,0.70304,0.02746,-0.058,-0.32991,0.0211,-0.00875,-0.79539,-1.70484,-0.54646,0.20264,1.51224,-0.07171,0.10969,0.20128,1.83905,-0.69125,0.25186,-1.50581,-0.11534,-0.03601,0.80966,-0.03905,-0.03105,-0.4664,-0.13612,-0.07782,-0.05319,0.79111,0.07666,0.06807,-0.47135,-0.12939,0.06119,0.04371
0.14,0.00564,-0.00035,0.01796,3.09077,-0.59051,-0.05355,0.70358,0.02801,-0.05815,-0.33009,0.02145,-0.00875,-0.81651,-1.70618,-0.56947,0.20406,1.49893,-0.07378,0.10856,0.20692,1.84033,-0.70208,0.24978,-1.50481,-0.1142,-0.03779,0.81357,-0.04183,-0.04327,-0.47475,-0.13481,-0.07636,-0.05225,0.79092,0.07616,0.06693,-0.47033,-0.12959,0.06178,0.04409
0.16,0.0059,-0.00021,0.01958,3.08474,-0.59054,-0.05689,0.70413,0.02854,-0.05835,-0.33026,0.02179,-0.00876,-0.83717,-1.7075,-0.59198,0.20544,1.4859,-0.07578,0.10744,0.21227,1.84153,-0.71247,0.24776,-1.50381,-0.1131,-0.03954,0.81731,-0.04457,-0.05532,-0.48304,-0.13352,-0.07491,-0.05132,0.7907,0.07569,0.06585,-0.46935,-0.12978,0.06235,0.04446
0.18,0.00625,-6e-05,0.02133,3.07793,-0.59076,-0.0605,0.70459,0.02918,-0.0583,-0.33045,0.02218,-0.00877,-0.86044,-1.70887,-0.61741,0.20705,1.47129,-0.07817,0.10626,0.21936,1.84323,-0.7255,0.24539,-1.50287,-0.11181,-0.04155,0.82208,-0.04754,-0.0683,-0.49173,-0.13216,-0.07336,-0.05032,0.7907,0.0751,0.06439,-0.4682,-0.13003,0.06303,0.04489
0.2,0.00642,6e-05,0.0228,3.07278,-0.5906,-0.06353,0.70526,0.02958,-0.05877,-0.3306,0.02248,-0.00877,-0.8782,-1.71016,-0.63668,0.20817,1.46002,-0.07974,0.10519,0.22275,1.84386,-0.73291,0.24376,-1.50177,-0.11092,-0.04298,0.82466,-0.05003,-0.07933,-0.49953,-0.13093,-0.07204,-0.04947,0.79023,0.07477,0.06376,-0.4674,-0.13017,0.06349,0.04518
0.22,0.00613,6e-05,0.02352,3.07213,-0.58935,-0.06505,0.70651,0.02935,-0.06075,-0.33059,0.02254,-0.00878,-0.88091,-1.71124,-0.63892,0.20796,1.458,-0.07898,0.1044,0.21611,1.84153,-0.72515,0.24411,-1.5004,-0.11115,-0.04285,0.82128,-0.0512,-0.08504,-0.50514,-0.12999,-0.07131,-0.04903,0.78845,0.07508,0.06523,-0.46755,-0.13004,0.06339,0.0451
0.24,0.00567,2e-05,0.02395,3.07315,-0.58774,-0.06597,0.708,0.02886,-0.06322,-0.33054,0.02251,-0.00879,-0.8781,-1.71226,-0.63501,0.20726,1.45931,-0.0774,0.10371,0.20574,1.83812,-0.71172,0.2452,-1.49885,-0.11178,-0.04212,0.81571,-0.05188,-0.08882,-0.50978,-0.12917,-0.07082,-0.04875,0.7862,0.07566,0.06756,-0.46803,-0.12981,0.06307,0.04487
0.26,0.00528,-0,0.02449,3.07342,-0.58631,-0.06711,0.70942,0.02848,-0.0654,-0.33052,0.02252,-0.0088,-0.87779,-1.71331,-0.63399,0.20678,1.45904,-0.07623,0.10298,0.197,1.8352,-0.70072,0.246,-1.49729,-0.11224,-0.04163,0.81111,-0.05281,-0.09348,-0.5147,-0.12832,-0.07025,-0.0484,0.78417,0.07613,0.0696,-0.46835,-0.12962,0.06284,0.0447
0.28,0.0049,-2e-05,0.02512,3.07366,-0.58479,-0.06848,0.71068,0.02814,-0.0679,-0.33046,0.02254,-0.00881,-0.8775,-1.71435,-0.63252,0.2063,1.45907,-0.07493,0.10222,0.18853,1.8323,-0.69029,0.24664,-1.49613,-0.11266,-0.04127,0.80661,-0.05365,-0.0981,-0.52032,-0.12737,-0.06958,-0.048,0.78209,0.07653,0.07124,-0.46872,-0.12945,0.06265,0.04456
0.3,0.00447,-5e-05,0.02548,3.07436,-0.58339,-0.06921,0.71233,0.02765,-0.06983,-0.33046,0.02252,-0.00881,-0.87588,-1.7154,-0.63054,0.20571,1.45925,-0.0737,0.10154,0.17861,1.8291,-0.67739,0.24776,-1.4941,-0.11324,-0.0405,0.80138,-0.05455,-0.10235,-0.52422,-0.12665,-0.06916,-0.04776,0.78,0.07715,0.07388,-0.46906,-0.12923,0.06233,0.04432
0.32,0.00392,-0.00013,0.02522,3.07594,-0.58237,-0.06839,0.71503,0.02681,-0.07009,-0.33071,0.02246,-0.00882,-0.87175,-1.71651,-0.62847,0.20501,1.45894,-0.07297,0.10104,0.16568,1.82518,-0.65854,0.25021,-1.48956,-0.11431,-0.03868,0.79461,-0.05585,-0.10588,-0.52379,-0.12651,-0.06941,-0.04798,0.77789,0.07831,0.07942,-0.46921,-0.12892,0.06168,0.04384
0.34,0.00333,-0.00023,0.02469,3.07793,-0.58148,-0.06694,0.7181,0.02581,-0.06974,-0.33101,0.02237,-0.00882,-0.86651,-1.71762,-0.62612,0.20422,1.45867,-0.07235,0.10062,0.15143,1.82104,-0.6375,0.25308,-1.48418,-0.11552,-0.03647,0.78718,-0.0572,-0.10911,-0.52162,-0.12659,-0.0699,-0.04835,0.7758,0.07967,0.08586,-0.46931,-0.12858,0.06092,0.04327
0.36,0.00277,-0.00031,0.02425,3.07974,-0.58056,-0.06575,0.72098,0.02486,-0.06965,-0.33125,0.02228,-0.00883,-0.86192,-1.71873,-0.624,0.20344,1.45841,-0.07165,0.10018,0.13774,1.81711,-0.61778,0.25564,-1.47932,-0.11659,-0.03449,0.78006,-0.05845,-0.11259,-0.52011,-0.12656,-0.07026,-0.04863,0.77375,0.08093,0.09166,-0.46944,-0.12826,0.06022,0.04275
0.38,0.00216,-0.0004,0.02395,3.08157,-0.57952,-0.06465,0.72399,0.024,-0.06966,-0.33164,0.02227,-0.00883,-0.85656,-1.71987,-0.62126,0.20273,1.45813,-0.07104,0.09967,0.12402,1.81264,-0.59649,0.25874,-1.4739,-0.11798,-0.03227,0.77278,-0.05999,-0.11555,-0.51912,-0.12658,-0.07073,-0.04899,0.77145,0.08225,0.09846,-0.46955,-0.1279,0.05945,0.04217
0.4,0.00166,-0.00049,0.0233,3.08345,-0.57876,-0.06322,0.7268,0.02291,-0.0693,-0.33173,0.02207,-0.00884,-0.85257,-1.72093,-0.61977,0.20189,1.45787,-0.07027,0.09934,0.11018,1.80928,-0.57805,0.26082,-1.46942,-0.11873,-0.03046,0.76575,-0.06096,-0.11952,-0.51665,-0.12655,-0.07102,-0.04922,0.7697,0.08348,0.10335,-0.4697,-0.12762,0.0588,0.04171
0.42,0.00142,-0.00057,0.02177,3.0854,-0.57859,-0.06103,0.72904,0.02127,-0.06805,-0.33109,0.0214,-0.00885,-0.85303,-1.72174,-0.62217,0.20066,1.45768,-0.06897,0.09948,0.09577,1.80891,-0.56769,0.26001,-1.46811,-0.11762,-0.02993,0.7594,-0.0604,-0.12659,-0.51059,-0.12632,-0.07073,-0.04903,0.76928,0.08442,0.10309,-0.46992,-0.12753,0.05848,0.04164
0.44,0.00129,-0.00064,0.0199,3.08739,-0.5787,-0.05852,0.73103,0.0194,-0.06644,-0.33013,0.02053,-0.00885,-0.85485,-1.72246,-0.62579,0.19932,1.4575,-0.0675,0.09981,0.08142,1.80968,-0.56036,0.25817,-1.46772,-0.11586,-0.02982,0.75339,-0.05927,-0.13465,-0.50311,-0.12604,-0.07026,-0.04871,0.76947,0.08526,0.10081,-0.47017,-0.12753,0.0583,0.0417
0.46,0.00114,-0.00072,0.01815,3.08935,-0.57876,-0.05615,0.73308,0.01763,-0.06499,-0.32926,0.01972,-0.00886,-0.85583,-1.72319,-0.62866,0.19807,1.45731,-0.06616,0.10006,0.06745,1.81001,-0.55188,0.25679,-1.46667,-0.11443,-0.02949,0.74737,-0.05835,-0.1421,-0.49625,-0.12578,-0.06988,-0.04847,0.76952,0.08612,0.09921,-0.47043,-0.12751,0.0581,0.04172
0.48,0.00087,-0.00081,0.01651,3.09137,-0.57853,-0.0538,0.73539,0.01589,-0.06356,-0.32862,0.01906,-0.00887,-0.85775,-1.72403,-0.63237,0.19667,1.45714,-0.06464,0.10027,0.05171,1.81001,-0.54236,0.25548,-1.46657,-0.11287,-0.02926,0.7407,-0.05762,-0.1502,-0.48944,-0.12552,-0.06947,-0.04818,0.76897,0.08706,0.09859,-0.47061,-0.1274,0.05775,0.04167
0.5,0.00087,-0.00087,0.01458,3.09328,-0.57896,-0.05133,0.73709,0.01403,-0.062,-0.32742,0.01803,-0.00887,-0.85798,-1.72464,-0.63457,0.19555,1.45693,-0.06343,0.10061,0.03969,1.81095,-0.53578,0.25378,-1.46477,-0.11141,-0.02894,0.73549,-0.05637,-0.15719,-0.48223,-0.12525,-0.06908,-0.04794,0.76981,0.08783,0.09551,-0.47097,-0.1275,0.05771,0.04179
0.52,0.00155,-0.00088,0.01196,3.0948,-0.58117,-0.04858,0.73728,0.01184,-0.06011,-0.32475,0.016,-0.00888,-0.85379,-1.72466,-0.63298,0.19516,1.45662,-0.06316,0.10123,0.03793,1.81423,-0.53632,0.25123,-1.45764,-0.11044,-0.0282,0.73415,-0.05379,-0.16105,-0.47413,-0.12495,-0.06884,-0.04781,0.77437,0.0881,0.08553,-0.47177,-0.12818,0.05857,0.04241
