T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0,0.95578,-0,3.21609,0,-0.05384,0.0351,0.04345,-0.01559,-0.53213,0.08469,-0.00534,-0.20921,-1.21885,-1.35897,0.42309,1.30822,-0.35083,-0.0432,0.03666,1.23444,1.0679,0.37897,-1.28594,-0.53312,0.04683,-0.07453,0.05813,0.09917,-0.11377,-0.02113,-0.06844,-0.132,-0.0262,0.07481,-0.03616,-0.12672,0.07625,0.04269,0.00859
0.02,1e-05,0.95579,4e-05,3.216,0,-0.05386,0.03505,0.04346,-0.01572,-0.53193,0.08469,-0.0054,-0.20861,-1.21852,-1.35833,0.42306,1.30783,-0.35063,-0.04324,0.03527,1.23438,1.06926,0.37892,-1.28656,-0.53242,0.047,-0.07454,0.05809,0.09914,-0.11368,-0.02124,-0.06862,-0.13187,-0.02619,0.07478,-0.03617,-0.12676,0.07627,0.04269,0.00866
0.04,2e-05,0.95579,8e-05,3.21592,0,-0.05388,0.035,0.04348,-0.01584,-0.53174,0.0847,-0.00547,-0.20801,-1.21819,-1.35771,0.42302,1.30743,-0.35044,-0.04327,0.03389,1.23433,1.0706,0.37886,-1.28718,-0.53171,0.04717,-0.07455,0.05806,0.09912,-0.1136,-0.02136,-0.06881,-0.13175,-0.02619,0.07476,-0.03617,-0.1268,0.0763,0.04268,0.00872
0.06,4e-05,0.95579,0.00012,3.21582,0,-0.0539,0.03495,0.0435,-0.01595,-0.53156,0.0847,-0.00552,-0.20741,-1.21786,-1.35708,0.42299,1.30704,-0.35025,-0.04331,0.03253,1.23427,1.07191,0.3788,-1.28778,-0.53102,0.04734,-0.07456,0.05803,0.0991,-0.11352,-0.02147,-0.06899,-0.13162,-0.02619,0.07474,-0.03616,-0.12683,0.07635,0.04268,0.00879
0.08,5e-05,0.95579,0.00016,3.21576,0,-0.05392,0.03488,0.04351,-0.0161,-0.53134,0.08472,-0.0056,-0.20682,-1.21753,-1.35644,0.42296,1.30662,-0.35002,-0.04334,0.03102,1.2342,1.07338,0.37874,-1.28844,-0.53026,0.04752,-0.07458,0.058,0.09907,-0.11342,-0.02161,-0.06918,-0.13152,-0.02617,0.07472,-0.03618,-0.12688,0.07632,0.04268,0.00887
0.1,6e-05,0.9558,0.0002,3.21564,0,-0.05395,0.03485,0.04354,-0.01618,-0.5312,0.08471,-0.00564,-0.20621,-1.2172,-1.35583,0.42293,1.30626,-0.34987,-0.04339,0.02985,1.23416,1.07453,0.37869,-1.28899,-0.52965,0.04767,-0.07458,0.05796,0.09905,-0.11336,-0.0217,-0.06934,-0.13137,-0.02619,0.0747,-0.03615,-0.12689,0.07644,0.04267,0.00891
0.12,3e-05,0.9558,0.00023,3.21533,0,-0.05397,0.03493,0.04358,-0.01611,-0.53132,0.08465,-0.00553,-0.20544,-1.21691,-1.35525,0.4229,1.30606,-0.34998,-0.04352,0.0296,1.23421,1.07478,0.37863,-1.28922,-0.52948,0.04773,-0.07452,0.05793,0.09903,-0.11342,-0.02168,-0.06941,-0.13106,-0.02632,0.07468,-0.03594,-0.12679,0.07703,0.04261,0.00883
0.14,-1e-05,0.9558,0.00026,3.21496,0,-0.05401,0.03504,0.04364,-0.01599,-0.53153,0.08457,-0.00538,-0.20465,-1.21663,-1.35471,0.42288,1.30593,-0.35018,-0.04368,0.02968,1.23428,1.07472,0.37858,-1.28935,-0.52946,0.04776,-0.07445,0.0579,0.09902,-0.11352,-0.02163,-0.06943,-0.13072,-0.0265,0.07467,-0.03567,-0.12665,0.07775,0.04254,0.0087
0.16,-4e-05,0.95579,0.0003,3.21463,0,-0.05404,0.03514,0.04369,-0.01589,-0.53168,0.08449,-0.00525,-0.20392,-1.21635,-1.35418,0.42285,1.30578,-0.35033,-0.04382,0.0296,1.23433,1.0748,0.37853,-1.28953,-0.52938,0.0478,-0.07438,0.05788,0.09901,-0.11361,-0.0216,-0.06947,-0.13041,-0.02666,0.07466,-0.03544,-0.12654,0.07836,0.04249,0.00861
0.18,-8e-05,0.95579,0.00033,3.21427,0,-0.05407,0.03525,0.04373,-0.01579,-0.53189,0.08442,-0.00512,-0.20301,-1.21606,-1.35354,0.42283,1.30555,-0.3505,-0.04398,0.02959,1.2344,1.07488,0.37846,-1.28969,-0.52928,0.04784,-0.07432,0.05784,0.09895,-0.11369,-0.02156,-0.06952,-0.13003,-0.02683,0.07465,-0.03518,-0.1264,0.07915,0.04241,0.00846
0.2,-0.00011,0.95579,0.00036,3.21394,0,-0.05411,0.03532,0.04381,-0.01569,-0.53201,0.08434,-0.00499,-0.20246,-1.21579,-1.35313,0.4228,1.30551,-0.35066,-0.0441,0.02951,1.23444,1.07489,0.37843,-1.28987,-0.52925,0.04788,-0.07424,0.05782,0.09901,-0.1138,-0.02153,-0.06955,-0.12979,-0.02697,0.07464,-0.03496,-0.12629,0.07961,0.04236,0.00842
