T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.01446,0.00096,0.02826,-0.00885,0,-0.01148,-0.00678,0.00932,0.01197,-0.30284,0.02495,0.01498,0.04079,-0.05621,-0.23109,0.02532,0.08778,-0.01227,-0.00344,0.0632,-0.0152,-0.03317,0.16221,0.29164,-0.17313,-0.03545,0.01775,-0.01395,0.00601,-0.00013,-0.0115,0.01225,-0.01854,0.02652,-0.0193,-0.01399,-0.02096,0.00336,0.00402,0.02576
0.02,0.01542,0.00094,0.02924,-0.00944,0,-0.01145,-0.00689,0.0101,0.01367,-0.31379,0.02323,0.01679,0.04093,-0.06217,-0.24142,0.02733,0.07136,-0.00286,-0.00241,0.07574,-0.00584,-0.06275,0.18313,0.31682,-0.16918,-0.04002,0.01679,-0.01502,0.00614,0.00384,-0.01279,0.0118,-0.01838,0.02651,-0.01991,-0.00839,-0.01907,0.00389,0.00277,0.02088
0.04,0.01678,0.00095,0.02992,-0.01032,0,-0.01139,-0.00796,0.01081,0.01534,-0.32155,0.02081,0.0191,0.04193,-0.06862,-0.24785,0.02976,0.05251,0.00924,-0.00152,0.09151,0.00646,-0.09613,0.20533,0.33481,-0.15818,-0.0438,0.01599,-0.01585,0.00694,0.00837,-0.01455,0.01101,-0.0181,0.02613,-0.02,0.00018,-0.01583,0.00426,0.00073,0.01326
0.06,0.01869,0.00101,0.03032,-0.0116,0,-0.01142,-0.01049,0.01142,0.01684,-0.32599,0.01792,0.02193,0.04418,-0.07544,-0.24959,0.03283,0.03431,0.0233,-0.00107,0.11037,0.0216,-0.12978,0.22727,0.33979,-0.1403,-0.04589,0.01584,-0.01629,0.00876,0.01298,-0.01692,0.00997,-0.01796,0.02552,-0.0194,0.01187,-0.01122,0.00434,-0.00218,0.00282
0.08,0.02129,0.00117,0.0304,-0.01338,0,-0.01172,-0.01506,0.0119,0.01794,-0.32659,0.01488,0.02524,0.04808,-0.08231,-0.24551,0.03674,0.02104,0.03808,-0.00143,0.1316,0.03913,-0.15836,0.24635,0.32399,-0.1161,-0.04509,0.01689,-0.01612,0.01201,0.01696,-0.02004,0.00882,-0.01826,0.02487,-0.01792,0.02661,-0.00534,0.00394,-0.00606,-0.01031
0.1,0.0247,0.00146,0.03013,-0.01572,0,-0.01246,-0.0223,0.01216,0.01831,-0.3225,0.01213,0.0289,0.05408,-0.08862,-0.23405,0.0416,0.01822,0.05174,-0.00308,0.15387,0.05805,-0.17465,0.25886,0.27798,-0.08656,-0.03988,0.01984,-0.01505,0.01714,0.01936,-0.02401,0.00776,-0.01933,0.02438,-0.01533,0.04402,0.00163,0.00284,-0.0109,-0.0257
0.12,0.02903,0.00193,0.02941,-0.01871,0,-0.01385,-0.03287,0.01207,0.01751,-0.31255,0.01028,0.03273,0.06299,-0.09343,-0.21295,0.04742,0.03223,0.06205,-0.00654,0.17537,0.07669,-0.17008,0.26021,0.19173,-0.0523,-0.02856,0.02544,-0.01276,0.02459,0.019,-0.02884,0.00698,-0.02153,0.02429,-0.01139,0.06353,0.00941,0.00079,-0.01665,-0.04275
0.14,0.03439,0.00261,0.02814,-0.02249,0,-0.01604,-0.04744,0.01134,0.01501,-0.29547,0.01008,0.03662,0.07649,-0.09541,-0.17901,0.05395,0.06958,0.06677,-0.0124,0.19417,0.09234,-0.13577,0.24552,0.05649,-0.01255,-0.00945,0.03454,-0.00892,0.03485,0.01459,-0.03444,0.0066,-0.02511,0.0248,-0.00584,0.08454,0.01778,-0.00245,-0.02321,-0.0608
0.16,0.0409,0.00351,0.02614,-0.02726,0,-0.01913,-0.06664,0.00955,0.01012,-0.27004,0.01246,0.04052,0.09734,-0.09283,-0.12801,0.06062,0.13624,0.06391,-0.02125,0.20838,0.10116,-0.06346,0.21004,-0.1334,0.03547,0.01891,0.04792,-0.00321,0.04833,0.00485,-0.04056,0.00664,-0.03017,0.02609,0.00153,0.10649,0.02659,-0.00709,-0.03041,-0.07915
0.18,0.04864,0.00465,0.02326,-0.03325,0,-0.02312,-0.09086,0.00614,0.0021,-0.2353,0.0185,0.04445,0.12937,-0.08356,-0.05499,0.0665,0.23709,0.05171,-0.0336,0.21607,0.09793,0.05395,0.1495,-0.37887,0.09633,0.05747,0.06629,0.00456,0.06531,-0.01147,-0.04672,0.007,-0.03661,0.02828,0.01083,0.12867,0.03569,-0.01331,-0.03796,-0.09698
