T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00061,-0.00041,0.00097,-0.03085,0,0.00122,-0.00018,0.00252,0.09704,-0.12152,-0.08152,-0.00119,0.02008,0.1056,0.16555,-0.06262,0.00413,0.02482,0.04072,0.11932,0.05627,0.3457,-0.01833,0.09079,0.00144,-0.00518,0.00496,-0.00468,0.00877,-0.00693,0.00813,-0.00398,0.00396,0.018,-0.0018,-0.03821,-0.05269,0.12184,0.02509,0.10787
0.02,-0.00082,-0.00041,0.00108,-0.03314,0,0.00095,-0.00017,0.00316,0.09784,-0.1207,-0.08419,-0.00197,0.02107,0.10826,0.14785,-0.06829,0.00266,0.02598,0.04443,0.11525,0.05879,0.35104,-0.02437,0.10519,0.0039,-0.00811,0.00599,-0.00479,0.01425,-0.00935,0.00838,-0.00386,0.0021,0.01736,-0.002,-0.03575,-0.05269,0.11924,0.02424,0.10697
0.04,-0.00106,-0.00037,0.00121,-0.03552,0,0.00051,-0.00029,0.00393,0.09684,-0.11688,-0.08576,-0.00294,0.02192,0.10921,0.12095,-0.07429,0.0007,0.02692,0.04834,0.10691,0.06073,0.35146,-0.0322,0.12234,0.00721,-0.01199,0.00727,-0.00479,0.02123,-0.01231,0.00818,-0.00359,-0.00034,0.0161,-0.00218,-0.03061,-0.0514,0.11258,0.02243,0.10244
0.06,-0.00134,-0.00029,0.00135,-0.03793,0,-0.00012,-0.00056,0.00478,0.09414,-0.11025,-0.08608,-0.00404,0.02258,0.10823,0.08627,-0.08027,-0.00158,0.02758,0.05219,0.0945,0.06193,0.34764,-0.04164,0.14139,0.01125,-0.0167,0.00873,-0.00466,0.02934,-0.0156,0.00734,-0.00316,-0.00319,0.01423,-0.00233,-0.02199,-0.04877,0.10182,0.01966,0.09348
0.08,-0.00163,-0.00015,0.00149,-0.04019,0,-0.00095,-0.00099,0.00562,0.08991,-0.10119,-0.08487,-0.00517,0.02297,0.10503,0.04638,-0.08556,-0.00392,0.02782,0.05555,0.07849,0.0621,0.34031,-0.05216,0.16069,0.01579,-0.02199,0.01024,-0.00435,0.03784,-0.01885,0.0056,-0.00256,-0.00613,0.0118,-0.00238,-0.00898,-0.04479,0.08709,0.01593,0.0792
0.1,-0.0019,6e-05,0.00163,-0.04202,0,-0.00198,-0.0016,0.00633,0.08435,-0.09022,-0.08177,-0.00618,0.02297,0.09921,0.00508,-0.0892,-0.00596,0.02747,0.05777,0.05973,0.06085,0.33026,-0.06293,0.17781,0.02045,-0.02745,0.0116,-0.00382,0.04572,-0.02157,0.00267,-0.00181,-0.00873,0.00893,-0.00229,0.00923,-0.03948,0.06877,0.01132,0.05876
0.12,-0.00213,0.00035,0.00174,-0.04309,0,-0.0032,-0.00243,0.00677,0.07766,-0.07788,-0.07638,-0.00691,0.02242,0.09039,-0.03334,-0.09014,-0.00731,0.02633,0.05814,0.03917,0.05775,0.31821,-0.07297,0.19005,0.0248,-0.03257,0.01263,-0.00304,0.05182,-0.02319,-0.00171,-0.00092,-0.01053,0.00575,-0.00201,0.03306,-0.0329,0.04736,0.00598,0.03169
0.14,-0.00224,0.00074,0.00182,-0.0431,0,-0.00457,-0.00363,0.00683,0.06999,-0.06456,-0.06838,-0.00718,0.0212,0.07828,-0.06531,-0.08754,-0.00767,0.02426,0.0561,0.01769,0.05244,0.30469,-0.08139,0.19538,0.02844,-0.0369,0.01319,-0.00198,0.05518,-0.0233,-0.00772,9e-05,-0.01115,0.00245,-0.00147,0.06207,-0.02513,0.02342,0.00011,-0.00161
0.16,-0.00216,0.00123,0.00185,-0.04181,0,-0.00608,-0.00548,0.00645,0.06141,-0.05036,-0.05762,-0.00686,0.0192,0.06283,-0.0887,-0.081,-0.00693,0.02119,0.05137,-0.00412,0.0447,0.2899,-0.08761,0.19302,0.03114,-0.04013,0.01332,-0.00064,0.05532,-0.02173,-0.01542,0.00122,-0.0104,-0.00075,-0.00066,0.09452,-0.01632,-0.00252,-0.00601,-0.03948
0.18,-0.00181,0.00182,0.00184,-0.03913,0,-0.00769,-0.00837,0.00564,0.05198,-0.03522,-0.04426,-0.00585,0.01638,0.04436,-0.10279,-0.07071,-0.00518,0.01719,0.04407,-0.02576,0.03459,0.27389,-0.0913,0.18358,0.0328,-0.04207,0.01316,0.00095,0.05221,-0.01858,-0.02464,0.00243,-0.00827,-0.00358,0.0004,0.12705,-0.00672,-0.02974,-0.01196,-0.07851
0.2,-0.00105,0.0025,0.00182,-0.03506,0,-0.00934,-0.0128,0.00446,0.0418,-0.01896,-0.02873,-0.0041,0.01275,0.02364,-0.10798,-0.05734,-0.00265,0.01245,0.03463,-0.04673,0.02241,0.25664,-0.09238,0.16891,0.03343,-0.04261,0.01301,0.00269,0.04628,-0.01424,-0.03495,0.0037,-0.00497,-0.00567,0.00166,0.15469,0.00322,-0.05717,-0.01719,-0.11366
0.22,0.00023,0.00323,0.00178,-0.02969,0,-0.01094,-0.01939,0.003,0.031,-0.00124,-0.01166,-0.00158,0.00828,0.00164,-0.10529,-0.04188,0.00029,0.00725,0.02368,-0.06662,0.0086,0.23802,-0.09086,0.15151,0.0331,-0.04171,0.01326,0.00448,0.03821,-0.00925,-0.04579,0.00498,-0.00085,-0.00661,0.00304,0.17195,0.01298,-0.08355,-0.0211,-0.13924
0.24,0.00218,0.00398,0.00177,-0.02316,0,-0.0124,-0.02881,0.00134,0.01966,0.01863,0.00641,0.00171,0.00274,-0.0208,-0.09585,-0.02529,0.00337,0.00185,0.01185,-0.08543,-0.00642,0.21784,-0.08682,0.13361,0.03189,-0.03934,0.01434,0.00619,0.02873,-0.00421,-0.05656,0.00621,0.0037,-0.00602,0.00446,0.17445,0.02204,-0.10776,-0.02328,-0.15071
0.26,0.00493,0.00474,0.00179,-0.0157,0,-0.0136,-0.04182,-0.00049,0.00784,0.04168,0.02514,0.00569,-0.00436,-0.04316,-0.08055,-0.0083,0.00642,-0.00355,-0.0004,-0.10371,-0.02236,0.1958,-0.08037,0.11672,0.02992,-0.03552,0.01668,0.00769,0.01848,0.00036,-0.06673,0.00735,0.00826,-0.00356,0.0058,0.16016,0.03001,-0.12902,-0.02359,-0.14587
0.28,0.00859,0.00545,0.00186,-0.00766,0,-0.01443,-0.0591,-0.00246,-0.00436,0.06919,0.04426,0.01024,-0.01371,-0.06509,-0.06011,0.00849,0.00941,-0.00877,-0.01272,-0.12242,-0.03895,0.1717,-0.07169,0.10158,0.02728,-0.03029,0.02066,0.00888,0.00807,0.00395,-0.07575,0.00834,0.01233,0.00101,0.00695,0.12973,0.0365,-0.1467,-0.02224,-0.12513
0.3,0.01325,0.00606,0.002,0.00048,0,-0.01475,-0.08122,-0.00459,-0.01671,0.10247,0.06346,0.01511,-0.0262,-0.08626,-0.03512,0.02452,0.0124,-0.01361,-0.02474,-0.14278,-0.05582,0.14561,-0.06104,0.08834,0.02409,-0.02375,0.02664,0.0096,-0.00186,0.00603,-0.08302,0.00909,0.01539,0.00787,0.00779,0.08633,0.04114,-0.16018,-0.01971,-0.09128
0.32,0.01894,0.00654,0.00224,0.00817,0,-0.01442,-0.10865,-0.00688,-0.02887,0.14278,0.08241,0.01994,-0.04273,-0.10638,-0.00605,0.03924,0.01547,-0.01789,-0.03612,-0.16608,-0.07259,0.11782,-0.04875,0.07679,0.02051,-0.01604,0.03494,0.00973,-0.0107,0.00613,-0.08796,0.00956,0.01686,0.01712,0.00817,0.03479,0.04354,-0.16893,-0.01662,-0.04874
0.34,0.02573,0.00682,0.00257,0.01498,0,-0.01334,-0.14186,-0.00934,-0.04052,0.19128,0.10092,0.02431,-0.0641,-0.12529,0.02687,0.05235,0.0187,-0.02152,-0.04663,-0.19355,-0.08896,0.08881,-0.0351,0.06654,0.01664,-0.0073,0.04586,0.00919,-0.01796,0.00383,-0.09018,0.00972,0.01626,0.0289,0.00802,-0.01961,0.04338,-0.17268,-0.01359,-0.00242
0.36,0.03365,0.00691,0.00302,0.02067,0,-0.01148,-0.18129,-0.01195,-0.05136,0.24886,0.11898,0.02768,-0.09083,-0.14302,0.06356,0.06377,0.02207,-0.02455,-0.05617,-0.22608,-0.10481,0.05919,-0.02034,0.05719,0.01259,0.0024,0.05966,0.00796,-0.0234,-0.00114,-0.08964,0.00966,0.01326,0.04335,0.00733,-0.07179,0.04044,-0.17157,-0.01109,0.04282
0.38,0.04271,0.0068,0.00357,0.02522,0,-0.00894,-0.22701,-0.01466,-0.06104,0.31565,0.1366,0.0294,-0.12291,-0.1596,0.10384,0.07359,0.02546,-0.02711,-0.06475,-0.26401,-0.12003,0.03002,-0.0048,0.04845,0.00849,0.0129,0.0764,0.00613,-0.02693,-0.00886,-0.08668,0.00954,0.00772,0.06051,0.00619,-0.11662,0.03466,-0.16613,-0.00942,0.08197
0.4,0.05279,0.00654,0.00421,0.02871,0,-0.00587,-0.27856,-0.01738,-0.06909,0.39073,0.15373,0.02866,-0.15973,-0.17501,0.14717,0.08202,0.02861,-0.02941,-0.07233,-0.30694,-0.13447,0.0029,0.01106,0.04022,0.00449,0.02396,0.09598,0.00389,-0.02857,-0.01923,-0.08193,0.00959,-0.00029,0.08026,0.00476,-0.14877,0.02609,-0.15731,-0.0088,0.1098
