T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.0003,0,3e-05,-9.37215,-0.64273,-0.05101,0.81013,0.04961,-0.06587,-0.28792,-0.03562,-0.01911,0.63133,-1.85689,0.97094,0.14729,1.49125,0.17159,-0.03408,0.16349,1.86522,-0.97083,0.13785,-1.59281,0.08746,0.07145,0.69702,-0.09454,-0.1786,-0.3729,-0.11846,-0.03511,-0.05646,0.79648,0.18542,0.06285,-0.46821,-0.12428,0.02757,0.05291
0.02,-0.00027,-0,3e-05,-9.37338,-0.64688,-0.05134,0.81425,0.04988,-0.06493,-0.28775,-0.03547,-0.01914,0.63112,-1.85735,0.97094,0.14722,1.49138,0.17042,-0.03367,0.1645,1.86588,-0.97083,0.13804,-1.59284,0.0873,0.07069,0.7022,-0.09417,-0.1763,-0.37343,-0.11852,-0.0353,-0.05654,0.80113,0.18563,0.06346,-0.46853,-0.12432,0.02755,0.05292
0.04,-0.00024,-1e-05,4e-05,-9.37461,-0.65101,-0.05166,0.81835,0.05015,-0.06399,-0.28758,-0.03532,-0.01916,0.63091,-1.85781,0.97095,0.14714,1.49151,0.16926,-0.03326,0.16551,1.86655,-0.97083,0.13823,-1.59286,0.08713,0.06992,0.70736,-0.09379,-0.17401,-0.37396,-0.11857,-0.03549,-0.05663,0.80577,0.18583,0.06406,-0.46884,-0.12436,0.02754,0.05292
0.06,-0.00021,-1e-05,5e-05,-9.37584,-0.65514,-0.05199,0.82246,0.05042,-0.06306,-0.2874,-0.03516,-0.01919,0.6307,-1.85827,0.97096,0.14706,1.49164,0.1681,-0.03285,0.16653,1.86721,-0.97083,0.13842,-1.59289,0.08697,0.06916,0.71253,-0.09341,-0.17172,-0.37448,-0.11863,-0.03568,-0.05671,0.81041,0.18604,0.06467,-0.46916,-0.1244,0.02753,0.05292
0.08,-0.00018,-2e-05,5e-05,-9.37706,-0.65929,-0.05231,0.82658,0.05069,-0.06212,-0.28723,-0.03501,-0.01921,0.63048,-1.85873,0.97096,0.14698,1.49177,0.16694,-0.03244,0.16754,1.86788,-0.97083,0.13862,-1.59291,0.08681,0.06839,0.71772,-0.09303,-0.16941,-0.37501,-0.11868,-0.03587,-0.0568,0.81506,0.18624,0.06529,-0.46948,-0.12444,0.02752,0.05293
0.1,-0.00015,-2e-05,6e-05,-9.37829,-0.66338,-0.05264,0.83065,0.05096,-0.06119,-0.28706,-0.03486,-0.01924,0.63029,-1.85919,0.97097,0.14692,1.4919,0.16577,-0.03204,0.16856,1.86854,-0.97083,0.13881,-1.59294,0.08665,0.06763,0.72284,-0.09266,-0.16717,-0.37553,-0.11874,-0.03605,-0.05688,0.81966,0.18644,0.06587,-0.4698,-0.12448,0.02751,0.05293
0.12,-0.00012,-2e-05,7e-05,-9.37952,-0.66758,-0.05296,0.83483,0.05122,-0.06024,-0.28688,-0.03471,-0.01926,0.63005,-1.85964,0.97097,0.14681,1.49203,0.16462,-0.03162,0.16956,1.86921,-0.97084,0.139,-1.59297,0.0865,0.06686,0.72808,-0.09227,-0.1648,-0.37607,-0.11879,-0.03624,-0.05697,0.82436,0.18665,0.06651,-0.47011,-0.12452,0.02749,0.05293
0.14,-9e-05,-3e-05,7e-05,-9.38074,-0.67168,-0.05328,0.8389,0.05149,-0.05931,-0.28671,-0.03455,-0.01929,0.62986,-1.8601,0.97098,0.14675,1.49216,0.16345,-0.03122,0.17058,1.86988,-0.97083,0.1392,-1.59299,0.08633,0.0661,0.73322,-0.0919,-0.16254,-0.37659,-0.11885,-0.03643,-0.05705,0.82897,0.18686,0.0671,-0.47043,-0.12456,0.02748,0.05294
0.16,-6e-05,-3e-05,8e-05,-9.38195,-0.67567,-0.05362,0.84286,0.05177,-0.0584,-0.28654,-0.03441,-0.01932,0.62972,-1.86057,0.97099,0.14673,1.49228,0.16228,-0.03083,0.1716,1.87053,-0.97084,0.13939,-1.59302,0.08615,0.06535,0.7382,-0.09153,-0.16042,-0.37709,-0.1189,-0.0366,-0.05713,0.83346,0.18705,0.0676,-0.47075,-0.1246,0.02748,0.05294
0.18,-4e-05,-4e-05,9e-05,-9.38326,-0.68032,-0.0539,0.84751,0.05201,-0.05738,-0.28634,-0.03424,-0.01934,0.62923,-1.86099,0.97099,0.14642,1.49243,0.16118,-0.03035,0.17257,1.87124,-0.97086,0.13957,-1.59304,0.08606,0.06454,0.74401,-0.09111,-0.15755,-0.37772,-0.11896,-0.03684,-0.05723,0.83861,0.18728,0.06857,-0.47105,-0.12464,0.02743,0.05293
