T,RGRFx,RGRFy,RGRFz,RGRTx,RGRTy,RGRTz,LGRFx,LGRFy,LGRFz,LGRTx,LGRTy,LGRTz
0,-0.00249,0.49948,-0,0.00121,0.0001,-0.01015,-0.00249,0.49948,-0,0.00121,0.0001,-0.01015
0.02,-0.00247,0.49948,-0,0.0012,0.0001,-0.01016,-0.00247,0.49948,-0,0.0012,0.0001,-0.01016
0.04,-0.00244,0.49948,-0,0.00118,0.0001,-0.01017,-0.00244,0.49948,-0,0.00118,0.0001,-0.01017
0.06,-0.00241,0.49948,-0,0.00117,9e-05,-0.01018,-0.00241,0.49948,-0,0.00117,9e-05,-0.01018
0.08,-0.00239,0.49948,0,0.00115,9e-05,-0.01018,-0.00239,0.49948,0,0.00115,9e-05,-0.01018
0.1,-0.00236,0.49948,0,0.00114,9e-05,-0.01019,-0.00236,0.49948,0,0.00114,9e-05,-0.01019
0.12,-0.00233,0.49948,0,0.00113,8e-05,-0.01019,-0.00233,0.49948,0,0.00113,8e-05,-0.01019
0.14,-0.00231,0.49948,0,0.00112,8e-05,-0.01019,-0.00231,0.49948,0,0.00112,8e-05,-0.01019
0.16,-0.00228,0.49948,0,0.00112,8e-05,-0.01019,-0.00228,0.49948,0,0.00112,8e-05,-0.01019
0.18,-0.00225,0.49948,0,0.0011,8e-05,-0.01019,-0.00225,0.49948,0,0.0011,7e-05,-0.01019
0.2,-0.00221,0.49947,0,0.00109,7e-05,-0.01019,-0.00221,0.49949,0,0.00109,7e-05,-0.01019
0.22,-0.00218,0.49947,0,0.00106,7e-05,-0.01019,-0.00218,0.49949,0,0.00106,7e-05,-0.01019
0.24,-0.00214,0.49946,0,0.00102,7e-05,-0.01019,-0.00214,0.4995,1e-05,0.00102,7e-05,-0.01019
0.26,-0.00209,0.49945,-0,0.00096,7e-05,-0.01019,-0.00209,0.49951,1e-05,0.00096,7e-05,-0.01019
0.28,-0.00204,0.49944,-0,0.00089,7e-05,-0.01019,-0.00204,0.49952,0,0.00089,7e-05,-0.01019
0.3,-0.00198,0.49943,-0,0.00078,7e-05,-0.01019,-0.00198,0.49953,0,0.00078,7e-05,-0.01019
0.32,-0.00192,0.49942,-1e-05,0.00065,7e-05,-0.01019,-0.00192,0.49955,0,0.00065,7e-05,-0.01019
0.34,-0.00185,0.49941,-1e-05,0.00048,7e-05,-0.01019,-0.00185,0.49956,-0,0.00048,7e-05,-0.01019
0.36,-0.00178,0.4994,-2e-05,0.00026,7e-05,-0.01019,-0.00178,0.49957,-1e-05,0.00026,7e-05,-0.01019
0.38,-0.0017,0.4994,-2e-05,0,7e-05,-0.01019,-0.0017,0.49957,-1e-05,0,7e-05,-0.01019
0.4,-0.00161,0.49941,-3e-05,-0.00031,8e-05,-0.01019,-0.00161,0.49956,-2e-05,-0.00031,8e-05,-0.01019
0.42,-0.00152,0.49943,-3e-05,-0.00067,8e-05,-0.01019,-0.00152,0.49954,-3e-05,-0.00067,8e-05,-0.01019
0.44,-0.00142,0.49948,-4e-05,-0.0011,8e-05,-0.01019,-0.00142,0.4995,-4e-05,-0.0011,9e-05,-0.01019
0.46,-0.00132,0.49954,-4e-05,-0.00159,9e-05,-0.01019,-0.00132,0.49944,-6e-05,-0.00159,9e-05,-0.01019
0.48,-0.00122,0.49964,-3e-05,-0.00213,9e-05,-0.01018,-0.00122,0.49934,-7e-05,-0.00213,9e-05,-0.01018
0.5,-0.00111,0.49977,-2e-05,-0.00274,8e-05,-0.01018,-0.00111,0.49921,-8e-05,-0.00274,9e-05,-0.01018
0.52,-0.00101,0.49994,-1e-05,-0.00339,7e-05,-0.01017,-0.001,0.49904,-9e-05,-0.00339,9e-05,-0.01017
0.54,-0.0009,0.50015,2e-05,-0.0041,6e-05,-0.01017,-0.0009,0.49884,-0.0001,-0.0041,7e-05,-0.01017
0.56,-0.0008,0.50039,7e-05,-0.00483,3e-05,-0.01016,-0.00079,0.4986,-9e-05,-0.00483,5e-05,-0.01016
0.58,-0.0007,0.50065,0.00013,-0.00558,-0,-0.01016,-0.00069,0.49834,-7e-05,-0.00558,1e-05,-0.01016
