T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.01333,0.00121,0.0036,-0.01718,0,-0.0026,-0.01511,-0.00677,0.00537,0.01337,-0.00254,0.00691,-0.04839,0.00674,-0.03223,0.00413,0.01406,0.01947,0.00918,0.12627,-0.01603,-0.13668,-0.00434,-0.01212,-0.00156,-0.00161,0.01905,-0.0019,-0.00108,-0.0057,-0.01158,0.01793,0.01416,0.01134,0.00025,0.0128,-0.00081,-0.00686,0.0078,0.00549
0.02,0.01357,0.00128,0.0038,-0.01889,0,-0.00274,-0.01484,-0.00635,0.00599,0.01195,-0.0034,0.00677,-0.04183,0.00772,-0.02701,0.00341,0.01312,0.01882,0.00818,0.12905,-0.0154,-0.13799,-0.00668,-0.01211,-0.00114,-0.00118,0.01941,-0.00198,-0.00051,-0.0054,-0.01239,0.01826,0.01513,0.01052,0.00018,0.01459,0.00073,-0.00734,0.00784,0.00499
0.04,0.0137,0.00135,0.00397,-0.02081,0,-0.00291,-0.01424,-0.0056,0.00667,0.00992,-0.00452,0.00647,-0.03213,0.00905,-0.0193,0.00236,0.01186,0.01768,0.00666,0.13028,-0.01436,-0.13783,-0.00961,-0.01184,-0.00043,-0.00061,0.01958,-0.00197,0.00037,-0.00491,-0.01326,0.0183,0.01604,0.00943,0.00018,0.01652,0.00251,-0.00782,0.00785,0.00438
0.06,0.01375,0.00142,0.0041,-0.02289,0,-0.00313,-0.01339,-0.00454,0.00739,0.00746,-0.00592,0.00608,-0.01988,0.01078,-0.00954,0.001,0.01055,0.01617,0.00473,0.13029,-0.01297,-0.13691,-0.01304,-0.01129,0.00058,6e-05,0.01962,-0.00183,0.00154,-0.00429,-0.0142,0.01809,0.01682,0.00825,0.00026,0.01834,0.00426,-0.00825,0.00797,0.00382
0.08,0.01379,0.00147,0.00416,-0.02498,0,-0.00342,-0.01239,-0.0032,0.0081,0.00485,-0.00752,0.00565,-0.00614,0.01291,0.00145,-0.00058,0.00958,0.01447,0.00256,0.12945,-0.01131,-0.13611,-0.01677,-0.01042,0.00184,0.00073,0.0196,-0.00151,0.003,-0.00357,-0.01518,0.01762,0.01734,0.00723,0.00049,0.0197,0.00564,-0.00857,0.00831,0.00356
0.1,0.01386,0.0015,0.00413,-0.02684,0,-0.00379,-0.01139,-0.00164,0.0087,0.00246,-0.00923,0.00527,0.00761,0.01539,0.01248,-0.00227,0.00941,0.01283,0.00039,0.1281,-0.00954,-0.13638,-0.02048,-0.00922,0.00332,0.00127,0.01957,-0.00094,0.00469,-0.00283,-0.01612,0.01693,0.01743,0.0067,0.00091,0.02013,0.00616,-0.00871,0.00904,0.00386
0.12,0.01402,0.00149,0.00397,-0.02822,0,-0.00426,-0.01053,6e-05,0.00908,0.00072,-0.01093,0.00501,0.01974,0.01818,0.02235,-0.00391,0.0105,0.01153,-0.00152,0.12644,-0.00787,-0.13867,-0.02371,-0.0077,0.00497,0.00156,0.01959,-7e-05,0.00656,-0.00218,-0.01695,0.01602,0.01689,0.00702,0.00159,0.01917,0.00533,-0.00858,0.0103,0.00501
0.14,0.01432,0.00143,0.00364,-0.02888,0,-0.00482,-0.00998,0.00182,0.00914,-1e-05,-0.0125,0.00497,0.0291,0.02123,0.0303,-0.00538,0.01318,0.01083,-0.00299,0.12432,-0.00663,-0.14372,-0.02593,-0.00595,0.00684,0.00154,0.01975,0.00116,0.00854,-0.00172,-0.01758,0.01486,0.01557,0.00851,0.00259,0.01647,0.0027,-0.00809,0.01214,0.00715
0.16,0.01482,0.00131,0.00311,-0.0287,0,-0.00547,-0.00987,0.00358,0.00877,0.00054,-0.01384,0.00517,0.03528,0.02453,0.03631,-0.00654,0.01757,0.01094,-0.00392,0.12114,-0.00623,-0.15193,-0.02653,-0.00414,0.00906,0.00121,0.02014,0.00276,0.01061,-0.00159,-0.01797,0.01342,0.01331,0.01137,0.00397,0.012,-0.00202,-0.00723,0.01453,0.01025
0.18,0.01557,0.00114,0.00237,-0.02765,0,-0.00617,-0.0103,0.00527,0.00789,0.00245,-0.01488,0.00566,0.03872,0.02809,0.0412,-0.00728,0.02346,0.01203,-0.00437,0.11582,-0.00724,-0.16323,-0.02482,-0.00257,0.0119,0.00068,0.02089,0.00473,0.01275,-0.00192,-0.01808,0.01164,0.01006,0.01571,0.00576,0.00603,-0.00889,-0.00601,0.01728,0.01406
0.2,0.01665,0.0009,0.00139,-0.02579,0,-0.00685,-0.01136,0.00679,0.00644,0.0057,-0.01554,0.00641,0.04054,0.03193,0.04641,-0.00748,0.03037,0.01421,-0.00447,0.10683,-0.01034,-0.1771,-0.02,-0.00167,0.01569,0.00015,0.02214,0.007,0.01495,-0.00287,-0.01792,0.00945,0.00585,0.02147,0.00797,-0.00082,-0.01778,-0.00451,0.0201,0.01809
0.22,0.01808,0.00061,0.00018,-0.02325,0,-0.00745,-0.01314,0.00806,0.00437,0.01021,-0.01574,0.0074,0.04224,0.03603,0.05375,-0.007,0.03758,0.01756,-0.00443,0.09233,-0.01634,-0.19259,-0.01115,-0.00197,0.02079,-0.00015,0.02402,0.00949,0.01718,-0.00457,-0.01748,0.00678,0.00074,0.0285,0.01058,-0.0078,-0.02833,-0.00285,0.02259,0.02178
0.24,0.0199,0.00027,-0.00127,-0.02015,0,-0.0079,-0.01569,0.00899,0.00166,0.01589,-0.01541,0.00856,0.04532,0.04041,0.06487,-0.00568,0.04428,0.02219,-0.00436,0.07029,-0.0261,-0.20854,0.00284,-0.00407,0.02749,-1e-05,0.02662,0.01212,0.01943,-0.00711,-0.01681,0.00355,-0.00516,0.03656,0.01355,-0.01426,-0.04009,-0.00117,0.02447,0.02462
0.26,0.02214,-0.0001,-0.00295,-0.01661,0,-0.00812,-0.01906,0.00955,-0.00167,0.0227,-0.01446,0.00982,0.05101,0.0451,0.08099,-0.00328,0.04959,0.0282,-0.0043,0.03869,-0.04051,-0.22356,0.02321,-0.00859,0.03594,0.00069,0.02998,0.01481,0.02171,-0.01046,-0.01596,-0.0003,-0.01175,0.04534,0.01678,-0.01981,-0.05245,0.00037,0.02557,0.02633
0.28,0.02478,-0.00049,-0.00487,-0.01271,0,-0.00806,-0.02324,0.0097,-0.00557,0.0306,-0.01281,0.01107,0.06013,0.05011,0.10264,0.00044,0.05257,0.03567,-0.00417,-0.00424,-0.06034,-0.23593,0.05119,-0.01616,0.04609,0.00199,0.03401,0.01749,0.024,-0.01449,-0.015,-0.00483,-0.01886,0.0544,0.02013,-0.02429,-0.06459,0.00156,0.02588,0.02682
0.3,0.02776,-0.00088,-0.00699,-0.00857,0,-0.00767,-0.02817,0.00944,-0.00989,0.0395,-0.0104,0.01214,0.07311,0.05542,0.12967,0.00581,0.05216,0.04462,-0.00377,-0.05977,-0.08619,-0.24365,0.08791,-0.02736,0.05763,0.00386,0.03853,0.02006,0.02628,-0.01893,-0.01404,-0.01002,-0.02623,0.06312,0.02336,-0.02777,-0.07545,0.00219,0.02551,0.02621
0.32,0.03099,-0.00123,-0.00927,-0.00433,0,-0.00692,-0.03374,0.00878,-0.01443,0.04928,-0.00722,0.01291,0.09006,0.06106,0.16143,0.01326,0.04735,0.05508,-0.00284,-0.1285,-0.11851,-0.24491,0.13437,-0.0428,0.07006,0.00622,0.0433,0.02242,0.0285,-0.02342,-0.0132,-0.01576,-0.03352,0.07087,0.02622,-0.03041,-0.08389,0.00203,0.02467,0.0247
0.34,0.03442,-0.00152,-0.01169,-0.00015,0,-0.00579,-0.03985,0.00781,-0.01902,0.05977,-0.00333,0.01332,0.1109,0.06728,0.19723,0.02356,0.03735,0.06721,-0.00114,-0.21018,-0.15778,-0.23895,0.19157,-0.0631,0.08277,0.009,0.04815,0.02453,0.03056,-0.02768,-0.01256,-0.02191,-0.04044,0.07717,0.02857,-0.03244,-0.08913,0.00089,0.02355,0.02255
0.36,0.03804,-0.00176,-0.01424,0.00385,0,-0.00433,-0.04643,0.00663,-0.02352,0.07079,0.00111,0.01344,0.13538,0.07461,0.23644,0.03784,0.02176,0.08131,0.00155,-0.30336,-0.20435,-0.22667,0.26027,-0.08887,0.09515,0.01219,0.05298,0.02641,0.03237,-0.03154,-0.0122,-0.02821,-0.04673,0.08193,0.03037,-0.03406,-0.09098,-0.00126,0.02231,0.02002
0.38,0.04184,-0.00193,-0.01692,0.00745,0,-0.00264,-0.05337,0.00545,-0.02779,0.082,0.00575,0.01348,0.16289,0.08383,0.27825,0.05752,0.00078,0.09775,0.00535,-0.40452,-0.2582,-0.21081,0.34057,-0.12056,0.10642,0.01585,0.05777,0.02813,0.03379,-0.03492,-0.01213,-0.03427,-0.05215,0.08537,0.03178,-0.03548,-0.08985,-0.00436,0.02108,0.01737
0.4,0.04582,-0.00207,-0.01973,0.01042,0,-0.00089,-0.06051,0.00452,-0.03166,0.09291,0.01008,0.01376,0.19234,0.09593,0.32151,0.08421,-0.0248,0.11683,0.01029,-0.50786,-0.3186,-0.19589,0.43147,-0.1582,0.11563,0.02001,0.06254,0.02983,0.03462,-0.03779,-0.01235,-0.03956,-0.05644,0.08797,0.03304,-0.03682,-0.08669,-0.00821,0.01996,0.01484
0.42,0.05,-0.0022,-0.02263,0.01249,0,0.00073,-0.06769,0.00415,-0.03491,0.10301,0.01356,0.01467,0.22239,0.11186,0.36527,0.11959,-0.05366,0.13876,0.01631,-0.60639,-0.38451,-0.18738,0.53138,-0.20153,0.12177,0.02471,0.06734,0.03166,0.03468,-0.04016,-0.01283,-0.04346,-0.05935,0.09043,0.03448,-0.0382,-0.08284,-0.01252,0.019,0.0127
0.44,0.05444,-0.00234,-0.02564,0.01343,0,0.00201,-0.0749,0.0046,-0.03731,0.11206,0.01575,0.0165,0.25181,0.13243,0.40965,0.16537,-0.08419,0.1636,0.02324,-0.69428,-0.45514,-0.19047,0.639,-0.25003,0.124,0.02999,0.07225,0.0338,0.03381,-0.04206,-0.01361,-0.04552,-0.06072,0.09358,0.03648,-0.0397,-0.0797,-0.01699,0.01825,0.01111
0.46,0.05924,-0.00252,-0.02877,0.01316,0,0.00281,-0.08236,0.00608,-0.0386,0.12027,0.01647,0.01946,0.27966,0.15803,0.45633,0.22299,-0.11456,0.19117,0.03081,-0.76801,-0.53021,-0.20927,0.75359,-0.30291,0.12189,0.03579,0.0774,0.03643,0.032,-0.04346,-0.01472,-0.04555,-0.06054,0.09828,0.0394,-0.04141,-0.07866,-0.02137,0.01768,0.01014
0.48,0.06454,-0.00278,-0.03204,0.01168,0,0.00298,-0.09045,0.00869,-0.03848,0.12826,0.01585,0.02354,0.30512,0.18842,0.50835,0.29321,-0.14248,0.22082,0.03858,-0.82614,-0.60939,-0.24646,0.87424,-0.35865,0.11539,0.04198,0.0829,0.03974,0.02935,-0.04433,-0.01628,-0.04366,-0.059,0.10545,0.04354,-0.04337,-0.081,-0.02539,0.01725,0.00974
0.5,0.07045,-0.00315,-0.03544,0.00915,0,0.00243,-0.09965,0.01247,-0.03661,0.13694,0.0142,0.02859,0.3273,0.22263,0.56957,0.3758,-0.16507,0.25127,0.0459,-0.86855,-0.69185,-0.30338,0.99907,-0.41478,0.10487,0.04828,0.08881,0.04388,0.02606,-0.04458,-0.0184,-0.04022,-0.05639,0.11592,0.04918,-0.04562,-0.08792,-0.02879,0.01687,0.00978
0.52,0.07709,-0.00365,-0.03892,0.00582,0,0.00114,-0.11049,0.01733,-0.03266,0.1474,0.01199,0.03433,0.34539,0.25917,0.64405,0.46988,-0.1793,0.28092,0.05204,-0.89587,-0.77629,-0.38072,1.12558,-0.46834,0.09104,0.05435,0.09516,0.0489,0.02233,-0.04408,-0.02122,-0.0357,-0.05304,0.13046,0.05643,-0.04818,-0.10036,-0.03133,0.01644,0.01005
0.54,0.08458,-0.00429,-0.04245,0.00208,0,-0.00084,-0.12349,0.02312,-0.02641,0.16065,0.00966,0.04054,0.35901,0.29651,0.73523,0.57463,-0.18276,0.30835,0.05637,-0.90906,-0.86149,-0.47942,1.2517,-0.51688,0.07489,0.05991,0.10196,0.0547,0.01819,-0.04269,-0.02484,-0.03055,-0.0492,0.14956,0.06524,-0.05112,-0.11884,-0.03287,0.0158,0.01032
0.56,0.09304,-0.00505,-0.04597,-0.00157,0,-0.00326,-0.13907,0.0296,-0.0178,0.17744,0.00755,0.04707,0.36839,0.33327,0.84511,0.68938,-0.17426,0.33253,0.05854,-0.90916,-0.94635,-0.60097,1.37602,-0.55897,0.0577,0.06479,0.10923,0.06097,0.01335,-0.04031,-0.02932,-0.02507,-0.0449,0.1734,0.07528,-0.05459,-0.1432,-0.0335,0.0148,0.01032
0.58,0.10251,-0.00588,-0.04935,-0.00443,0,-0.00572,-0.15744,0.03635,-0.00705,0.19813,0.00585,0.05381,0.37435,0.36795,0.97323,0.81288,-0.15392,0.35276,0.0584,-0.89716,-1.02922,-0.74667,1.49697,-0.59395,0.04117,0.06892,0.11687,0.06713,0.00725,-0.03685,-0.03462,-0.01941,-0.03998,0.20155,0.08587,-0.05878,-0.17238,-0.03344,0.01324,0.00975
0.6,0.11294,-0.0067,-0.05244,-0.00566,0,-0.00763,-0.17847,0.0428,0.00532,0.22256,0.00469,0.06068,0.37825,0.39874,1.11627,0.94249,-0.12317,0.36842,0.05607,-0.87393,-1.10746,-0.91676,1.61195,-0.62165,0.02747,0.07231,0.12472,0.07231,-0.0009,-0.03228,-0.04057,-0.01365,-0.03417,0.23291,0.09595,-0.0639,-0.20442,-0.0331,0.01094,0.00834
0.62,0.12415,-0.00743,-0.055,-0.00437,0,-0.00835,-0.20175,0.0483,0.01867,0.25012,0.00412,0.06757,0.38217,0.42372,1.26926,1.07456,-0.08441,0.37896,0.05182,-0.84024,-1.17779,-1.1106,1.71778,-0.64234,0.01898,0.075,0.1325,0.07552,-0.01185,-0.02664,-0.04696,-0.00783,-0.02719,0.26597,0.10424,-0.07017,-0.23699,-0.03281,0.00778,0.00588
0.64,0.13595,-0.00795,-0.05684,0.00017,0,-0.00731,-0.22665,0.05233,0.03239,0.27988,0.00419,0.07439,0.38921,0.44137,1.42793,1.20544,-0.0406,0.38397,0.04606,-0.79675,-1.2374,-1.32723,1.81195,-0.65703,0.01784,0.07719,0.13998,0.07589,-0.02612,-0.01998,-0.05359,-0.00198,-0.01896,0.29918,0.1096,-0.07782,-0.26838,-0.03266,0.00376,0.00235
