T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0.11964
2.46,0.11959
2.48,0.11839
2.5,0.11617
2.52,0.11324
2.54,0.10992
2.56,0.10662
2.58,0.10384
2.6,0.10208
2.62,0.10174
2.64,0.10285
2.66,0.10536
2.68,0.10914
2.7,0.11391
2.72,0.1193
2.74,0.12488
2.76,0.1303
2.78,0.13522
2.8,0.1395
2.82,0.14309
2.84,0.14581
2.86,0.14758
2.88,0.14847
2.9,0.14868
2.92,0.14846
2.94,0.14793
2.96,0.14726
2.98,0.14673
3,0.14651
3.02,0.14672
3.04,0.14747
3.06,0.14883
3.08,0.15084
3.1,0.15345
3.12,0.15656
3.14,0.16008
3.16,0.16389
3.18,0.16783
3.2,0.17172
3.22,0.17538
3.24,0.1785
3.26,0.18084
3.28,0.18232
3.3,0.1829
3.32,0.18264
3.34,0.18173
3.36,0.18043
3.38,0.17904
3.4,0.17795
3.42,0.17757
3.44,0.1781
3.46,0.17967
3.48,0.18236
3.5,0.18636
3.52,0.19174
3.54,0.19807
3.56,0.20467
3.58,0.21102
3.6,0.21712
3.62,0.2228
3.64,0.22657
3.66,0.22769
3.68,0.22602
3.7,0.22096
3.72,0.21407
3.74,0.20582
3.76,0.19677
3.78,0.18718
3.8,0.17816
3.82,0.17078
3.84,0.1652
3.86,0.16118
3.88,0.15904
3.9,0.15844
3.92,0.1581
3.94,0.15869
3.96,0.16076
3.98,0.16385
4,0.1667
4.02,0.16854
4.04,0.16999
4.06,0.1713
4.08,0.17243
4.1,0.1738
4.12,0.17532
4.14,0.17688
4.16,0.17842
4.18,0.18006
4.2,0.18196
4.22,0.18424
4.24,0.18692
4.26,0.18996
4.28,0.19333
4.3,0.19696
4.32,0.20071
4.34,0.20438
4.36,0.20778
4.38,0.21075
4.4,0.21307
4.42,0.21458
4.44,0.21521
4.46,0.215
4.48,0.21403
4.5,0.21245
4.52,0.21046
4.54,0.20836
4.56,0.2061
4.58,0.20381
4.6,0.20166
4.62,0.1997
4.64,0.19795
4.66,0.19653
4.68,0.19543
4.7,0.1947
4.72,0.19438
4.74,0.19437
4.76,0.19455
4.78,0.19486
4.8,0.19523
4.82,0.19562
4.84,0.19599
4.86,0.19632
4.88,0.19662
4.9,0.1969
4.92,0.19716
4.94,0.19742
4.96,0.19767
4.98,0.19791
5,0.19812
5.02,0.1983
5.04,0.19842
5.06,0.19847
5.08,0.19843
5.1,0.19825
5.12,0.19793
5.14,0.19745
5.16,0.19681
5.18,0.19602
5.2,0.19514
5.22,0.19419
5.24,0.19325
5.26,0.1924
5.28,0.19172
5.3,0.19127
5.32,0.19109
5.34,0.19121
