T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,25.89454
2.58,26.85633
2.6,27.21928
2.62,26.75423
2.64,25.43733
2.66,23.40583
2.68,20.83996
2.7,18.02698
2.72,15.29905
2.74,12.86057
2.76,10.88021
2.78,9.5265
2.8,8.93113
2.82,9.20261
2.84,10.32759
2.86,12.20942
2.88,14.75798
2.9,17.86368
2.92,21.42893
2.94,25.34213
2.96,29.49069
2.98,33.76173
3,38.18962
3.02,42.87436
3.04,47.40264
3.06,51.58147
3.08,55.38628
3.1,58.92221
3.12,62.28101
3.14,65.24829
3.16,67.78026
3.18,69.92016
3.2,71.7784
3.22,73.45268
3.24,74.8762
3.26,76.02985
3.28,76.98901
3.3,77.84647
3.32,78.72217
3.34,79.70737
3.36,80.88407
3.38,82.32402
3.4,84.06697
3.42,86.12597
3.44,88.50294
3.46,91.18537
3.48,94.13906
3.5,97.28258
3.52,100.522
3.54,103.82294
3.56,107.15414
3.58,110.44963
3.6,113.66124
3.62,116.74098
3.64,119.6305
3.66,122.24036
3.68,124.43718
3.7,126.1598
3.72,127.22973
3.74,127.41866
3.76,126.73947
3.78,125.29816
3.8,123.4128
3.82,121.45962
3.84,119.57238
3.86,117.91354
3.88,116.70818
3.9,116.09803
3.92,116.16115
3.94,116.78877
3.96,117.7356
3.98,118.747
4,119.58867
4.02,120.06039
4.04,120.02572
4.06,119.46189
4.08,118.43206
4.1,117.05509
4.12,115.47796
4.14,113.831
4.16,112.23738
4.18,110.80747
4.2,109.62232
4.22,108.72981
4.24,108.13533
4.26,107.81446
4.28,107.71873
4.3,107.79306
4.32,107.97772
4.34,108.17827
4.36,108.30132
4.38,108.28383
4.4,108.08018
4.42,107.66947
4.44,107.06059
4.46,106.28629
4.48,105.39845
4.5,104.47047
4.52,103.5812
4.54,102.78902
4.56,102.14335
4.58,101.68805
4.6,101.41865
4.62,101.31146
4.64,101.37294
4.66,101.58549
4.68,101.89872
4.7,102.27323
4.72,102.67263
4.74,103.06231
4.76,103.42882
4.78,103.78012
4.8,104.13959
4.82,104.539
4.84,105.0114
4.86,105.58379
4.88,106.2677
4.9,107.06202
4.92,107.93954
4.94,108.84409
4.96,109.71772
4.98,110.50547
5,111.15886
5.02,111.6444
5.04,111.93932
5.06,112.03427
5.08,111.93667
5.1,111.67083
5.12,111.27167
5.14,110.77671
5.16,110.23005
5.18,109.67829
5.2,109.16348
5.22,108.72092
5.24,108.37355
5.26,108.13269
5.28,108.00038
5.3,107.96889
5.32,108.02341
5.34,108.14484
5.36,108.3117
5.38,108.50285
5.4,108.70032
