T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,1.00946
1.54,1.05325
1.56,1.08172
1.58,1.09657
1.6,1.10193
1.62,1.09411
1.64,1.06679
1.66,1.01924
1.68,0.95212
1.7,0.86415
1.72,0.76457
1.74,0.66649
1.76,0.57452
1.78,0.49025
1.8,0.41449
1.82,0.3455
1.84,0.28051
1.86,0.21966
1.88,0.1631
1.9,0.1122
1.92,0.06783
1.94,0.02974
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0.00858
2.18,0.03301
2.2,0.06513
2.22,0.1034
2.24,0.14623
2.26,0.19154
2.28,0.23678
2.3,0.27946
2.32,0.31842
2.34,0.35576
2.36,0.39528
2.38,0.44041
2.4,0.49377
2.42,0.55663
2.44,0.62797
2.46,0.70553
2.48,0.78435
2.5,0.85826
2.52,0.92232
2.54,0.97401
2.56,1.01287
2.58,1.03969
2.6,1.05622
2.62,1.05845
2.64,1.04785
2.66,1.0388
2.68,1.03158
2.7,1.02592
2.72,1.02162
2.74,1.01952
2.76,1.01912
2.78,1.01965
2.8,1.0189
2.82,1.01683
2.84,1.01436
2.86,1.01171
2.88,1.00885
2.9,0.99846
2.92,0.97284
2.94,0.9391
2.96,0.89662
2.98,0.8452
3,0.78578
3.02,0.72083
3.04,0.65464
3.06,0.59357
3.08,0.54495
3.1,0.51483
3.12,0.50656
3.14,0.52079
3.16,0.55597
3.18,0.60192
3.2,0.64214
3.22,0.67711
3.24,0.69943
3.26,0.70443
3.28,0.69071
3.3,0.66008
3.32,0.61708
3.34,0.56743
3.36,0.49999
3.38,0.44045
3.4,0.39004
3.42,0.34906
3.44,0.31728
3.46,0.29425
3.48,0.27963
3.5,0.27322
3.52,0.2751
3.54,0.28335
3.56,0.27804
3.58,0.27365
3.6,0.26926
3.62,0.26424
3.64,0.25846
3.66,0.252
3.68,0.24515
3.7,0.23838
3.72,0.23211
3.74,0.22658
3.76,0.22188
3.78,0.21801
3.8,0.21482
3.82,0.21212
3.84,0.20976
3.86,0.20764
3.88,0.20561
3.9,0.20364
3.92,0.20175
3.94,0.19994
3.96,0.19822
3.98,0.19663
4,0.1952
4.02,0.19394
4.04,0.19286
4.06,0.19195
4.08,0.19117
4.1,0.19048
4.12,0.18981
4.14,0.18919
4.16,0.1886
4.18,0.18805
4.2,0.18754
4.22,0.18705
4.24,0.18659
4.26,0.18616
4.28,0.18573
4.3,0.18523
4.32,0.18458
4.34,0.1838
4.36,0.18289
4.38,0.1818
4.4,0.1805
4.42,0.17895
4.44,0.17715
4.46,0.17514
4.48,0.17296
4.5,0.17068
4.52,0.16841
4.54,0.16631
4.56,0.16451
4.58,0.16309
4.6,0.16211
4.62,0.16158
4.64,0.16152
4.66,0.1619
4.68,0.16268
4.7,0.1638
4.72,0.16519
4.74,0.16675
4.76,0.16837
4.78,0.16997
4.8,0.17148
4.82,0.17283
4.84,0.17401
4.86,0.17498
4.88,0.17575
4.9,0.17634
4.92,0.17676
4.94,0.17703
4.96,0.17716
4.98,0.17718
5,0.17709
5.02,0.17691
5.04,0.17662
5.06,0.17621
5.08,0.17568
5.1,0.17501
