T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00233,0.00033,0.00017,0.04332,-0.01183,0.00982,-0.02526,0.00372,-0.03155,0.01343,0.0073,-6e-05,-0.24397,0.0654,-0.33532,0.00613,0.00086,0.00881,0.01135,-0.11063,0.0295,0.1094,0.02158,0.01845,-0.0113,-0.00562,0.01266,-0.02503,-0.08936,-0.00478,0.00915,0.01028,0.00371,0.01763,0.01772,0.09326,0.00832,0.00828,-0.01299,-0.00882
0.02,0.00242,0.00034,0.00022,0.04446,-0.01224,0.01011,-0.02598,0.00388,-0.03218,0.01394,0.0075,-6e-05,-0.25517,0.06514,-0.34036,0.00423,0.00142,0.00946,0.01224,-0.11754,0.03068,0.11204,0.02086,0.01649,-0.01096,-0.00564,0.01311,-0.02606,-0.09286,-0.00481,0.00938,0.01054,0.00385,0.01839,0.0177,0.09424,0.00836,0.00839,-0.01318,-0.00895
0.04,0.00254,0.00035,0.00027,0.04505,-0.01267,0.01032,-0.02663,0.00407,-0.03232,0.01437,0.00766,-6e-05,-0.26703,0.06326,-0.34697,0.00165,0.00192,0.00962,0.01316,-0.12465,0.03131,0.11499,0.01957,0.01348,-0.01049,-0.00561,0.01369,-0.02707,-0.09633,-0.00478,0.00954,0.01073,0.00401,0.01927,0.01728,0.09362,0.00824,0.00835,-0.01318,-0.00895
0.06,0.0027,0.00037,0.00032,0.04509,-0.0132,0.01047,-0.02736,0.00436,-0.03195,0.01476,0.0078,-6e-05,-0.28079,0.05968,-0.3589,-0.0016,0.00222,0.00905,0.0141,-0.13218,0.03123,0.11923,0.01776,0.00943,-0.01001,-0.00556,0.01455,-0.02819,-0.10019,-0.0047,0.00966,0.0109,0.0042,0.02041,0.01647,0.09144,0.00796,0.00815,-0.01298,-0.00881
0.08,0.00295,0.00039,0.00039,0.04456,-0.01391,0.01058,-0.02831,0.00477,-0.03105,0.01514,0.00794,-6e-05,-0.29757,0.05435,-0.38043,-0.00541,0.00218,0.00741,0.01506,-0.14015,0.03024,0.12579,0.01553,0.00438,-0.00965,-0.00552,0.01583,-0.02951,-0.10483,-0.00459,0.00977,0.01108,0.00444,0.02195,0.01527,0.08776,0.00753,0.00778,-0.01261,-0.00854
0.1,0.00329,0.00042,0.00044,0.04342,-0.01488,0.01066,-0.0296,0.00536,-0.02959,0.01549,0.00811,-5e-05,-0.31819,0.04728,-0.41617,-0.00958,0.00158,0.00435,0.01595,-0.14834,0.02806,0.13577,0.01305,-0.00146,-0.0096,-0.00556,0.01768,-0.03111,-0.11055,-0.00445,0.00989,0.01131,0.00477,0.02401,0.01369,0.08265,0.00697,0.00724,-0.01207,-0.00815
0.12,0.00376,0.00047,0.00049,0.04161,-0.01617,0.01072,-0.03135,0.00615,-0.02754,0.01582,0.00834,-4e-05,-0.34301,0.03857,-0.47088,-0.01376,0.0002,-0.00055,0.01666,-0.15618,0.0244,0.15023,0.01057,-0.00777,-0.01009,-0.0057,0.02024,-0.03301,-0.11754,-0.00433,0.01005,0.01161,0.00519,0.02669,0.01178,0.07625,0.00627,0.00653,-0.01137,-0.00763
0.14,0.00436,0.00052,0.00052,0.03905,-0.0178,0.01075,-0.03365,0.00716,-0.02487,0.01609,0.00862,-3e-05,-0.37173,0.02853,-0.54901,-0.01743,-0.00225,-0.00769,0.01702,-0.16268,0.01892,0.17007,0.00842,-0.01396,-0.01138,-0.00602,0.0236,-0.0352,-0.12581,-0.00425,0.01027,0.01202,0.00572,0.03003,0.00963,0.06879,0.0055,0.00564,-0.01054,-0.00701
0.16,0.00511,0.0006,0.0005,0.03568,-0.0198,0.01075,-0.03654,0.00841,-0.0216,0.01625,0.00896,-2e-05,-0.40312,0.01771,-0.6542,-0.01981,-0.00605,-0.01744,0.0168,-0.16636,0.01131,0.19593,0.0071,-0.01918,-0.01376,-0.00658,0.02781,-0.0376,-0.1351,-0.00423,0.01056,0.01254,0.00634,0.03401,0.00738,0.0607,0.00468,0.00461,-0.00962,-0.0063
0.18,0.00598,0.00068,0.00043,0.03145,-0.02211,0.0107,-0.03999,0.00987,-0.0178,0.01621,0.00937,0,-0.43478,0.00703,-0.78841,-0.0199,-0.01147,-0.03002,0.01571,-0.1652,0.00133,0.22794,0.00723,-0.02224,-0.01757,-0.00743,0.03282,-0.04,-0.14483,-0.00434,0.01091,0.01319,0.00703,0.03846,0.00526,0.05265,0.00391,0.00347,-0.00867,-0.00555
