T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.02512,-0.00104,0.00146,0.02326,0.20134,0.00529,-0.1743,-0.01026,-0.01779,-0.01223,-0.00158,-0.00051,-0.00824,-0.01202,0.00056,-0.00011,-0.00195,0.00728,-0.00304,0.11332,0.01376,-4e-05,-0.00747,0.03453,0.00298,-0.03105,-0.28245,-0.0139,-0.11596,0.04585,0.00279,0.00407,0.00393,-0.26959,0.04622,0.18683,0.0274,0.00503,-0.01471,-0.00913
0.02,-0.02573,-0.00107,0.00149,0.02292,0.20235,0.00524,-0.17464,-0.01047,-0.0177,-0.01241,-0.0016,-0.00052,-0.00743,-0.01214,0.00072,-7e-05,-0.00203,0.00723,-0.00286,0.11541,0.01441,-0.0001,-0.00755,0.03566,0.00288,-0.03174,-0.28448,-0.01459,-0.11991,0.04604,0.00292,0.00447,0.00414,-0.27171,0.04747,0.19189,0.02759,0.00512,-0.015,-0.00932
0.04,-0.02605,-0.0011,0.00151,0.02183,0.19887,0.00502,-0.17081,-0.01054,-0.01711,-0.01234,-0.00159,-0.00053,-0.00571,-0.01202,0.00087,-0,-0.00201,0.0069,-0.00246,0.11577,0.01504,-0.00017,-0.0075,0.03649,0.00262,-0.03201,-0.28057,-0.0153,-0.12303,0.0452,0.00305,0.00499,0.00436,-0.26823,0.04828,0.19517,0.0272,0.00516,-0.01513,-0.00941
0.06,-0.02613,-0.00113,0.00155,0.01992,0.19063,0.00459,-0.16251,-0.01049,-0.01596,-0.01198,-0.00153,-0.00054,-0.00284,-0.01163,0.001,0.00011,-0.00186,0.00626,-0.00178,0.11441,0.01566,-0.00026,-0.00733,0.03706,0.00216,-0.03188,-0.27044,-0.01607,-0.12552,0.04326,0.00319,0.00565,0.0046,-0.2589,0.04874,0.19701,0.02617,0.00513,-0.01511,-0.0094
0.08,-0.02599,-0.00116,0.0016,0.01712,0.17736,0.00392,-0.14944,-0.01032,-0.0142,-0.01132,-0.00142,-0.00054,0.00142,-0.01097,0.00107,0.00028,-0.00153,0.00526,-0.00077,0.11134,0.01631,-0.00037,-0.00705,0.0374,0.00148,-0.03137,-0.25379,-0.01693,-0.12755,0.04017,0.00335,0.00649,0.00488,-0.24346,0.04892,0.19769,0.02447,0.00505,-0.01498,-0.00932
0.1,-0.02565,-0.00119,0.00169,0.0134,0.15885,0.003,-0.13141,-0.01004,-0.01179,-0.01031,-0.00125,-0.00055,0.00732,-0.01001,0.00105,0.00049,-0.00096,0.00383,0.0006,0.10651,0.01696,-0.0005,-0.00666,0.0375,0.00053,-0.03048,-0.2304,-0.0179,-0.12915,0.03589,0.00354,0.00752,0.00521,-0.22169,0.04885,0.19739,0.02206,0.00492,-0.01476,-0.00916
0.12,-0.02513,-0.00123,0.00182,0.00877,0.13512,0.00181,-0.10843,-0.00967,-0.00873,-0.00893,-0.00102,-0.00055,0.01501,-0.00875,0.0009,0.00077,-9e-05,0.00196,0.00237,0.0999,0.0176,-0.00064,-0.00617,0.03731,-0.0007,-0.02919,-0.2003,-0.01897,-0.13026,0.03042,0.00375,0.00875,0.00557,-0.1936,0.04856,0.19618,0.01895,0.00474,-0.01446,-0.00895
0.14,-0.02441,-0.00128,0.00201,0.00335,0.10655,0.00036,-0.08089,-0.0092,-0.00506,-0.00716,-0.00072,-0.00055,0.02451,-0.0072,0.00054,0.00111,0.00113,-0.00038,0.00454,0.09153,0.01814,-0.00076,-0.00561,0.03678,-0.00221,-0.0275,-0.164,-0.02007,-0.13066,0.02387,0.00398,0.01013,0.00596,-0.15964,0.04806,0.19404,0.01516,0.00452,-0.01413,-0.00868
0.16,-0.02352,-0.00133,0.00227,-0.0026,0.07418,-0.00132,-0.04984,-0.00866,-0.00092,-0.00501,-0.00036,-0.00055,0.03566,-0.00539,-9e-05,0.0015,0.00274,-0.00313,0.00706,0.08157,0.0185,-0.00087,-0.00501,0.0358,-0.00397,-0.02542,-0.12277,-0.02111,-0.13,0.01649,0.00421,0.01157,0.00634,-0.12099,0.0473,0.19087,0.01081,0.00427,-0.01378,-0.00837
0.18,-0.02246,-0.00139,0.00259,-0.00864,0.03994,-0.00314,-0.01722,-0.00806,0.00345,-0.00254,6e-05,-0.00055,0.04798,-0.00341,-0.00105,0.00192,0.00475,-0.00618,0.00979,0.07038,0.0185,-0.00093,-0.00443,0.03423,-0.00589,-0.023,-0.07906,-0.02191,-0.12778,0.00874,0.0044,0.01293,0.00666,-0.0799,0.04626,0.18651,0.00615,0.00401,-0.01345,-0.00805
0.2,-0.02127,-0.00144,0.00299,-0.01413,0.00678,-0.00495,0.01408,-0.00745,0.00764,0.00014,0.00052,-0.00055,0.06064,-0.0014,-0.00243,0.00232,0.00716,-0.00936,0.01255,0.05856,0.01797,-0.0009,-0.00394,0.03194,-0.00783,-0.02034,-0.03656,-0.02226,-0.12339,0.00132,0.00453,0.01401,0.00685,-0.03975,0.04487,0.18075,0.00153,0.00375,-0.01319,-0.00772
