T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00428,-0.00182,0.002,-0.12287,-0.53152,-0.02834,0.53548,0.00361,0.07354,0.02467,0.00458,-0.0004,0.18419,0.02426,0.0052,0.01603,0.00876,-0.04216,0.04408,-0.09747,0.04211,-0.01398,0.01522,0.02944,-0.03001,0.01203,0.65444,-0.04548,-0.1451,-0.1244,0.00889,0.04126,0.015,0.60282,0.02966,0.11537,-0.06726,-0.00172,-0.00032,-6e-05
0.02,-0.0011,-0.00194,0.00272,-0.13685,-0.61512,-0.03276,0.61472,0.00517,0.08349,0.03122,0.00575,-0.00038,0.20806,0.02972,-0.00431,0.02013,0.01533,-0.04942,0.05133,-0.12962,0.0413,-0.01499,0.01672,0.02368,-0.03389,0.01928,0.76184,-0.04612,-0.1336,-0.14314,0.00921,0.044,0.01547,0.70423,0.02593,0.09919,-0.07889,-0.00243,0.0005,0.00085
0.04,0.00357,-0.00206,0.00377,-0.15242,-0.71629,-0.03812,0.70938,0.00725,0.09525,0.03979,0.00724,-0.00034,0.23672,0.03683,-0.01819,0.02469,0.02492,-0.05846,0.0603,-0.17185,0.03819,-0.01516,0.01787,0.01462,-0.03845,0.02906,0.89272,-0.04559,-0.11234,-0.16563,0.00936,0.04648,0.01563,0.82839,0.01946,0.07196,-0.09319,-0.00337,0.00169,0.00216
0.06,0.00952,-0.00215,0.00521,-0.16791,-0.82737,-0.04409,0.81193,0.00968,0.10786,0.05006,0.00901,-0.00028,0.26836,0.04529,-0.03702,0.02936,0.0378,-0.06885,0.0706,-0.22203,0.03217,-0.01402,0.0182,0.00229,-0.04335,0.04088,1.03726,-0.04353,-0.08076,-0.19007,0.00926,0.04828,0.01534,0.96622,0.01035,0.03421,-0.10919,-0.00447,0.00311,0.00378
0.08,0.01644,-0.00222,0.00705,-0.18108,-0.93763,-0.05018,0.91194,0.01226,0.12001,0.06152,0.01093,-0.0002,0.30027,0.05465,-0.0611,0.0336,0.05406,-0.07988,0.0816,-0.27695,0.0226,-0.01099,0.01716,-0.01313,-0.04807,0.05405,1.18174,-0.03952,-0.03853,-0.21397,0.00884,0.04886,0.01445,1.10498,-0.00125,-0.01321,-0.12551,-0.00563,0.00456,0.00559
0.1,0.024,-0.00225,0.00931,-0.18946,-1.03476,-0.0558,0.99742,0.01475,0.13019,0.07345,0.01289,-0.00011,0.32927,0.06435,-0.09032,0.03667,0.07357,-0.09068,0.09247,-0.33271,0.00883,-0.00542,0.01414,-0.03128,-0.05205,0.06768,1.31044,-0.03318,0.0144,-0.2345,0.00797,0.04761,0.01277,1.23001,-0.01517,-0.06936,-0.14051,-0.00675,0.00589,0.00748
0.12,0.03185,-0.00221,0.01195,-0.19062,-1.1064,-0.06031,1.05636,0.01693,0.13688,0.08506,0.01472,-1e-05,0.35213,0.07372,-0.12393,0.0376,0.09596,-0.10028,0.10226,-0.38505,-0.00965,0.00338,0.00858,-0.05163,-0.0547,0.08081,1.40759,-0.02419,0.07766,-0.24883,0.00659,0.04397,0.01017,1.32657,-0.03125,-0.13323,-0.15254,-0.00773,0.00702,0.00936
0.14,0.03967,-0.00208,0.01494,-0.18258,-1.14171,-0.06311,1.07827,0.01864,0.13884,0.09549,0.01625,0.00011,0.36627,0.08212,-0.16036,0.03521,0.12053,-0.10777,0.10997,-0.42968,-0.03314,0.01606,3e-05,-0.07343,-0.05554,0.09246,1.45938,-0.01247,0.15016,-0.25454,0.0046,0.03752,0.00654,1.38166,-0.04931,-0.20372,-0.16006,-0.00849,0.00794,0.01115
0.16,0.04719,-0.00183,0.01819,-0.16414,-1.13302,-0.06375,1.05583,0.01976,0.13525,0.10395,0.01731,0.00023,0.37029,0.08892,-0.19697,0.02813,0.14625,-0.1124,0.11467,-0.46267,-0.06153,0.0332,-0.01178,-0.09569,-0.0543,0.10166,1.45601,0.0018,0.22985,-0.24998,0.00201,0.02808,0.0019,1.38597,-0.06911,-0.27945,-0.16194,-0.00899,0.00872,0.01283
0.18,0.05418,-0.00146,0.02161,-0.1352,-1.0772,-0.06193,0.98623,0.02025,0.12597,0.10974,0.01774,0.00036,0.36468,0.09356,-0.22984,0.01484,0.17167,-0.1137,0.11559,-0.48072,-0.09425,0.05509,-0.0268,-0.11723,-0.05104,0.10758,1.39339,0.01803,0.31362,-0.23457,-0.00115,0.01579,-0.00366,1.33537,-0.09028,-0.35857,-0.15756,-0.00922,0.00955,0.01442
