T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,90.74169
2.96,91.29842
2.98,91.39984
3,91.04845
3.02,90.26753
3.04,89.28547
3.06,88.39949
3.08,87.75473
3.1,87.53426
3.12,87.79756
3.14,88.45485
3.16,89.45195
3.18,90.69111
3.2,92.09785
3.22,93.52383
3.24,94.99678
3.26,96.64545
3.28,98.54396
3.3,100.60365
3.32,102.69267
3.34,104.89963
3.36,107.27121
3.38,109.68586
3.4,112.17826
3.42,114.75106
3.44,117.17465
3.46,119.2612
3.48,120.91349
3.5,122.0281
3.52,122.33943
3.54,121.62213
3.56,119.90247
3.58,117.31063
3.6,113.75497
3.62,109.0349
3.64,104.17344
3.66,100.19114
3.68,97.29084
3.7,95.86769
3.72,95.08645
3.74,94.26636
3.76,93.66508
3.78,93.37051
3.8,93.50398
3.82,93.85802
3.84,94.30535
3.86,94.90105
3.88,95.6281
3.9,96.35797
3.92,96.92582
3.94,97.38476
3.96,97.81468
3.98,98.15885
4,98.15398
4.02,97.67285
4.04,96.79938
4.06,95.54388
4.08,94.11366
4.1,92.36901
4.12,90.92775
4.14,91.12113
4.16,92.86018
4.18,95.67721
4.2,98.3253
4.22,99.74215
4.24,100.39624
4.26,100.67304
4.28,100.56714
4.3,100.2549
4.32,99.84565
4.34,99.3902
4.36,98.93623
4.38,98.47291
4.4,97.9236
4.42,97.15523
4.44,96.17733
4.46,95.05547
4.48,93.80728
4.5,92.48846
4.52,91.07963
4.54,89.65752
4.56,88.26051
4.58,86.91136
4.6,85.64777
4.62,84.5218
4.64,83.49889
4.66,82.54827
4.68,81.67749
4.7,80.9527
4.72,80.50345
4.74,80.29895
4.76,80.25096
4.78,80.31598
4.8,80.42692
4.82,80.45305
4.84,80.22716
4.86,79.6641
4.88,78.71217
4.9,77.36199
4.92,75.66958
4.94,73.69662
4.96,71.51484
4.98,69.26219
5,67.05786
5.02,65.13154
5.04,63.76837
5.06,63.10106
5.08,63.24723
5.1,64.24916
5.12,66.05204
5.14,68.61008
5.16,71.79189
5.18,75.41695
5.2,79.25355
5.22,82.95305
5.24,86.29275
5.26,89.09891
5.28,91.20281
5.3,92.45579
5.32,92.86269
5.34,92.50606
5.36,91.44112
5.38,89.71752
5.4,87.61128
5.42,85.46073
5.44,83.18882
5.46,80.75602
5.48,78.30728
5.5,75.98128
5.52,73.88145
