T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,0.13769
3.32,0.14707
3.34,0.15483
3.36,0.16042
3.38,0.16367
3.4,0.16453
3.42,0.16313
3.44,0.15974
3.46,0.15471
3.48,0.14844
3.5,0.14142
3.52,0.1341
3.54,0.12686
3.56,0.12003
3.58,0.11391
3.6,0.10863
3.62,0.10424
3.64,0.10083
3.66,0.09853
3.68,0.09735
3.7,0.09724
3.72,0.09809
3.74,0.09989
3.76,0.10257
3.78,0.10602
3.8,0.11004
3.82,0.11445
3.84,0.11908
3.86,0.12379
3.88,0.12842
3.9,0.13279
3.92,0.13678
3.94,0.14031
3.96,0.14334
3.98,0.14585
4,0.14786
4.02,0.14938
4.04,0.15047
4.06,0.1512
4.08,0.15165
4.1,0.15188
4.12,0.15191
4.14,0.15183
4.16,0.15169
4.18,0.15151
4.2,0.15133
4.22,0.15117
4.24,0.15104
4.26,0.15095
4.28,0.15092
4.3,0.15093
4.32,0.151
4.34,0.15116
4.36,0.15141
4.38,0.15178
4.4,0.15226
4.42,0.15286
4.44,0.15358
4.46,0.15441
4.48,0.15533
4.5,0.15635
4.52,0.15746
4.54,0.15858
4.56,0.15966
4.58,0.16065
4.6,0.16151
4.62,0.16211
4.64,0.16237
4.66,0.16231
4.68,0.16192
4.7,0.1613
4.72,0.16053
4.74,0.15964
4.76,0.15864
4.78,0.15755
4.8,0.1565
4.82,0.15557
4.84,0.15466
4.86,0.15369
4.88,0.15269
4.9,0.15173
4.92,0.15083
4.94,0.14992
4.96,0.14899
4.98,0.14806
5,0.14714
5.02,0.14616
5.04,0.14508
5.06,0.14388
5.08,0.14257
5.1,0.14106
5.12,0.1392
5.14,0.1371
5.16,0.13496
5.18,0.13287
5.2,0.13109
5.22,0.12988
5.24,0.12929
5.26,0.12932
5.28,0.12993
5.3,0.1312
5.32,0.13309
5.34,0.13531
5.36,0.13754
5.38,0.13965
5.4,0.1415
5.42,0.14307
5.44,0.14432
5.46,0.14514
5.48,0.14553
5.5,0.14553
5.52,0.14523
5.54,0.14468
5.56,0.14393
5.58,0.14302
5.6,0.142
5.62,0.1409
5.64,0.13982
