T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,0
3.26,0
3.28,0
3.3,94.55205
3.32,100.99579
3.34,106.32252
3.36,110.16244
3.38,112.38981
3.4,112.98121
3.42,112.02386
3.44,109.69592
3.46,106.23805
3.48,101.93659
3.5,97.11428
3.52,92.08559
3.54,87.11266
3.56,82.42543
3.58,78.22034
3.6,74.59896
3.62,71.58279
3.64,69.24197
3.66,67.65763
3.68,66.84997
3.7,66.77413
3.72,67.35889
3.74,68.5913
3.76,70.4367
3.78,72.80404
3.8,75.56748
3.82,78.59031
3.84,81.77106
3.86,85.00733
3.88,88.18386
3.9,91.18739
3.92,93.92505
3.94,96.34819
3.96,98.42997
3.98,100.15839
4,101.53432
4.02,102.57617
4.04,103.32432
4.06,103.82996
4.08,104.14122
4.1,104.29418
4.12,104.31996
4.14,104.26307
4.16,104.16306
4.18,104.04288
4.2,103.91986
4.22,103.80953
4.24,103.72067
4.26,103.6599
4.28,103.63345
4.3,103.64372
4.32,103.69453
4.34,103.80002
4.36,103.97394
4.38,104.22399
4.4,104.55371
4.42,104.9673
4.44,105.462
4.46,106.03344
4.48,106.66779
4.5,107.36718
4.52,108.12438
4.54,108.89539
4.56,109.63787
4.58,110.32152
4.6,110.91092
4.62,111.32157
4.64,111.49712
4.66,111.45491
4.68,111.19146
4.7,110.76197
4.72,110.2363
4.74,109.62279
4.76,108.93482
4.78,108.18728
4.8,107.46649
4.82,106.83324
4.84,106.20777
4.86,105.54227
4.88,104.85532
4.9,104.19417
4.92,103.57347
4.94,102.95148
4.96,102.31484
4.98,101.67529
5,101.04043
5.02,100.36971
5.04,99.62432
5.06,98.80437
5.08,97.90387
5.1,96.86356
5.12,95.58645
5.14,94.14384
5.16,92.67386
5.18,91.24128
5.2,90.02001
5.22,89.18593
5.24,88.78241
5.26,88.80108
5.28,89.22505
5.3,90.09804
5.32,91.39606
5.34,92.9153
5.36,94.44918
5.38,95.89942
5.4,97.16843
5.42,98.24901
5.44,99.10174
5.46,99.66615
5.48,99.93843
5.5,99.93542
5.52,99.72875
5.54,99.35422
5.56,98.83434
5.58,98.21385
5.6,97.51432
5.62,96.75535
5.64,96.01637
