T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00837,-0.0002,-0.00456,-0.0274,-0.00749,0.00308,-0.02151,0.01175,0.00545,0.00715,0.00211,-0.00041,-0.33019,0.0855,0.0158,-0.04381,-0.01965,0.04628,-0.24243,-0.05978,-0.14608,0.37624,0.11905,0.06857,-0.02407,-0.01128,0.03189,-0.03594,-0.17996,-0.01807,0.00987,0.01799,0.00993,0.02549,0.02882,0.09462,-0.01129,-0.00145,-0.01007,-0.0044
0.02,0.00861,-0.0002,-0.00465,-0.02768,-0.00773,0.00316,-0.02221,0.01197,0.00531,0.00745,0.00227,-0.00042,-0.33059,0.08679,0.03026,-0.0476,-0.02556,0.04877,-0.2509,-0.0488,-0.14766,0.37598,0.11886,0.06904,-0.02401,-0.00971,0.03263,-0.03739,-0.18713,-0.01848,0.01023,0.01876,0.0103,0.02639,0.02912,0.09518,-0.0116,-0.00151,-0.01022,-0.00443
0.04,0.0088,-0.00019,-0.00476,-0.02728,-0.00795,0.00328,-0.02278,0.01196,0.00484,0.00752,0.00242,-0.00043,-0.3324,0.0851,0.04895,-0.04759,-0.03574,0.05043,-0.25799,-0.03216,-0.14822,0.37015,0.11901,0.06856,-0.02302,-0.00697,0.03311,-0.03858,-0.19359,-0.0187,0.01054,0.01948,0.01062,0.02728,0.02898,0.09363,-0.01174,-0.00159,-0.01021,-0.00439
0.06,0.00899,-0.00018,-0.00494,-0.02609,-0.0082,0.00349,-0.02328,0.01171,0.00397,0.00729,0.00252,-0.00044,-0.34003,0.07963,0.0719,-0.04162,-0.0517,0.05096,-0.26431,-0.00936,-0.14862,0.36013,0.12109,0.06731,-0.02089,-0.00286,0.03343,-0.03956,-0.19981,-0.01877,0.01082,0.02021,0.0109,0.0283,0.02843,0.08984,-0.01172,-0.00171,-0.01007,-0.00427
0.08,0.0092,-0.00016,-0.00522,-0.02399,-0.00849,0.00382,-0.02376,0.0112,0.00262,0.00665,0.00257,-0.00045,-0.35867,0.06943,0.09861,-0.02711,-0.07496,0.04989,-0.27036,0.01975,-0.14985,0.34765,0.12693,0.06552,-0.0174,0.00283,0.03369,-0.04033,-0.20614,-0.01871,0.0111,0.02097,0.01116,0.02957,0.02753,0.08368,-0.01151,-0.00187,-0.0098,-0.00407
0.1,0.00945,-0.00014,-0.00567,-0.02086,-0.00886,0.00432,-0.02425,0.01039,0.00069,0.00547,0.00253,-0.00046,-0.39418,0.05345,0.12784,-0.00109,-0.10691,0.04667,-0.27641,0.05474,-0.15297,0.33484,0.13864,0.06347,-0.01231,0.01022,0.03397,-0.04083,-0.21274,-0.01856,0.01138,0.02179,0.0114,0.03121,0.02633,0.07503,-0.0111,-0.00211,-0.00942,-0.00381
0.12,0.00979,-0.0001,-0.00633,-0.0166,-0.00934,0.00505,-0.02475,0.00925,-0.00187,0.00362,0.00237,-0.00047,-0.45283,0.03069,0.15732,0.03962,-0.14853,0.04061,-0.28249,0.09433,-0.15919,0.3244,0.15851,0.06149,-0.00544,0.01932,0.03437,-0.04098,-0.2195,-0.01833,0.01167,0.02265,0.01162,0.0333,0.0249,0.06387,-0.01045,-0.00244,-0.00893,-0.00349
0.14,0.0102,-7e-05,-0.00727,-0.01115,-0.00993,0.00605,-0.02527,0.00777,-0.00509,0.00096,0.00203,-0.00049,-0.54097,0.00032,0.1835,0.09815,-0.2001,0.03095,-0.28827,0.136,-0.16973,0.3197,0.18889,0.06,0.00331,0.02993,0.03495,-0.04062,-0.22599,-0.01804,0.01195,0.02349,0.0118,0.0359,0.02335,0.05036,-0.00953,-0.00286,-0.00837,-0.00313
0.16,0.01071,-2e-05,-0.0085,-0.00455,-0.01064,0.00733,-0.02575,0.00594,-0.00893,-0.00262,0.00147,-0.00051,-0.6644,-0.03804,0.20128,0.17713,-0.26075,0.0169,-0.29307,0.17566,-0.18583,0.32484,0.23196,0.05952,0.01389,0.04154,0.03577,-0.03952,-0.23139,-0.01772,0.01217,0.02422,0.01188,0.03896,0.02183,0.03494,-0.00832,-0.00338,-0.00777,-0.00274
0.18,0.0113,2e-05,-0.01004,0.00301,-0.01144,0.00891,-0.02612,0.00381,-0.01327,-0.00719,0.00063,-0.00053,-0.82739,-0.08406,0.2037,0.27811,-0.32797,-0.00221,-0.29575,0.20721,-0.20858,0.34472,0.28943,0.06066,0.02599,0.05327,0.03687,-0.03743,-0.23441,-0.01739,0.01231,0.02468,0.01181,0.04239,0.02055,0.01849,-0.00679,-0.00398,-0.00717,-0.00237
