T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00037,0.00111,-0.00204,-0.0263,0,-0.00783,-0.02693,-0.00749,0.02441,0.04557,-0.00775,0.02461,-0.29954,0.0181,-0.15045,-0.07863,-0.33984,0.07393,-0.01324,-0.31633,0.05688,0.00612,-0.01761,0.22997,0.0654,0.05505,0.00562,0.01593,0.17941,0.00093,-0.00274,0.27063,-0.13172,-0.00849,0.00336,-0.08442,0.00721,0.00786,0.01136,0.05873
0.02,0.00018,0.00118,-0.00227,-0.02886,0,-0.00879,-0.02441,-0.00764,0.02711,0.03998,-0.00796,0.02671,-0.3035,0.01227,-0.15638,-0.07727,-0.34537,0.07168,-0.01305,-0.31811,0.06231,0.01035,-0.00774,0.22584,0.06463,0.05296,0.00479,0.01696,0.18163,0.0032,-0.00355,0.28126,-0.13147,-0.00925,0.00462,-0.08066,0.00723,-0.00225,0.01533,0.06513
0.04,-6e-05,0.00125,-0.00256,-0.0316,0,-0.00992,-0.02049,-0.00775,0.03021,0.03225,-0.00803,0.02908,-0.30354,0.0039,-0.1611,-0.07393,-0.34577,0.06709,-0.01277,-0.3136,0.06861,0.01467,0.00563,0.21556,0.06244,0.04915,0.00366,0.01805,0.18069,0.00603,-0.00445,0.29048,-0.12826,-0.00996,0.00628,-0.07417,0.00698,-0.01566,0.02038,0.07242
0.06,-0.00037,0.00129,-0.00289,-0.03431,0,-0.01112,-0.0152,-0.00781,0.03344,0.02249,-0.00784,0.03146,-0.29782,-0.00685,-0.16342,-0.06833,-0.33901,0.06014,-0.01242,-0.30024,0.07502,0.01776,0.02184,0.19824,0.05884,0.04349,0.00226,0.01909,0.17578,0.00919,-0.00532,0.29646,-0.12157,-0.01059,0.00824,-0.06483,0.0064,-0.03166,0.02624,0.08003
0.08,-0.00076,0.00131,-0.00326,-0.03667,0,-0.01229,-0.00871,-0.00782,0.03644,0.01118,-0.00729,0.0336,-0.28481,-0.01959,-0.16204,-0.06034,-0.32321,0.05094,-0.0121,-0.27576,0.08066,0.01806,0.0398,0.17347,0.05397,0.03602,0.0007,0.01997,0.16618,0.01231,-0.00598,0.29728,-0.11097,-0.01105,0.0104,-0.05283,0.00539,-0.04903,0.03248,0.08717
0.1,-0.00121,0.00128,-0.00363,-0.03829,0,-0.01329,-0.00136,-0.00778,0.03881,-0.00065,-0.00626,0.0352,-0.26402,-0.0337,-0.1559,-0.05013,-0.29734,0.0398,-0.01196,-0.23889,0.08474,0.01388,0.05793,0.14167,0.04813,0.02702,-0.00085,0.02055,0.15145,0.01492,-0.00621,0.29153,-0.0964,-0.01119,0.0126,-0.03882,0.00386,-0.06613,0.03852,0.09292
0.12,-0.00167,0.00119,-0.004,-0.03874,0,-0.01398,0.00635,-0.00774,0.04018,-0.0115,-0.0047,0.03603,-0.23631,-0.04829,-0.14438,-0.03825,-0.26151,0.02727,-0.01225,-0.18994,0.08662,0.00367,0.07438,0.10424,0.04181,0.0171,-0.00216,0.02076,0.13167,0.0165,-0.00581,0.2786,-0.07819,-0.01084,0.01464,-0.02387,0.00176,-0.08104,0.04373,0.09637
0.14,-0.0021,0.00104,-0.00434,-0.03759,0,-0.01425,0.01379,-0.00776,0.04023,-0.01954,-0.00262,0.03591,-0.20367,-0.0623,-0.12739,-0.02551,-0.21698,0.01412,-0.01322,-0.13083,0.08593,-0.01378,0.08722,0.06337,0.03556,0.00707,-0.00301,0.02053,0.10735,0.01657,-0.00458,0.25881,-0.0571,-0.00982,0.01634,-0.00934,-0.00096,-0.09178,0.04743,0.09668
0.16,-0.00242,0.00082,-0.00466,-0.03448,0,-0.01397,0.02029,-0.00791,0.03872,-0.02292,-7e-05,0.0347,-0.16886,-0.07452,-0.10538,-0.01296,-0.16585,0.00136,-0.01512,-0.065,0.08255,-0.03905,0.09475,0.02168,0.02991,-0.00209,-0.00322,0.01982,0.07939,0.0148,-0.00239,0.23326,-0.03419,-0.00799,0.01754,0.00336,-0.00426,-0.0967,0.04906,0.09317
0.18,-0.00259,0.00056,-0.00493,-0.02915,0,-0.01309,0.02521,-0.00827,0.03555,-0.02009,0.00275,0.03237,-0.13478,-0.08374,-0.07926,-0.00163,-0.11068,-0.0099,-0.01806,0.00296,0.0766,-0.07184,0.09583,-0.01833,0.0252,-0.00944,-0.0027,0.01862,0.04888,0.01112,0.00078,0.20359,-0.01063,-0.00525,0.0181,0.0131,-0.00799,-0.09475,0.04822,0.08541
0.2,-0.00256,0.00025,-0.00515,-0.02154,0,-0.01159,0.02808,-0.00892,0.03075,-0.01013,0.00561,0.02893,-0.10389,-0.08885,-0.05029,0.00753,-0.05404,-0.01853,-0.02201,0.0678,0.06843,-0.11085,0.09006,-0.05463,0.02149,-0.01415,-0.00154,0.01695,0.01696,0.00578,0.00482,0.17171,0.01243,-0.00165,0.01796,0.01918,-0.01194,-0.08575,0.04475,0.07327
0.22,-0.0023,-6e-05,-0.0053,-0.01177,0,-0.0095,0.02858,-0.0099,0.0245,0.00704,0.00821,0.02448,-0.07784,-0.089,-0.01996,0.01387,0.00173,-0.02355,-0.02678,0.12415,0.05849,-0.15373,0.07791,-0.08602,0.01846,-0.01566,6e-05,0.01484,-0.01527,-0.00068,0.00948,0.13955,0.03402,0.00267,0.01709,0.02153,-0.01581,-0.07045,0.03877,0.05699
0.24,-0.00185,-0.00037,-0.00538,-0.00026,0,-0.0069,0.02667,-0.01122,0.01711,0.0306,0.01026,0.01922,-0.05727,-0.08377,0.01017,0.01699,0.05468,-0.02431,-0.03199,0.16708,0.0473,-0.19733,0.06054,-0.11221,0.01545,-0.01375,0.00178,0.01232,-0.04685,-0.00748,0.01441,0.10882,0.05344,0.00746,0.01558,0.0206,-0.01924,-0.05038,0.0307,0.03719
0.26,-0.00121,-0.00064,-0.00535,0.01237,0,-0.00392,0.02253,-0.01285,0.00901,0.05889,0.01152,0.01342,-0.04196,-0.07324,0.03863,0.01682,0.10318,-0.02062,-0.03714,0.19261,0.03535,-0.23794,0.03957,-0.13365,0.01155,-0.00852,0.00329,0.00946,-0.07692,-0.01379,0.01922,0.08094,0.07026,0.01235,0.01352,0.01727,-0.02187,-0.02756,0.02117,0.01486
0.28,-0.00047,-0.00085,-0.00523,0.02523,0,-0.00076,0.01654,-0.01471,0.00072,0.08955,0.01189,0.00747,-0.031,-0.05815,0.06411,0.01354,0.14584,-0.01293,-0.0417,0.19823,0.02302,-0.27175,0.01678,-0.1514,0.00574,-0.00039,0.00429,0.00634,-0.10471,-0.01883,0.02351,0.05688,0.08437,0.01694,0.01106,0.01254,-0.02342,-0.00415,0.01097,-0.00871
0.3,0.00032,-0.00099,-0.00498,0.0373,0,0.00239,0.00928,-0.0167,-0.00724,0.11977,0.01142,0.00181,-0.02315,-0.03987,0.08557,0.00751,0.18134,-0.00234,-0.04517,0.18314,0.01052,-0.29523,-0.00622,-0.1668,-0.00294,0.00995,0.00464,0.00306,-0.12947,-0.02208,0.02694,0.03722,0.09587,0.0208,0.00836,0.00737,-0.02369,0.01791,0.00094,-0.032
0.32,0.00107,-0.00105,-0.00462,0.04749,0,0.00529,0.00144,-0.01867,-0.01435,0.14654,0.01036,-0.00304,-0.01715,-0.02032,0.10219,-0.00076,0.20838,0.00945,-0.04715,0.14843,-0.00207,-0.30551,-0.02816,-0.18134,-0.01521,0.02164,0.00431,-0.00024,-0.15051,-0.0233,0.0293,0.02212,0.10501,0.02355,0.00558,0.00246,-0.02263,0.03714,-0.00809,-0.05339
0.34,0.0017,-0.00104,-0.00413,0.05478,0,0.00775,-0.00626,-0.02047,-0.02019,0.16697,0.00907,-0.00658,-0.01198,-0.00173,0.11337,-0.01073,0.22564,0.02032,-0.04737,0.09693,-0.01483,-0.30055,-0.04809,-0.19648,-0.03142,0.03377,0.00343,-0.00341,-0.16717,-0.02256,0.03045,0.0114,0.11213,0.02489,0.00286,-0.00176,-0.02032,0.05265,-0.01543,-0.07135
0.36,0.00213,-0.00095,-0.00353,0.05846,0,0.00957,-0.01308,-0.02196,-0.02446,0.1785,0.008,-0.00839,-0.00707,0.01366,0.11861,-0.0219,0.2319,0.02805,-0.04574,0.03286,-0.02793,-0.27932,-0.06539,-0.21361,-0.05141,0.04546,0.00217,-0.00631,-0.17894,-0.02016,0.03042,0.00464,0.11748,0.02462,0.00034,-0.00517,-0.01695,0.06405,-0.02057,-0.08464
0.38,0.00232,-0.00081,-0.00281,0.05817,0,0.01064,-0.01838,-0.02306,-0.02706,0.17922,0.00756,-0.0082,-0.00236,0.02389,0.11741,-0.03379,0.22621,0.03066,-0.04237,-0.03862,-0.04151,-0.24178,-0.07951,-0.234,-0.07444,0.05599,0.00071,-0.00882,-0.18546,-0.0165,0.02927,0.00124,0.12122,0.02272,-0.00191,-0.00782,-0.0128,0.07138,-0.02326,-0.09243
0.4,0.00221,-0.00063,-0.00201,0.05412,0,0.01093,-0.02169,-0.02372,-0.02805,0.16807,0.00808,-0.00599,0.00166,0.02766,0.10925,-0.04606,0.20813,0.0267,-0.03753,-0.11194,-0.05569,-0.18879,-0.08985,-0.25876,-0.09919,0.06488,-0.00085,-0.01083,-0.18665,-0.01203,0.02717,0.00049,0.12328,0.01932,-0.00381,-0.00988,-0.00817,0.07494,-0.02351,-0.09451
0.42,0.0018,-0.00044,-0.00112,0.04701,0,0.01046,-0.02271,-0.02396,-0.0277,0.14499,0.00972,-0.00194,0.00409,0.02449,0.09364,-0.05845,0.1779,0.01551,-0.03164,-0.18179,-0.07048,-0.12199,-0.09563,-0.28871,-0.12382,0.07191,-0.00248,-0.01228,-0.18263,-0.00709,0.02429,0.00165,0.12336,0.0147,-0.00531,-0.01152,-0.00342,0.0751,-0.02162,-0.09124
