T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00991,-0.00725,0.01573,0.01972,-0.04629,-0.00869,0.02949,0.02144,-0.10487,-0.46709,0.055,-0.00181,-1.97876,-0.28904,-2.50017,-0.22276,-3.15615,-1.02048,-0.61312,-3.46591,-0.17447,3.36889,-0.42768,-7.03002,2.90595,-0.94407,0.01033,-0.01179,-0.02969,0.01543,0.00078,-0.00329,-0.00223,0.02014,0.01458,0.13482,0.00839,-0.00663,-0.00966,-0.00403
0.02,-0.01036,-0.00736,0.01603,0.01929,-0.04704,-0.00912,0.03069,0.022,-0.10609,-0.48167,0.05647,-0.00186,-2.03227,-0.29909,-2.54814,-0.22422,-3.20367,-1.03362,-0.62314,-3.55514,-0.15794,3.39685,-0.43237,-7.08101,2.93673,-0.94794,0.00989,-0.01199,-0.03105,0.01598,0.00069,-0.0031,-0.00215,0.01979,0.01498,0.13757,0.00877,-0.00674,-0.00979,-0.00406
0.04,-0.01082,-0.00735,0.01612,0.01837,-0.04699,-0.00958,0.03189,0.02237,-0.10498,-0.49312,0.0574,-0.0019,-2.06664,-0.3073,-2.55988,-0.22088,-3.19775,-1.02802,-0.62334,-3.60752,-0.12876,3.35863,-0.42838,-6.98181,2.9103,-0.93011,0.00885,-0.012,-0.03255,0.01646,0.00054,-0.00272,-0.00199,0.01869,0.01521,0.13817,0.00916,-0.00673,-0.00973,-0.004
0.06,-0.01134,-0.00722,0.016,0.01698,-0.04612,-0.0101,0.03318,0.02261,-0.10129,-0.5027,0.05791,-0.00192,-2.08535,-0.31434,-2.53669,-0.21251,-3.13812,-1.00317,-0.61383,-3.62817,-0.08496,3.25284,-0.41522,-6.72439,2.82433,-0.88917,0.0071,-0.0118,-0.03436,0.01688,0.00032,-0.00211,-0.00171,0.01671,0.01525,0.13657,0.00958,-0.00662,-0.00946,-0.00383
0.08,-0.01196,-0.00696,0.01567,0.01518,-0.04438,-0.0107,0.0347,0.02276,-0.09471,-0.51143,0.05806,-0.00194,-2.09112,-0.32066,-2.47912,-0.19884,-3.02373,-0.95834,-0.59456,-3.62082,-0.02493,3.07795,-0.39227,-6.29989,2.67593,-0.8237,0.0045,-0.01139,-0.03665,0.01729,2e-05,-0.00126,-0.00131,0.01374,0.0151,0.13264,0.01009,-0.00638,-0.00895,-0.00354
0.1,-0.0127,-0.00656,0.01515,0.01307,-0.04174,-0.01142,0.0365,0.02285,-0.08495,-0.52008,0.05791,-0.00195,-2.08565,-0.32652,-2.38719,-0.17967,-2.85337,-0.89284,-0.56543,-3.58763,0.05214,2.83334,-0.35895,-5.70123,2.46254,-0.73258,0.00095,-0.01076,-0.03957,0.0177,-0.00036,-0.00014,-0.00078,0.00968,0.01476,0.12622,0.01068,-0.00601,-0.00819,-0.00312
0.12,-0.01357,-0.00602,0.01443,0.0108,-0.03815,-0.01226,0.03864,0.02291,-0.07175,-0.52901,0.05749,-0.00197,-2.06962,-0.33181,-2.26099,-0.15501,-2.62685,-0.80643,-0.52648,-3.52922,0.14564,2.52109,-0.31492,-4.92747,2.18343,-0.61579,-0.00362,-0.0099,-0.04319,0.01809,-0.00082,0.00126,-0.00012,0.00451,0.01418,0.11712,0.01138,-0.00552,-0.00716,-0.00256
0.14,-0.01456,-0.00535,0.01352,0.0086,-0.03361,-0.01317,0.04109,0.02296,-0.05503,-0.5381,0.05679,-0.00199,-2.04269,-0.33609,-2.10158,-0.12526,-2.34666,-0.70004,-0.47817,-3.44502,0.25279,2.14839,-0.26044,-3.98978,1.84187,-0.47522,-0.00917,-0.00881,-0.0475,0.01845,-0.00135,0.00289,0.00066,-0.00173,0.01334,0.10523,0.01216,-0.0049,-0.00585,-0.00187
0.16,-0.01562,-0.00456,0.01245,0.00681,-0.02821,-0.01412,0.04372,0.023,-0.03498,-0.54668,0.0558,-0.002,-2.00367,-0.33848,-1.91228,-0.09146,-2.02026,-0.57658,-0.42179,-3.33384,0.36768,1.73063,-0.19683,-2.9191,1.44788,-0.31586,-0.01557,-0.00752,-0.05239,0.01873,-0.00192,0.00469,0.00151,-0.00885,0.01221,0.09056,0.01299,-0.00415,-0.00427,-0.00106
0.18,-0.01665,-0.00367,0.01126,0.00588,-0.02213,-0.01498,0.04633,0.02302,-0.01226,-0.55343,0.05447,-0.00202,-1.95083,-0.33765,-1.70026,-0.05561,-1.66296,-0.44204,-0.35993,-3.19477,0.48023,1.29528,-0.12696,-1.77587,1.02173,-0.14726,-0.02248,-0.00606,-0.05756,0.01883,-0.00248,0.00653,0.00238,-0.01642,0.01078,0.07343,0.01378,-0.00332,-0.00248,-0.00016
